,caseid_new,partner_political,resondent_political,income_gap_raw,same_political,income_gap,respondent_earn_more
750,1181656,independent,democrat,partner earned more,0,1.0,0.0
751,1183831,independent,republican,we earned about the same amount,0,0.0,
752,1184501,independent,democrat,partner earned more,0,1.0,0.0
753,1185644,independent,republican,partner earned more,0,1.0,0.0
754,1187235,no preference,democrat,we earned about the same amount,0,0.0,
755,1188821,republican,republican,i earned more,1,1.0,1.0
756,1189486,independent,republican,partner earned more,0,1.0,0.0
757,1193586,democrat,democrat,i earned more,1,1.0,1.0
758,1198411,democrat,democrat,partner earned more,1,1.0,0.0
759,1199541,republican,democrat,partner earned more,0,1.0,0.0
760,1200626,democrat,democrat,we earned about the same amount,1,0.0,
761,1202681,republican,republican,we earned about the same amount,1,0.0,
762,1203431,democrat,democrat,partner earned more,1,1.0,0.0
763,1204395,democrat,democrat,partner earned more,1,1.0,0.0
764,1205802,democrat,democrat,refused,1,,
765,1206512,democrat,democrat,partner earned more,1,1.0,0.0
766,1207731,democrat,republican,i earned more,0,1.0,1.0
767,1208205,no preference,democrat,partner earned more,0,1.0,0.0
768,1209621,no preference,democrat,i earned more,0,1.0,1.0
769,1210536,democrat,democrat,partner earned more,1,1.0,0.0
770,1213771,democrat,democrat,i earned more,1,1.0,1.0
771,1214546,no preference,republican,i earned more,0,1.0,1.0
772,1216365,independent,democrat,i earned more,0,1.0,1.0
773,1217341,no preference,republican,i earned more,0,1.0,1.0
774,1219921,independent,democrat,i earned more,0,1.0,1.0
775,1220631,independent,republican,partner earned more,0,1.0,0.0
776,1222671,democrat,democrat,i earned more,1,1.0,1.0
777,1223621,republican,republican,i earned more,1,1.0,1.0
778,1225585,democrat,democrat,we earned about the same amount,1,0.0,
779,1226651,democrat,democrat,partner earned more,1,1.0,0.0
780,1228415,democrat,democrat,i earned more,1,1.0,1.0
781,1232501,no preference,republican,partner earned more,0,1.0,0.0
782,1233501,democrat,democrat,i earned more,1,1.0,1.0
783,1234331,no preference,other,we earned about the same amount,0,0.0,
784,1235316,democrat,democrat,i earned more,1,1.0,1.0
785,1240456,democrat,democrat,i earned more,1,1.0,1.0
786,1241521,republican,republican,partner earned more,1,1.0,0.0
787,1243681,independent,democrat,we earned about the same amount,0,0.0,
788,1249671,democrat,democrat,i earned more,1,1.0,1.0
789,1250456,democrat,democrat,i earned more,1,1.0,1.0
790,1252476,democrat,democrat,we earned about the same amount,1,0.0,
791,1253471,democrat,democrat,i earned more,1,1.0,1.0
792,1254703,democrat,democrat,i earned more,1,1.0,1.0
793,1255801,republican,republican,i earned more,1,1.0,1.0
794,1256565,democrat,democrat,i earned more,1,1.0,1.0
795,1257371,republican,republican,i earned more,1,1.0,1.0
796,1258751,democrat,democrat,i earned more,1,1.0,1.0
797,1260536,democrat,democrat,i earned more,1,1.0,1.0
798,1261401,republican,republican,i earned more,1,1.0,1.0
799,1262421,republican,republican,partner earned more,1,1.0,0.0
800,1263261,democrat,democrat,we earned about the same amount,1,0.0,
801,1265752,no preference,republican,i earned more,0,1.0,1.0
802,1266516,independent,democrat,i earned more,0,1.0,1.0
803,1267401,republican,republican,i earned more,1,1.0,1.0
804,1269411,independent,democrat,partner earned more,0,1.0,0.0
805,1270636,democrat,democrat,partner earned more,1,1.0,0.0
806,1271456,democrat,democrat,we earned about the same amount,1,0.0,
807,1273236,democrat,democrat,partner earned more,1,1.0,0.0
808,1274576,democrat,democrat,i earned more,1,1.0,1.0
809,1275585,republican,republican,partner earned more,1,1.0,0.0
810,1277421,republican,republican,i earned more,1,1.0,1.0
811,1278541,republican,republican,partner earned more,1,1.0,0.0
812,1279296,democrat,democrat,i earned more,1,1.0,1.0
813,1280305,democrat,democrat,i earned more,1,1.0,1.0
814,1281395,democrat,democrat,partner earned more,1,1.0,0.0
815,1283621,democrat,democrat,i earned more,1,1.0,1.0
816,1284701,republican,republican,partner earned more,1,1.0,0.0
817,1285703,independent,democrat,partner earned more,0,1.0,0.0
818,1286415,republican,republican,partner earned more,1,1.0,0.0
819,1287613,independent,democrat,we earned about the same amount,0,0.0,
820,1289291,republican,republican,partner earned more,1,1.0,0.0
821,1290401,democrat,democrat,i earned more,1,1.0,1.0
822,1291771,republican,democrat,i earned more,0,1.0,1.0
823,1294631,independent,republican,i earned more,0,1.0,1.0
824,1297901,republican,republican,i earned more,1,1.0,1.0
825,1298581,republican,republican,we earned about the same amount,1,0.0,
826,1299356,no preference,republican,partner earned more,0,1.0,0.0
827,1301626,democrat,democrat,we earned about the same amount,1,0.0,
828,1302415,democrat,republican,partner earned more,0,1.0,0.0
829,1303571,no preference,democrat,i earned more,0,1.0,1.0
830,1305741,independent,democrat,i earned more,0,1.0,1.0
831,1306381,republican,republican,i earned more,1,1.0,1.0
832,1307306,no preference,democrat,partner earned more,0,1.0,0.0
833,1308821,independent,republican,i earned more,0,1.0,1.0
834,1310523,democrat,democrat,we earned about the same amount,1,0.0,
835,1312301,no preference,republican,i earned more,0,1.0,1.0
836,1313431,democrat,democrat,i earned more,1,1.0,1.0
837,1314201,democrat,democrat,partner earned more,1,1.0,0.0
838,1315536,democrat,democrat,partner earned more,1,1.0,0.0
839,1316391,democrat,democrat,partner earned more,1,1.0,0.0
840,1320215,republican,republican,i earned more,1,1.0,1.0
841,1323596,republican,republican,partner earned more,1,1.0,0.0
842,1325391,republican,republican,partner earned more,1,1.0,0.0
843,1326451,independent,republican,i earned more,0,1.0,1.0
844,1327693,democrat,democrat,i earned more,1,1.0,1.0
845,1328713,republican,democrat,i earned more,0,1.0,1.0
846,1329235,no preference,republican,i earned more,0,1.0,1.0
847,1330251,independent,democrat,i earned more,0,1.0,1.0
848,1332405,democrat,democrat,we earned about the same amount,1,0.0,
849,1333711,democrat,democrat,refused,1,,
850,1334261,democrat,democrat,i earned more,1,1.0,1.0
851,1335363,independent,republican,i earned more,0,1.0,1.0
852,1340556,independent,democrat,partner earned more,0,1.0,0.0
853,1341511,independent,democrat,i earned more,0,1.0,1.0
854,1345356,independent,democrat,partner earned more,0,1.0,0.0
855,1348345,democrat,democrat,partner earned more,1,1.0,0.0
856,1349311,republican,republican,partner earned more,1,1.0,0.0
857,1352771,independent,democrat,i earned more,0,1.0,1.0
858,1354291,democrat,democrat,i earned more,1,1.0,1.0
859,1356751,independent,republican,i earned more,0,1.0,1.0
860,1358455,democrat,democrat,i earned more,1,1.0,1.0
861,1361771,democrat,republican,we earned about the same amount,0,0.0,
862,1363253,democrat,democrat,partner earned more,1,1.0,0.0
863,1364533,republican,republican,partner earned more,1,1.0,0.0
864,1366341,republican,republican,i earned more,1,1.0,1.0
865,1367841,republican,democrat,i earned more,0,1.0,1.0
866,1368545,democrat,democrat,partner earned more,1,1.0,0.0
867,1369721,democrat,republican,i earned more,0,1.0,1.0
868,1370453,democrat,democrat,partner earned more,1,1.0,0.0
869,1371681,no preference,democrat,partner earned more,0,1.0,0.0
870,1372391,democrat,democrat,i earned more,1,1.0,1.0
871,1373663,independent,democrat,i earned more,0,1.0,1.0
872,1374731,democrat,democrat,i earned more,1,1.0,1.0
873,1375681,democrat,democrat,partner earned more,1,1.0,0.0
874,1376386,democrat,democrat,i earned more,1,1.0,1.0
875,1377811,democrat,democrat,i earned more,1,1.0,1.0
876,1378732,republican,republican,i earned more,1,1.0,1.0
877,1379291,"another party, please specify",republican,partner earned more,0,1.0,0.0
878,1380606,independent,democrat,i earned more,0,1.0,1.0
879,1381205,no preference,democrat,partner earned more,0,1.0,0.0
880,1382546,republican,republican,i earned more,1,1.0,1.0
881,1383671,no preference,republican,i earned more,0,1.0,1.0
882,1384431,"another party, please specify",republican,we earned about the same amount,0,0.0,
883,1386291,republican,republican,partner earned more,1,1.0,0.0
884,1387255,democrat,democrat,i earned more,1,1.0,1.0
885,1388606,democrat,democrat,i earned more,1,1.0,1.0
886,1392612,independent,republican,we earned about the same amount,0,0.0,
887,1393286,no preference,democrat,partner earned more,0,1.0,0.0
888,1394385,democrat,democrat,i earned more,1,1.0,1.0
889,1396626,democrat,democrat,i earned more,1,1.0,1.0
890,1398431,no preference,democrat,i earned more,0,1.0,1.0
891,1401456,independent,republican,we earned about the same amount,0,0.0,
892,1402461,democrat,republican,i earned more,0,1.0,1.0
893,1403571,no preference,republican,i earned more,0,1.0,1.0
894,1405701,no preference,republican,partner earned more,0,1.0,0.0
895,1408531,democrat,democrat,we earned about the same amount,1,0.0,
896,1409551,republican,republican,i earned more,1,1.0,1.0
897,1410441,democrat,democrat,we earned about the same amount,1,0.0,
898,1411661,republican,republican,i earned more,1,1.0,1.0
899,1412495,democrat,democrat,i earned more,1,1.0,1.0
900,1413821,no preference,republican,i earned more,0,1.0,1.0
901,1416791,democrat,democrat,we earned about the same amount,1,0.0,
902,1418265,independent,democrat,we earned about the same amount,0,0.0,
903,1421401,democrat,democrat,i earned more,1,1.0,1.0
904,1422621,independent,other,i earned more,0,1.0,1.0
905,1425271,democrat,democrat,partner earned more,1,1.0,0.0
906,1426355,no preference,democrat,i earned more,0,1.0,1.0
907,1427636,democrat,democrat,partner earned more,1,1.0,0.0
908,1428631,democrat,democrat,partner earned more,1,1.0,0.0
909,1430681,republican,republican,partner earned more,1,1.0,0.0
910,1433533,no preference,republican,i earned more,0,1.0,1.0
911,1434421,democrat,democrat,partner earned more,1,1.0,0.0
912,1435285,"another party, please specify",democrat,partner earned more,0,1.0,0.0
913,1437591,democrat,republican,partner earned more,0,1.0,0.0
914,1438781,independent,democrat,we earned about the same amount,0,0.0,
915,1439225,democrat,republican,partner earned more,0,1.0,0.0
916,1440573,no preference,democrat,we earned about the same amount,0,0.0,
917,1445491,republican,democrat,i earned more,0,1.0,1.0
918,1446561,republican,republican,partner earned more,1,1.0,0.0
919,1447506,democrat,democrat,partner earned more,1,1.0,0.0
920,1449706,democrat,democrat,partner earned more,1,1.0,0.0
921,1450553,democrat,democrat,i earned more,1,1.0,1.0
922,1451501,independent,democrat,partner earned more,0,1.0,0.0
923,1453663,no preference,republican,partner earned more,0,1.0,0.0
924,1454411,republican,republican,partner earned more,1,1.0,0.0
925,1456556,democrat,democrat,we earned about the same amount,1,0.0,
926,1458801,independent,democrat,partner earned more,0,1.0,0.0
927,1459321,democrat,democrat,partner earned more,1,1.0,0.0
928,1461341,independent,republican,i earned more,0,1.0,1.0
929,1463856,republican,republican,we earned about the same amount,1,0.0,
930,1464431,democrat,democrat,i earned more,1,1.0,1.0
931,1465371,"another party, please specify",democrat,i earned more,0,1.0,1.0
932,1466245,republican,republican,partner earned more,1,1.0,0.0
933,1467541,democrat,democrat,refused,1,,
934,1468606,democrat,democrat,partner earned more,1,1.0,0.0
935,1469225,democrat,democrat,i earned more,1,1.0,1.0
936,1472491,democrat,republican,i earned more,0,1.0,1.0
937,1473421,republican,republican,i earned more,1,1.0,1.0
938,1474566,democrat,democrat,i earned more,1,1.0,1.0
939,1475711,republican,republican,partner earned more,1,1.0,0.0
940,1476271,republican,republican,partner earned more,1,1.0,0.0
941,1477205,republican,republican,i earned more,1,1.0,1.0
942,1478566,democrat,democrat,we earned about the same amount,1,0.0,
943,1479275,democrat,democrat,i earned more,1,1.0,1.0
944,1480621,democrat,democrat,we earned about the same amount,1,0.0,
945,1482336,democrat,democrat,i earned more,1,1.0,1.0
946,1484521,democrat,democrat,partner earned more,1,1.0,0.0
947,1485791,democrat,democrat,i earned more,1,1.0,1.0
948,1488486,republican,republican,partner earned more,1,1.0,0.0
949,1490563,republican,democrat,i earned more,0,1.0,1.0
950,1491391,democrat,democrat,i earned more,1,1.0,1.0
951,1492642,republican,republican,partner earned more,1,1.0,0.0
952,1493501,democrat,republican,i earned more,0,1.0,1.0
953,1494381,democrat,democrat,i earned more,1,1.0,1.0
954,1495643,democrat,democrat,we earned about the same amount,1,0.0,
955,1496621,democrat,republican,partner earned more,0,1.0,0.0
956,1497641,no preference,republican,i earned more,0,1.0,1.0
957,1498471,republican,republican,partner earned more,1,1.0,0.0
958,1500551,independent,republican,partner earned more,0,1.0,0.0
959,1505246,no preference,republican,i earned more,0,1.0,1.0
960,1506761,republican,republican,i earned more,1,1.0,1.0
961,1507475,"another party, please specify",democrat,i earned more,0,1.0,1.0
962,1509726,democrat,democrat,we earned about the same amount,1,0.0,
963,1511571,republican,democrat,partner earned more,0,1.0,0.0
964,1512761,republican,republican,partner earned more,1,1.0,0.0
965,1513511,republican,republican,i earned more,1,1.0,1.0
966,1514561,democrat,democrat,i earned more,1,1.0,1.0
967,1515601,democrat,democrat,i earned more,1,1.0,1.0
968,1516441,republican,other,partner earned more,0,1.0,0.0
969,1517771,independent,democrat,i earned more,0,1.0,1.0
970,1518501,democrat,democrat,we earned about the same amount,1,0.0,
971,1519266,independent,democrat,i earned more,0,1.0,1.0
972,1520271,no preference,republican,partner earned more,0,1.0,0.0
973,1521461,independent,republican,i earned more,0,1.0,1.0
974,1522341,republican,republican,i earned more,1,1.0,1.0
975,1523526,democrat,republican,i earned more,0,1.0,1.0
976,1524351,republican,republican,i earned more,1,1.0,1.0
977,1525665,independent,democrat,i earned more,0,1.0,1.0
978,1527295,democrat,democrat,i earned more,1,1.0,1.0
979,1529205,no preference,republican,we earned about the same amount,0,0.0,
980,1530311,no preference,republican,i earned more,0,1.0,1.0
981,1531821,democrat,republican,i earned more,0,1.0,1.0
982,1532631,independent,democrat,i earned more,0,1.0,1.0
983,1534361,no preference,democrat,i earned more,0,1.0,1.0
984,1536831,democrat,democrat,we earned about the same amount,1,0.0,
985,1537541,democrat,democrat,partner earned more,1,1.0,0.0
986,1538731,republican,republican,i earned more,1,1.0,1.0
987,1540693,republican,democrat,partner earned more,0,1.0,0.0
988,1541384,democrat,democrat,partner earned more,1,1.0,0.0
989,1544581,republican,republican,i earned more,1,1.0,1.0
990,1546505,democrat,democrat,we earned about the same amount,1,0.0,
991,1547271,republican,republican,partner earned more,1,1.0,0.0
992,1549701,no preference,other,i earned more,0,1.0,1.0
993,1550851,independent,republican,we earned about the same amount,0,0.0,
994,1551231,independent,democrat,i earned more,0,1.0,1.0
995,1552386,no preference,democrat,we earned about the same amount,0,0.0,
996,1553205,independent,democrat,i earned more,0,1.0,1.0
997,1554466,democrat,democrat,partner earned more,1,1.0,0.0
998,1555195,democrat,republican,i earned more,0,1.0,1.0
999,1558251,republican,republican,partner earned more,1,1.0,0.0
1000,1559571,democrat,democrat,i earned more,1,1.0,1.0
1001,1560702,independent,republican,i earned more,0,1.0,1.0
1002,1563713,no preference,democrat,partner earned more,0,1.0,0.0
1003,1564453,no preference,democrat,i earned more,0,1.0,1.0
1004,1565636,republican,republican,i earned more,1,1.0,1.0
1005,1567444,"another party, please specify",democrat,we earned about the same amount,0,0.0,
1006,1568251,no preference,democrat,we earned about the same amount,0,0.0,
1007,1569351,democrat,republican,i earned more,0,1.0,1.0
1008,1570286,republican,republican,i earned more,1,1.0,1.0
1009,1571463,no preference,republican,i earned more,0,1.0,1.0
1010,1573641,republican,republican,partner earned more,1,1.0,0.0
1011,1574481,no preference,republican,i earned more,0,1.0,1.0
1012,1575691,republican,republican,partner earned more,1,1.0,0.0
1013,1577546,democrat,democrat,i earned more,1,1.0,1.0
1014,1579693,independent,republican,i earned more,0,1.0,1.0
1015,1580691,independent,democrat,we earned about the same amount,0,0.0,
1016,1582653,democrat,democrat,partner earned more,1,1.0,0.0
1017,1584491,republican,democrat,i earned more,0,1.0,1.0
1018,1585543,democrat,democrat,we earned about the same amount,1,0.0,
1019,1586641,independent,republican,i earned more,0,1.0,1.0
1020,1587316,democrat,democrat,partner earned more,1,1.0,0.0
1021,1588416,republican,republican,i earned more,1,1.0,1.0
1022,1589361,democrat,democrat,i earned more,1,1.0,1.0
1023,1590491,democrat,republican,partner earned more,0,1.0,0.0
1024,1591601,no preference,republican,we earned about the same amount,0,0.0,
1025,1592631,republican,democrat,partner earned more,0,1.0,0.0
1026,1593301,independent,republican,i earned more,0,1.0,1.0
1027,1594842,democrat,democrat,refused,1,,
1028,1595371,republican,republican,partner earned more,1,1.0,0.0
1029,1597546,no preference,democrat,partner earned more,0,1.0,0.0
1030,1599291,independent,republican,i earned more,0,1.0,1.0
1031,1600711,democrat,democrat,i earned more,1,1.0,1.0
1032,1601511,democrat,democrat,i earned more,1,1.0,1.0
1033,1602401,democrat,republican,partner earned more,0,1.0,0.0
1034,1603265,independent,democrat,partner earned more,0,1.0,0.0
1035,1605481,republican,republican,i earned more,1,1.0,1.0
1036,1606456,democrat,democrat,i earned more,1,1.0,1.0
1037,1608266,no preference,democrat,partner earned more,0,1.0,0.0
1038,1610771,democrat,democrat,i earned more,1,1.0,1.0
1039,1611503,independent,democrat,i earned more,0,1.0,1.0
1040,1612235,independent,republican,i earned more,0,1.0,1.0
1041,1613271,independent,republican,i earned more,0,1.0,1.0
1042,1615431,democrat,democrat,partner earned more,1,1.0,0.0
1043,1617575,democrat,democrat,partner earned more,1,1.0,0.0
1044,1619401,no preference,republican,i earned more,0,1.0,1.0
1045,1620371,republican,democrat,i earned more,0,1.0,1.0
1046,1621812,republican,democrat,refused,0,,
1047,1622621,republican,republican,i earned more,1,1.0,1.0
1048,1623351,republican,republican,we earned about the same amount,1,0.0,
1049,1624601,independent,democrat,partner earned more,0,1.0,0.0
1050,1625871,no preference,democrat,i earned more,0,1.0,1.0
1051,1626891,democrat,democrat,partner earned more,1,1.0,0.0
1052,1627291,republican,republican,partner earned more,1,1.0,0.0
1053,1628461,independent,democrat,partner earned more,0,1.0,0.0
1054,1629821,republican,republican,partner earned more,1,1.0,0.0
1055,1630551,democrat,democrat,partner earned more,1,1.0,0.0
1056,1631443,republican,republican,i earned more,1,1.0,1.0
1057,1632802,republican,republican,i earned more,1,1.0,1.0
1058,1634672,republican,republican,partner earned more,1,1.0,0.0
1059,1635436,democrat,democrat,i earned more,1,1.0,1.0
1060,1637395,democrat,democrat,partner earned more,1,1.0,0.0
1061,1638721,democrat,democrat,i earned more,1,1.0,1.0
1062,1639691,democrat,democrat,partner earned more,1,1.0,0.0
1063,1641281,"another party, please specify",republican,partner earned more,0,1.0,0.0
1064,1642351,republican,republican,partner earned more,1,1.0,0.0
1065,1643761,democrat,republican,partner earned more,0,1.0,0.0
1066,1644245,democrat,democrat,i earned more,1,1.0,1.0
1067,1645323,democrat,republican,i earned more,0,1.0,1.0
1068,1647511,republican,republican,i earned more,1,1.0,1.0
1069,1648276,no preference,democrat,i earned more,0,1.0,1.0
1070,1650205,no preference,democrat,i earned more,0,1.0,1.0
1071,1652451,independent,democrat,partner earned more,0,1.0,0.0
1072,1653653,republican,republican,i earned more,1,1.0,1.0
1073,1654671,democrat,democrat,i earned more,1,1.0,1.0
1074,1655555,independent,republican,i earned more,0,1.0,1.0
1075,1657335,democrat,democrat,i earned more,1,1.0,1.0
1076,1661682,democrat,democrat,partner earned more,1,1.0,0.0
1077,1664275,democrat,democrat,i earned more,1,1.0,1.0
1078,1665713,republican,republican,partner earned more,1,1.0,0.0
1079,1667291,democrat,democrat,we earned about the same amount,1,0.0,
1080,1668241,no preference,republican,partner earned more,0,1.0,0.0
1081,1669566,democrat,democrat,i earned more,1,1.0,1.0
1082,1671291,no preference,other,i earned more,0,1.0,1.0
1083,1672325,democrat,democrat,partner earned more,1,1.0,0.0
1084,1673321,democrat,republican,i earned more,0,1.0,1.0
1085,1674621,no preference,republican,partner earned more,0,1.0,0.0
1086,1675641,republican,republican,partner earned more,1,1.0,0.0
1087,1676566,democrat,democrat,partner earned more,1,1.0,0.0
1088,1677766,democrat,democrat,i earned more,1,1.0,1.0
1089,1678601,republican,republican,partner earned more,1,1.0,0.0
1090,1681661,democrat,democrat,partner earned more,1,1.0,0.0
1091,1683821,independent,republican,i earned more,0,1.0,1.0
1092,1685385,democrat,democrat,partner earned more,1,1.0,0.0
1093,1686502,no preference,democrat,partner earned more,0,1.0,0.0
1094,1687301,no preference,republican,partner earned more,0,1.0,0.0
1095,1688541,"another party, please specify",democrat,partner earned more,0,1.0,0.0
1096,1689375,no preference,democrat,i earned more,0,1.0,1.0
1097,1691641,democrat,democrat,i earned more,1,1.0,1.0
1098,1692566,democrat,democrat,i earned more,1,1.0,1.0
1099,1693481,democrat,democrat,partner earned more,1,1.0,0.0
1100,1697445,republican,republican,refused,1,,
1101,1698641,no preference,democrat,i earned more,0,1.0,1.0
1102,1699641,independent,other,i earned more,0,1.0,1.0
1103,1700416,democrat,democrat,i earned more,1,1.0,1.0
1104,1703712,republican,republican,partner earned more,1,1.0,0.0
1105,1704403,no preference,democrat,partner earned more,0,1.0,0.0
1106,1705261,democrat,democrat,partner earned more,1,1.0,0.0
1107,1706351,republican,republican,i earned more,1,1.0,1.0
1108,1707621,republican,republican,i earned more,1,1.0,1.0
1109,1708231,democrat,democrat,partner earned more,1,1.0,0.0
1110,1709246,independent,republican,partner earned more,0,1.0,0.0
1111,1711502,independent,democrat,partner earned more,0,1.0,0.0
1112,1714741,independent,republican,partner earned more,0,1.0,0.0
1113,1715481,republican,republican,partner earned more,1,1.0,0.0
1114,1718291,republican,republican,partner earned more,1,1.0,0.0
1115,1719406,democrat,democrat,i earned more,1,1.0,1.0
1116,1720621,republican,republican,we earned about the same amount,1,0.0,
1117,1721381,republican,republican,partner earned more,1,1.0,0.0
1118,1726685,democrat,democrat,refused,1,,
1119,1728311,democrat,democrat,we earned about the same amount,1,0.0,
1120,1730361,democrat,democrat,we earned about the same amount,1,0.0,
1121,1735441,republican,republican,i earned more,1,1.0,1.0
1122,1736721,independent,democrat,partner earned more,0,1.0,0.0
1123,1738463,republican,other,partner earned more,0,1.0,0.0
1124,1739511,democrat,democrat,i earned more,1,1.0,1.0
1125,1740291,republican,republican,i earned more,1,1.0,1.0
1126,1742351,no preference,democrat,partner earned more,0,1.0,0.0
1127,1743521,democrat,democrat,i earned more,1,1.0,1.0
1128,1745446,democrat,democrat,i earned more,1,1.0,1.0
1129,1747381,republican,republican,partner earned more,1,1.0,0.0
1130,1748271,republican,republican,partner earned more,1,1.0,0.0
1131,1749592,democrat,republican,i earned more,0,1.0,1.0
1132,1750331,democrat,democrat,i earned more,1,1.0,1.0
1133,1751291,no preference,republican,partner earned more,0,1.0,0.0
1134,1752521,no preference,democrat,i earned more,0,1.0,1.0
1135,1753471,democrat,republican,i earned more,0,1.0,1.0
1136,1755306,democrat,democrat,partner earned more,1,1.0,0.0
1137,1756633,democrat,democrat,partner earned more,1,1.0,0.0
1138,1757781,republican,republican,partner earned more,1,1.0,0.0
1139,1759791,independent,democrat,i earned more,0,1.0,1.0
1140,1760353,democrat,other,i earned more,0,1.0,1.0
1141,1762615,no preference,republican,partner earned more,0,1.0,0.0
1142,1763881,republican,republican,i earned more,1,1.0,1.0
1143,1764471,democrat,democrat,i earned more,1,1.0,1.0
1144,1765521,republican,republican,we earned about the same amount,1,0.0,
1145,1767591,republican,republican,partner earned more,1,1.0,0.0
1146,1768436,democrat,democrat,partner earned more,1,1.0,0.0
1147,1771195,independent,democrat,partner earned more,0,1.0,0.0
1148,1772413,no preference,democrat,we earned about the same amount,0,0.0,
1149,1774541,republican,republican,partner earned more,1,1.0,0.0
1150,1777513,independent,republican,we earned about the same amount,0,0.0,
1151,1778236,independent,democrat,i earned more,0,1.0,1.0
1152,1779551,no preference,republican,partner earned more,0,1.0,0.0
1153,1781261,no preference,republican,i earned more,0,1.0,1.0
1154,1784331,democrat,democrat,i earned more,1,1.0,1.0
1155,1785761,"another party, please specify",republican,partner earned more,0,1.0,0.0
1156,1786301,republican,republican,i earned more,1,1.0,1.0
1157,1787296,democrat,democrat,we earned about the same amount,1,0.0,
1158,1788316,democrat,democrat,partner earned more,1,1.0,0.0
1159,1790623,independent,democrat,partner earned more,0,1.0,0.0
1160,1792311,no preference,democrat,partner earned more,0,1.0,0.0
1161,1793381,republican,democrat,partner earned more,0,1.0,0.0
1162,1794351,no preference,other,we earned about the same amount,0,0.0,
1163,1795381,republican,democrat,i earned more,0,1.0,1.0
1164,1796621,independent,republican,partner earned more,0,1.0,0.0
1165,1797541,democrat,democrat,partner earned more,1,1.0,0.0
1166,1798281,democrat,democrat,partner earned more,1,1.0,0.0
1167,1799441,republican,republican,i earned more,1,1.0,1.0
1168,1800341,republican,republican,i earned more,1,1.0,1.0
1169,1802445,democrat,democrat,i earned more,1,1.0,1.0
1170,1803416,democrat,democrat,i earned more,1,1.0,1.0
1171,1804235,democrat,democrat,partner earned more,1,1.0,0.0
1172,1805341,independent,democrat,partner earned more,0,1.0,0.0
1173,1807331,democrat,democrat,partner earned more,1,1.0,0.0
1174,1808475,no preference,democrat,i earned more,0,1.0,1.0
1175,1809246,democrat,democrat,i earned more,1,1.0,1.0
1176,1810601,republican,democrat,i earned more,0,1.0,1.0
1177,1812681,democrat,democrat,partner earned more,1,1.0,0.0
1178,1813483,independent,republican,i earned more,0,1.0,1.0
1179,1814401,democrat,democrat,partner earned more,1,1.0,0.0
1180,1815601,republican,republican,partner earned more,1,1.0,0.0
1181,1817446,no preference,other,partner earned more,0,1.0,0.0
1182,1818371,republican,republican,i earned more,1,1.0,1.0
1183,1819566,democrat,democrat,partner earned more,1,1.0,0.0
1184,1820763,independent,democrat,partner earned more,0,1.0,0.0
1185,1821371,republican,republican,i earned more,1,1.0,1.0
1186,1823706,democrat,democrat,i earned more,1,1.0,1.0
1187,1825361,republican,democrat,i earned more,0,1.0,1.0
1188,1828271,republican,republican,partner earned more,1,1.0,0.0
1189,1830561,democrat,republican,we earned about the same amount,0,0.0,
1190,1831446,democrat,democrat,partner earned more,1,1.0,0.0
1191,1833581,independent,republican,we earned about the same amount,0,0.0,
1192,1834215,democrat,democrat,partner earned more,1,1.0,0.0
1193,1835645,republican,republican,partner earned more,1,1.0,0.0
1194,1836683,democrat,democrat,partner earned more,1,1.0,0.0
1195,1837415,no preference,republican,i earned more,0,1.0,1.0
1196,1839335,independent,democrat,partner earned more,0,1.0,0.0
1197,1840205,no preference,republican,we earned about the same amount,0,0.0,
1198,1841311,democrat,democrat,i earned more,1,1.0,1.0
1199,1842506,democrat,democrat,partner earned more,1,1.0,0.0
1200,1843471,democrat,democrat,i earned more,1,1.0,1.0
1201,1845451,republican,republican,partner earned more,1,1.0,0.0
1202,1846441,democrat,democrat,i earned more,1,1.0,1.0
1203,1848513,republican,democrat,i earned more,0,1.0,1.0
1204,1850456,democrat,democrat,partner earned more,1,1.0,0.0
1205,1852461,independent,republican,we earned about the same amount,0,0.0,
1206,1853843,democrat,democrat,partner earned more,1,1.0,0.0
1207,1854541,republican,republican,i earned more,1,1.0,1.0
1208,1855236,democrat,democrat,i earned more,1,1.0,1.0
1209,1857346,democrat,democrat,i earned more,1,1.0,1.0
1210,1859701,democrat,democrat,partner earned more,1,1.0,0.0
1211,1860271,no preference,democrat,i earned more,0,1.0,1.0
1212,1861603,no preference,republican,we earned about the same amount,0,0.0,
1213,1862281,democrat,republican,partner earned more,0,1.0,0.0
1214,1863321,republican,republican,we earned about the same amount,1,0.0,
1215,1864311,republican,republican,i earned more,1,1.0,1.0
1216,1865296,democrat,democrat,i earned more,1,1.0,1.0
1217,1866571,democrat,democrat,i earned more,1,1.0,1.0
1218,1867521,democrat,democrat,partner earned more,1,1.0,0.0
1219,1868455,democrat,democrat,partner earned more,1,1.0,0.0
1220,1869273,democrat,democrat,i earned more,1,1.0,1.0
1221,1870406,republican,republican,i earned more,1,1.0,1.0
1222,1871556,no preference,democrat,partner earned more,0,1.0,0.0
1223,1875531,republican,republican,partner earned more,1,1.0,0.0
1224,1879215,republican,republican,i earned more,1,1.0,1.0
1225,1882315,democrat,democrat,i earned more,1,1.0,1.0
1226,1883321,democrat,democrat,partner earned more,1,1.0,0.0
1227,1885371,democrat,democrat,i earned more,1,1.0,1.0
1228,1886461,independent,republican,i earned more,0,1.0,1.0
