,caseid_new,partner_political,resondent_political,income_gap_raw,same_political,income_gap,respondent_earn_more
1517,2343271,democrat,democrat,partner earned more,1,1.0,0.0
1518,2344281,democrat,democrat,i earned more,1,1.0,1.0
1519,2347261,democrat,republican,i earned more,0,1.0,1.0
1520,2349521,no preference,democrat,partner earned more,0,1.0,0.0
1521,2350195,no preference,republican,partner earned more,0,1.0,0.0
1522,2352296,democrat,democrat,i earned more,1,1.0,1.0
1523,2353373,democrat,democrat,i earned more,1,1.0,1.0
1524,2354381,no preference,republican,i earned more,0,1.0,1.0
1525,2355521,no preference,republican,partner earned more,0,1.0,0.0
1526,2356606,democrat,democrat,partner earned more,1,1.0,0.0
1527,2358331,republican,democrat,i earned more,0,1.0,1.0
1528,2361411,independent,democrat,we earned about the same amount,0,0.0,
1529,2363391,republican,republican,i earned more,1,1.0,1.0
1530,2364441,no preference,republican,we earned about the same amount,0,0.0,
1531,2365386,democrat,democrat,i earned more,1,1.0,1.0
1532,2366361,republican,republican,i earned more,1,1.0,1.0
1533,2367561,republican,republican,partner earned more,1,1.0,0.0
1534,2368446,democrat,democrat,i earned more,1,1.0,1.0
1535,2370396,democrat,democrat,i earned more,1,1.0,1.0
1536,2371312,democrat,democrat,partner earned more,1,1.0,0.0
1537,2372802,democrat,democrat,partner earned more,1,1.0,0.0
1538,2373376,democrat,democrat,i earned more,1,1.0,1.0
1539,2374284,no preference,democrat,partner earned more,0,1.0,0.0
1540,2376421,independent,republican,we earned about the same amount,0,0.0,
1541,2377541,independent,republican,partner earned more,0,1.0,0.0
1542,2379611,democrat,democrat,partner earned more,1,1.0,0.0
1543,2380466,no preference,democrat,partner earned more,0,1.0,0.0
1544,2381381,republican,republican,i earned more,1,1.0,1.0
1545,2382301,republican,republican,partner earned more,1,1.0,0.0
1546,2388281,republican,republican,partner earned more,1,1.0,0.0
1547,2389501,independent,republican,i earned more,0,1.0,1.0
1548,2390491,republican,republican,partner earned more,1,1.0,0.0
1549,2393341,democrat,democrat,partner earned more,1,1.0,0.0
1550,2394813,democrat,democrat,partner earned more,1,1.0,0.0
1551,2395381,no preference,republican,i earned more,0,1.0,1.0
1552,2397281,democrat,democrat,partner earned more,1,1.0,0.0
1553,2398492,democrat,democrat,i earned more,1,1.0,1.0
1554,2401544,democrat,democrat,partner earned more,1,1.0,0.0
1555,2402351,democrat,democrat,i earned more,1,1.0,1.0
1556,2403491,independent,democrat,partner earned more,0,1.0,0.0
1557,2405331,republican,republican,partner earned more,1,1.0,0.0
1558,2406541,republican,democrat,partner earned more,0,1.0,0.0
1559,2408506,democrat,democrat,we earned about the same amount,1,0.0,
1560,2409671,independent,democrat,i earned more,0,1.0,1.0
1561,2412491,democrat,democrat,we earned about the same amount,1,0.0,
1562,2413411,democrat,democrat,i earned more,1,1.0,1.0
1563,2414511,democrat,democrat,i earned more,1,1.0,1.0
1564,2416571,democrat,democrat,i earned more,1,1.0,1.0
1565,2422533,democrat,democrat,i earned more,1,1.0,1.0
1566,2423613,democrat,democrat,i earned more,1,1.0,1.0
1567,2425596,democrat,democrat,partner earned more,1,1.0,0.0
1568,2427431,independent,democrat,i earned more,0,1.0,1.0
1569,2428344,independent,democrat,i earned more,0,1.0,1.0
1570,2429371,no preference,republican,partner earned more,0,1.0,0.0
1571,2430446,democrat,republican,partner earned more,0,1.0,0.0
1572,2431491,democrat,democrat,partner earned more,1,1.0,0.0
1573,2433651,democrat,republican,partner earned more,0,1.0,0.0
1574,2434421,democrat,democrat,i earned more,1,1.0,1.0
1575,2435561,independent,republican,i earned more,0,1.0,1.0
1576,2437651,independent,republican,i earned more,0,1.0,1.0
1577,2438411,democrat,democrat,i earned more,1,1.0,1.0
1578,2439205,no preference,democrat,we earned about the same amount,0,0.0,
1579,2440651,independent,democrat,i earned more,0,1.0,1.0
1580,2442581,republican,republican,we earned about the same amount,1,0.0,
1581,2449225,republican,democrat,partner earned more,0,1.0,0.0
1582,2451281,republican,republican,partner earned more,1,1.0,0.0
1583,2453455,democrat,democrat,partner earned more,1,1.0,0.0
1584,2457561,democrat,democrat,i earned more,1,1.0,1.0
1585,2460536,democrat,democrat,i earned more,1,1.0,1.0
1586,2461521,democrat,republican,we earned about the same amount,0,0.0,
1587,2462533,no preference,republican,i earned more,0,1.0,1.0
1588,2463495,democrat,democrat,i earned more,1,1.0,1.0
1589,2464481,no preference,democrat,partner earned more,0,1.0,0.0
1590,2465606,democrat,democrat,i earned more,1,1.0,1.0
1591,2466445,democrat,democrat,partner earned more,1,1.0,0.0
1592,2468481,democrat,democrat,i earned more,1,1.0,1.0
1593,2470335,republican,democrat,i earned more,0,1.0,1.0
1594,2471586,democrat,democrat,i earned more,1,1.0,1.0
1595,2472495,independent,republican,partner earned more,0,1.0,0.0
1596,2473591,democrat,democrat,i earned more,1,1.0,1.0
1597,2478401,republican,republican,i earned more,1,1.0,1.0
1598,2479313,republican,republican,partner earned more,1,1.0,0.0
1599,2480586,democrat,democrat,we earned about the same amount,1,0.0,
1600,2482586,democrat,democrat,i earned more,1,1.0,1.0
1601,2483563,democrat,democrat,i earned more,1,1.0,1.0
1602,2485465,no preference,republican,partner earned more,0,1.0,0.0
1603,2486245,republican,republican,partner earned more,1,1.0,0.0
1604,2487583,independent,democrat,partner earned more,0,1.0,0.0
1605,2488453,refused,other,partner earned more,0,1.0,0.0
1606,2489561,republican,republican,i earned more,1,1.0,1.0
1607,2490501,democrat,democrat,we earned about the same amount,1,0.0,
1608,2491261,republican,republican,partner earned more,1,1.0,0.0
1609,2492401,independent,democrat,i earned more,0,1.0,1.0
1610,2494291,republican,republican,i earned more,1,1.0,1.0
1611,2496271,republican,republican,i earned more,1,1.0,1.0
1612,2497286,democrat,democrat,i earned more,1,1.0,1.0
1613,2499671,republican,republican,partner earned more,1,1.0,0.0
1614,2500281,republican,democrat,i earned more,0,1.0,1.0
1615,2501285,republican,republican,partner earned more,1,1.0,0.0
1616,2502671,democrat,democrat,i earned more,1,1.0,1.0
1617,2503411,republican,republican,partner earned more,1,1.0,0.0
1618,2504476,democrat,democrat,i earned more,1,1.0,1.0
1619,2505436,democrat,democrat,partner earned more,1,1.0,0.0
1620,2506506,republican,republican,we earned about the same amount,1,0.0,
1621,2507563,"another party, please specify",democrat,partner earned more,0,1.0,0.0
1622,2508414,democrat,democrat,we earned about the same amount,1,0.0,
1623,2510361,independent,republican,i earned more,0,1.0,1.0
1624,2512476,independent,republican,i earned more,0,1.0,1.0
1625,2514683,no preference,republican,i earned more,0,1.0,1.0
1626,2515245,refused,other,i earned more,0,1.0,1.0
1627,2516782,democrat,republican,i earned more,0,1.0,1.0
1628,2517611,independent,democrat,i earned more,0,1.0,1.0
1629,2518321,no preference,democrat,i earned more,0,1.0,1.0
1630,2519493,democrat,republican,partner earned more,0,1.0,0.0
1631,2520291,no preference,democrat,partner earned more,0,1.0,0.0
1632,2524351,independent,republican,i earned more,0,1.0,1.0
1633,2526551,democrat,democrat,partner earned more,1,1.0,0.0
1634,2527611,democrat,democrat,we earned about the same amount,1,0.0,
1635,2528285,democrat,democrat,partner earned more,1,1.0,0.0
1636,2529781,independent,democrat,partner earned more,0,1.0,0.0
1637,2530373,democrat,republican,partner earned more,0,1.0,0.0
1638,2532553,republican,democrat,i earned more,0,1.0,1.0
1639,2533411,republican,republican,i earned more,1,1.0,1.0
1640,2534481,independent,democrat,i earned more,0,1.0,1.0
1641,2536634,democrat,democrat,we earned about the same amount,1,0.0,
1642,2538381,democrat,democrat,partner earned more,1,1.0,0.0
1643,2539331,democrat,democrat,we earned about the same amount,1,0.0,
1644,2541912,democrat,democrat,we earned about the same amount,1,0.0,
1645,2542495,democrat,democrat,i earned more,1,1.0,1.0
1646,2543495,independent,democrat,partner earned more,0,1.0,0.0
1647,2544491,republican,republican,i earned more,1,1.0,1.0
1648,2547395,no preference,democrat,we earned about the same amount,0,0.0,
1649,2548661,no preference,republican,i earned more,0,1.0,1.0
1650,2549605,democrat,democrat,partner earned more,1,1.0,0.0
1651,2550291,independent,democrat,partner earned more,0,1.0,0.0
1652,2554441,republican,republican,partner earned more,1,1.0,0.0
1653,2555255,democrat,democrat,partner earned more,1,1.0,0.0
1654,2557351,republican,republican,i earned more,1,1.0,1.0
1655,2558261,democrat,democrat,i earned more,1,1.0,1.0
1656,2559361,independent,democrat,we earned about the same amount,0,0.0,
1657,2561493,democrat,democrat,we earned about the same amount,1,0.0,
1658,2562645,no preference,republican,i earned more,0,1.0,1.0
1659,2564501,independent,democrat,i earned more,0,1.0,1.0
1660,2565561,independent,democrat,i earned more,0,1.0,1.0
1661,2566692,independent,republican,i earned more,0,1.0,1.0
1662,2567461,no preference,republican,partner earned more,0,1.0,0.0
1663,2568441,democrat,republican,i earned more,0,1.0,1.0
1664,2569551,democrat,democrat,partner earned more,1,1.0,0.0
1665,2570381,democrat,democrat,i earned more,1,1.0,1.0
1666,2577576,democrat,democrat,partner earned more,1,1.0,0.0
1667,2581443,democrat,democrat,we earned about the same amount,1,0.0,
1668,2582441,democrat,democrat,partner earned more,1,1.0,0.0
1669,2583291,democrat,democrat,i earned more,1,1.0,1.0
1670,2585571,republican,republican,i earned more,1,1.0,1.0
1671,2588496,democrat,democrat,partner earned more,1,1.0,0.0
1672,2589535,democrat,democrat,i earned more,1,1.0,1.0
1673,2591556,independent,democrat,i earned more,0,1.0,1.0
1674,2594431,no preference,republican,partner earned more,0,1.0,0.0
1675,2595533,democrat,democrat,we earned about the same amount,1,0.0,
1676,2596391,democrat,democrat,partner earned more,1,1.0,0.0
1677,2597631,republican,republican,i earned more,1,1.0,1.0
1678,2598385,democrat,democrat,we earned about the same amount,1,0.0,
1679,2600415,democrat,democrat,i earned more,1,1.0,1.0
1680,2602436,democrat,democrat,i earned more,1,1.0,1.0
1681,2603411,republican,republican,i earned more,1,1.0,1.0
1682,2605456,democrat,democrat,i earned more,1,1.0,1.0
1683,2606331,independent,republican,partner earned more,0,1.0,0.0
1684,2607495,independent,republican,we earned about the same amount,0,0.0,
1685,2608691,democrat,democrat,i earned more,1,1.0,1.0
1686,2609225,republican,republican,partner earned more,1,1.0,0.0
1687,2611571,republican,republican,partner earned more,1,1.0,0.0
1688,2613456,independent,democrat,partner earned more,0,1.0,0.0
1689,2614361,no preference,democrat,i earned more,0,1.0,1.0
1690,2615546,independent,democrat,partner earned more,0,1.0,0.0
1691,2616381,democrat,democrat,we earned about the same amount,1,0.0,
1692,2617245,democrat,democrat,i earned more,1,1.0,1.0
1693,2618441,democrat,republican,partner earned more,0,1.0,0.0
1694,2619511,democrat,democrat,partner earned more,1,1.0,0.0
1695,2620791,republican,republican,i earned more,1,1.0,1.0
1696,2621593,republican,republican,i earned more,1,1.0,1.0
1697,2622321,republican,republican,i earned more,1,1.0,1.0
1698,2624575,no preference,democrat,i earned more,0,1.0,1.0
1699,2625586,democrat,democrat,i earned more,1,1.0,1.0
1700,2629351,democrat,democrat,partner earned more,1,1.0,0.0
1701,2630582,democrat,democrat,partner earned more,1,1.0,0.0
1702,2631603,republican,democrat,partner earned more,0,1.0,0.0
1703,2632351,no preference,democrat,partner earned more,0,1.0,0.0
1704,2633215,republican,republican,i earned more,1,1.0,1.0
1705,2634401,republican,republican,i earned more,1,1.0,1.0
1706,2635305,no preference,republican,partner earned more,0,1.0,0.0
1707,2637661,independent,republican,partner earned more,0,1.0,0.0
1708,2638581,democrat,democrat,i earned more,1,1.0,1.0
1709,2640441,no preference,republican,partner earned more,0,1.0,0.0
1710,2641401,republican,republican,partner earned more,1,1.0,0.0
1711,2642411,republican,republican,i earned more,1,1.0,1.0
1712,2643741,republican,republican,i earned more,1,1.0,1.0
1713,2645415,democrat,democrat,i earned more,1,1.0,1.0
1714,2648596,democrat,democrat,we earned about the same amount,1,0.0,
1715,2649375,republican,republican,partner earned more,1,1.0,0.0
1716,2650431,republican,republican,partner earned more,1,1.0,0.0
1717,2651661,republican,republican,partner earned more,1,1.0,0.0
1718,2652493,democrat,republican,i earned more,0,1.0,1.0
1719,2654745,republican,democrat,i earned more,0,1.0,1.0
1720,2655275,democrat,democrat,partner earned more,1,1.0,0.0
1721,2656616,democrat,democrat,i earned more,1,1.0,1.0
1722,2657451,republican,republican,partner earned more,1,1.0,0.0
1723,2660401,no preference,other,i earned more,0,1.0,1.0
1724,2662482,no preference,other,refused,0,,
1725,2664241,democrat,republican,partner earned more,0,1.0,0.0
1726,2666271,no preference,republican,partner earned more,0,1.0,0.0
1727,2667431,democrat,democrat,i earned more,1,1.0,1.0
1728,2668501,democrat,democrat,partner earned more,1,1.0,0.0
1729,2670301,republican,republican,i earned more,1,1.0,1.0
1730,2672556,no preference,democrat,i earned more,0,1.0,1.0
1731,2673591,refused,democrat,partner earned more,0,1.0,0.0
1732,2677431,no preference,democrat,partner earned more,0,1.0,0.0
1733,2678485,democrat,democrat,i earned more,1,1.0,1.0
1734,2679701,democrat,democrat,i earned more,1,1.0,1.0
1735,2681396,democrat,democrat,we earned about the same amount,1,0.0,
1736,2682456,democrat,democrat,i earned more,1,1.0,1.0
1737,2683531,no preference,democrat,partner earned more,0,1.0,0.0
1738,2684336,no preference,other,partner earned more,0,1.0,0.0
1739,2686633,republican,democrat,partner earned more,0,1.0,0.0
1740,2687386,democrat,democrat,i earned more,1,1.0,1.0
1741,2688461,independent,republican,i earned more,0,1.0,1.0
1742,2690361,independent,republican,i earned more,0,1.0,1.0
1743,2692511,independent,republican,partner earned more,0,1.0,0.0
1744,2695451,republican,republican,i earned more,1,1.0,1.0
1745,2697631,republican,democrat,partner earned more,0,1.0,0.0
1746,2698556,independent,democrat,i earned more,0,1.0,1.0
1747,2700391,democrat,democrat,i earned more,1,1.0,1.0
1748,2702381,republican,republican,i earned more,1,1.0,1.0
1749,2703281,democrat,democrat,i earned more,1,1.0,1.0
1750,2704721,democrat,democrat,partner earned more,1,1.0,0.0
1751,2705406,democrat,democrat,i earned more,1,1.0,1.0
1752,2707494,democrat,democrat,i earned more,1,1.0,1.0
1753,2710455,democrat,democrat,i earned more,1,1.0,1.0
1754,2711361,democrat,democrat,partner earned more,1,1.0,0.0
1755,2712505,republican,republican,partner earned more,1,1.0,0.0
1756,2713461,no preference,republican,i earned more,0,1.0,1.0
1757,2714781,democrat,democrat,partner earned more,1,1.0,0.0
1758,2716696,independent,democrat,partner earned more,0,1.0,0.0
1759,2717481,refused,republican,partner earned more,0,1.0,0.0
1760,2719291,independent,republican,partner earned more,0,1.0,0.0
1761,2722205,no preference,democrat,i earned more,0,1.0,1.0
1762,2723611,republican,democrat,partner earned more,0,1.0,0.0
1763,2724356,democrat,democrat,partner earned more,1,1.0,0.0
1764,2725295,no preference,republican,partner earned more,0,1.0,0.0
1765,2726401,no preference,democrat,partner earned more,0,1.0,0.0
1766,2729365,democrat,democrat,i earned more,1,1.0,1.0
1767,2730501,independent,democrat,partner earned more,0,1.0,0.0
1768,2732375,democrat,democrat,i earned more,1,1.0,1.0
1769,2733643,republican,republican,partner earned more,1,1.0,0.0
1770,2735421,democrat,democrat,i earned more,1,1.0,1.0
1771,2736284,democrat,other,partner earned more,0,1.0,0.0
1772,2737331,democrat,democrat,partner earned more,1,1.0,0.0
1773,2739513,democrat,republican,i earned more,0,1.0,1.0
1774,2740543,no preference,republican,partner earned more,0,1.0,0.0
1775,2741471,no preference,republican,partner earned more,0,1.0,0.0
1776,2744281,independent,republican,i earned more,0,1.0,1.0
1777,2745305,democrat,democrat,partner earned more,1,1.0,0.0
1778,2746506,democrat,democrat,i earned more,1,1.0,1.0
1779,2747491,no preference,republican,we earned about the same amount,0,0.0,
1780,2749481,independent,democrat,we earned about the same amount,0,0.0,
1781,2751461,republican,republican,partner earned more,1,1.0,0.0
1782,2753551,republican,republican,i earned more,1,1.0,1.0
1783,2754692,no preference,other,partner earned more,0,1.0,0.0
1784,2756231,republican,republican,partner earned more,1,1.0,0.0
1785,2757531,republican,republican,partner earned more,1,1.0,0.0
1786,2758456,democrat,democrat,we earned about the same amount,1,0.0,
1787,2759424,republican,republican,partner earned more,1,1.0,0.0
1788,2762355,democrat,democrat,we earned about the same amount,1,0.0,
1789,2763486,democrat,democrat,i earned more,1,1.0,1.0
1790,2764561,independent,democrat,we earned about the same amount,0,0.0,
1791,2765291,republican,republican,partner earned more,1,1.0,0.0
1792,2766495,republican,republican,i earned more,1,1.0,1.0
1793,2768761,democrat,democrat,i earned more,1,1.0,1.0
1794,2769621,republican,republican,partner earned more,1,1.0,0.0
1795,2771331,independent,democrat,partner earned more,0,1.0,0.0
1796,2773391,democrat,democrat,i earned more,1,1.0,1.0
1797,2775495,democrat,democrat,partner earned more,1,1.0,0.0
1798,2776351,democrat,republican,i earned more,0,1.0,1.0
1799,2777215,republican,republican,partner earned more,1,1.0,0.0
1800,2778431,republican,democrat,partner earned more,0,1.0,0.0
1801,2780461,no preference,democrat,partner earned more,0,1.0,0.0
1802,2781773,no preference,democrat,partner earned more,0,1.0,0.0
1803,2783571,republican,republican,i earned more,1,1.0,1.0
1804,2784335,democrat,democrat,partner earned more,1,1.0,0.0
1805,2785271,republican,republican,i earned more,1,1.0,1.0
1806,2786666,independent,democrat,i earned more,0,1.0,1.0
1807,2788351,independent,democrat,partner earned more,0,1.0,0.0
1808,2789491,democrat,republican,i earned more,0,1.0,1.0
1809,2791391,republican,democrat,i earned more,0,1.0,1.0
1810,2792381,republican,republican,i earned more,1,1.0,1.0
1811,2793416,independent,democrat,i earned more,0,1.0,1.0
1812,2794335,no preference,other,i earned more,0,1.0,1.0
1813,2795343,no preference,democrat,i earned more,0,1.0,1.0
1814,2796782,republican,republican,i earned more,1,1.0,1.0
1815,2797496,republican,democrat,we earned about the same amount,0,0.0,
1816,2798711,republican,republican,i earned more,1,1.0,1.0
1817,2799525,no preference,democrat,i earned more,0,1.0,1.0
1818,2800266,democrat,democrat,i earned more,1,1.0,1.0
1819,2802655,democrat,democrat,i earned more,1,1.0,1.0
1820,2803531,democrat,democrat,partner earned more,1,1.0,0.0
1821,2806576,"another party, please specify",republican,i earned more,0,1.0,1.0
1822,2808495,democrat,democrat,partner earned more,1,1.0,0.0
1823,2809516,democrat,democrat,i earned more,1,1.0,1.0
1824,2810195,independent,democrat,partner earned more,0,1.0,0.0
1825,2811741,democrat,democrat,partner earned more,1,1.0,0.0
1826,2812441,republican,republican,partner earned more,1,1.0,0.0
1827,2813321,independent,other,i earned more,0,1.0,1.0
1828,2814495,independent,democrat,partner earned more,0,1.0,0.0
1829,2817571,republican,republican,partner earned more,1,1.0,0.0
1830,2818471,republican,republican,i earned more,1,1.0,1.0
1831,2819881,no preference,republican,partner earned more,0,1.0,0.0
1832,2820571,republican,republican,partner earned more,1,1.0,0.0
1833,2822526,independent,democrat,partner earned more,0,1.0,0.0
1834,2824553,democrat,democrat,i earned more,1,1.0,1.0
1835,2825881,independent,republican,i earned more,0,1.0,1.0
1836,2826321,republican,republican,partner earned more,1,1.0,0.0
1837,2828511,democrat,democrat,i earned more,1,1.0,1.0
1838,2832291,independent,other,i earned more,0,1.0,1.0
1839,2833505,republican,republican,partner earned more,1,1.0,0.0
1840,2834301,no preference,democrat,partner earned more,0,1.0,0.0
1841,2836511,democrat,democrat,we earned about the same amount,1,0.0,
1842,2839411,independent,republican,i earned more,0,1.0,1.0
1843,2840371,republican,republican,partner earned more,1,1.0,0.0
1844,2841235,democrat,democrat,we earned about the same amount,1,0.0,
1845,2842781,republican,democrat,partner earned more,0,1.0,0.0
1846,2843431,republican,republican,i earned more,1,1.0,1.0
1847,2844291,no preference,republican,partner earned more,0,1.0,0.0
1848,2845381,democrat,democrat,partner earned more,1,1.0,0.0
1849,2846315,democrat,democrat,we earned about the same amount,1,0.0,
1850,2847371,independent,democrat,partner earned more,0,1.0,0.0
1851,2848761,republican,republican,partner earned more,1,1.0,0.0
1852,2850731,democrat,democrat,i earned more,1,1.0,1.0
1853,2852225,democrat,democrat,partner earned more,1,1.0,0.0
1854,2853301,democrat,democrat,i earned more,1,1.0,1.0
1855,2854401,republican,republican,i earned more,1,1.0,1.0
1856,2855671,democrat,democrat,partner earned more,1,1.0,0.0
1857,2857341,republican,republican,i earned more,1,1.0,1.0
1858,2859286,"another party, please specify",democrat,i earned more,0,1.0,1.0
1859,2861215,republican,republican,partner earned more,1,1.0,0.0
1860,2863466,no preference,republican,i earned more,0,1.0,1.0
1861,2866471,democrat,democrat,i earned more,1,1.0,1.0
1862,2868606,republican,republican,we earned about the same amount,1,0.0,
1863,2869721,democrat,democrat,i earned more,1,1.0,1.0
1864,2871516,democrat,democrat,partner earned more,1,1.0,0.0
1865,2872503,democrat,democrat,partner earned more,1,1.0,0.0
1866,2874421,republican,republican,i earned more,1,1.0,1.0
1867,2876526,democrat,democrat,partner earned more,1,1.0,0.0
1868,2877411,republican,democrat,i earned more,0,1.0,1.0
1869,2878781,no preference,democrat,we earned about the same amount,0,0.0,
1870,2880391,democrat,democrat,i earned more,1,1.0,1.0
1871,2881561,republican,republican,partner earned more,1,1.0,0.0
1872,2883461,democrat,democrat,partner earned more,1,1.0,0.0
1873,2884681,democrat,democrat,i earned more,1,1.0,1.0
1874,2885256,no preference,republican,we earned about the same amount,0,0.0,
1875,2887261,no preference,other,partner earned more,0,1.0,0.0
1876,2890236,republican,republican,i earned more,1,1.0,1.0
1877,2891361,republican,republican,we earned about the same amount,1,0.0,
1878,2892291,republican,republican,partner earned more,1,1.0,0.0
1879,2893255,independent,democrat,i earned more,0,1.0,1.0
1880,2895566,democrat,democrat,i earned more,1,1.0,1.0
1881,2897401,republican,republican,i earned more,1,1.0,1.0
1882,2898641,republican,republican,partner earned more,1,1.0,0.0
1883,2901465,no preference,democrat,we earned about the same amount,0,0.0,
1884,2902291,republican,republican,partner earned more,1,1.0,0.0
1885,2903453,no preference,republican,partner earned more,0,1.0,0.0
1886,2904546,democrat,democrat,i earned more,1,1.0,1.0
1887,2905436,no preference,republican,partner earned more,0,1.0,0.0
1888,2906325,no preference,republican,i earned more,0,1.0,1.0
1889,2907761,republican,democrat,partner earned more,0,1.0,0.0
1890,2908413,democrat,democrat,we earned about the same amount,1,0.0,
1891,2910801,democrat,democrat,i earned more,1,1.0,1.0
1892,2913266,democrat,democrat,i earned more,1,1.0,1.0
1893,2915356,republican,republican,i earned more,1,1.0,1.0
1894,2917751,democrat,democrat,partner earned more,1,1.0,0.0
1895,2918525,democrat,democrat,partner earned more,1,1.0,0.0
1896,2919505,no preference,democrat,partner earned more,0,1.0,0.0
1897,2920513,democrat,republican,partner earned more,0,1.0,0.0
1898,2923486,democrat,democrat,i earned more,1,1.0,1.0
1899,2924471,republican,republican,i earned more,1,1.0,1.0
1900,2925235,no preference,republican,i earned more,0,1.0,1.0
1901,2926403,no preference,republican,partner earned more,0,1.0,0.0
1902,2928503,democrat,republican,we earned about the same amount,0,0.0,
1903,2929295,democrat,democrat,partner earned more,1,1.0,0.0
1904,2931391,republican,democrat,i earned more,0,1.0,1.0
1905,2932541,democrat,republican,we earned about the same amount,0,0.0,
1906,2934316,independent,democrat,i earned more,0,1.0,1.0
1907,2935476,independent,republican,we earned about the same amount,0,0.0,
1908,2936265,no preference,other,we earned about the same amount,0,0.0,
1909,2937511,republican,republican,partner earned more,1,1.0,0.0
1910,2939601,democrat,democrat,partner earned more,1,1.0,0.0
1911,2940495,democrat,democrat,i earned more,1,1.0,1.0
1912,2941421,republican,republican,partner earned more,1,1.0,0.0
1913,2942506,democrat,democrat,partner earned more,1,1.0,0.0
1914,2943451,refused,other,partner earned more,0,1.0,0.0
1915,2944772,democrat,democrat,i earned more,1,1.0,1.0
1916,2945701,republican,democrat,partner earned more,0,1.0,0.0
1917,2947543,no preference,republican,partner earned more,0,1.0,0.0
1918,2948394,no preference,democrat,i earned more,0,1.0,1.0
1919,2949755,democrat,other,partner earned more,0,1.0,0.0
1920,2950445,democrat,democrat,we earned about the same amount,1,0.0,
1921,2958495,democrat,democrat,i earned more,1,1.0,1.0
1922,2959235,independent,republican,i earned more,0,1.0,1.0
1923,2961446,democrat,democrat,i earned more,1,1.0,1.0
1924,2962421,democrat,republican,i earned more,0,1.0,1.0
1925,2963351,democrat,democrat,i earned more,1,1.0,1.0
1926,2964195,democrat,republican,i earned more,0,1.0,1.0
1927,2965291,republican,republican,partner earned more,1,1.0,0.0
1928,2967381,democrat,democrat,partner earned more,1,1.0,0.0
1929,2968566,democrat,democrat,partner earned more,1,1.0,0.0
1930,2969211,"another party, please specify",other,partner earned more,0,1.0,0.0
1931,2970391,republican,republican,i earned more,1,1.0,1.0
1932,2971315,republican,democrat,partner earned more,0,1.0,0.0
1933,2972195,republican,republican,partner earned more,1,1.0,0.0
1934,2973265,democrat,democrat,i earned more,1,1.0,1.0
1935,2974271,republican,republican,i earned more,1,1.0,1.0
1936,2975453,democrat,democrat,we earned about the same amount,1,0.0,
1937,2976481,republican,republican,partner earned more,1,1.0,0.0
1938,2977341,republican,republican,i earned more,1,1.0,1.0
1939,2978391,republican,republican,i earned more,1,1.0,1.0
1940,2979633,democrat,democrat,partner earned more,1,1.0,0.0
1941,2980466,independent,democrat,we earned about the same amount,0,0.0,
1942,2982581,democrat,republican,i earned more,0,1.0,1.0
1943,2983365,democrat,democrat,i earned more,1,1.0,1.0
1944,2984311,democrat,democrat,i earned more,1,1.0,1.0
1945,2985453,republican,democrat,partner earned more,0,1.0,0.0
1946,2986301,democrat,democrat,partner earned more,1,1.0,0.0
1947,2987583,independent,democrat,i earned more,0,1.0,1.0
1948,2988441,no preference,republican,partner earned more,0,1.0,0.0
1949,2989771,republican,republican,i earned more,1,1.0,1.0
1950,2990611,democrat,democrat,i earned more,1,1.0,1.0
1951,2991315,no preference,republican,partner earned more,0,1.0,0.0
1952,2992381,democrat,democrat,i earned more,1,1.0,1.0
1953,2995451,democrat,democrat,partner earned more,1,1.0,0.0
1954,2997563,no preference,democrat,i earned more,0,1.0,1.0
1955,3000751,democrat,democrat,i earned more,1,1.0,1.0
1956,3004285,republican,democrat,i earned more,0,1.0,1.0
1957,3005451,no preference,democrat,i earned more,0,1.0,1.0
1958,3006481,no preference,republican,i earned more,0,1.0,1.0
1959,3007443,republican,democrat,partner earned more,0,1.0,0.0
1960,3008511,independent,republican,partner earned more,0,1.0,0.0
1961,3009346,republican,republican,i earned more,1,1.0,1.0
1962,3010291,democrat,democrat,partner earned more,1,1.0,0.0
1963,3012503,independent,democrat,i earned more,0,1.0,1.0
1964,3013891,no preference,democrat,i earned more,0,1.0,1.0
1965,3014445,democrat,democrat,partner earned more,1,1.0,0.0
1966,3015621,republican,democrat,partner earned more,0,1.0,0.0
1967,3016311,no preference,democrat,partner earned more,0,1.0,0.0
1968,3021321,republican,republican,partner earned more,1,1.0,0.0
1969,3022245,republican,republican,partner earned more,1,1.0,0.0
1970,3023281,republican,republican,i earned more,1,1.0,1.0
1971,3024391,republican,republican,i earned more,1,1.0,1.0
1972,3025406,democrat,democrat,partner earned more,1,1.0,0.0
1973,3026461,democrat,republican,i earned more,0,1.0,1.0
1974,3027506,independent,democrat,i earned more,0,1.0,1.0
1975,3028411,republican,republican,i earned more,1,1.0,1.0
1976,3029471,no preference,democrat,we earned about the same amount,0,0.0,
1977,3030281,republican,democrat,i earned more,0,1.0,1.0
1978,3031421,democrat,democrat,i earned more,1,1.0,1.0
1979,3035195,independent,republican,we earned about the same amount,0,0.0,
1980,3037375,republican,republican,i earned more,1,1.0,1.0
1981,3038731,democrat,democrat,partner earned more,1,1.0,0.0
1982,3039731,republican,republican,i earned more,1,1.0,1.0
1983,3041271,democrat,democrat,partner earned more,1,1.0,0.0
1984,3042661,republican,republican,partner earned more,1,1.0,0.0
1985,3043445,democrat,democrat,partner earned more,1,1.0,0.0
1986,3044225,no preference,republican,partner earned more,0,1.0,0.0
