,caseid_new,children_in_hh,age_difference,race_gap,religious_gap,edu_gap,met_online,met_at_work,met_at_school,met_at_church,met_travel,met_social,met_party,met_f_and_f,met_as_neighbors,met_public_space,met_offline_dating,met_other,how_met_count,relationship_len,partner_deceased,married_w1_married,married_w1_not married,age_gap_bin_0 to 3,age_gap_bin_11 to 20,age_gap_bin_4 to 5,age_gap_bin_6 to 10,age_gap_bin_>=20,same_sex_couple_different sex couple,same_sex_couple_same-sex couple,edu_gap_bin_0 to 2,edu_gap_bin_3 to 4,edu_gap_bin_5 to 6,edu_gap_bin_>6,parental_approval_approve,parental_approval_dont_approve,relationship_quality_w1_excellent,relationship_quality_w1_fair,relationship_quality_w1_good,relationship_quality_w1_poor,relationship_quality_w1_very poor,age_when_met,family_size,region,metro,region_midwest,region_northeast,region_south,region_west,partner_political,resondent_political,income_gap_raw,same_political,income_gap,respondent_earn_more,relationship_quality_w1,relationship_len_cat
1229,1888561,0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,40.0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,21.0,2.0,2,1,1,0,0,0,republican,republican,partner earned more,1,1.0,0.0,good,top_quartile
1230,1890241,0,5.0,0,1,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,12.0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,17.0,13.0,0,0,0,0,1,0,republican,democrat,partner earned more,0,1.0,0.0,good,second_quartile
1231,1891561,1,5.0,0,1,0.0,0,1,0,0,0,0,0,1,0,1,0,1,4,32.0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,29.0,1.0,0,1,0,0,1,0,republican,republican,i earned more,1,1.0,1.0,good,top_quartile
1232,1892215,1,1.0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.75,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,21.0,3.0,0,1,0,0,1,0,no preference,republican,partner earned more,0,1.0,0.0,good,bottom_quartile
1233,1894396,0,7.0,0,1,2.0,1,1,0,0,0,0,0,0,0,1,0,0,3,7.5,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,37.0,0.0,3,1,0,1,0,0,democrat,democrat,partner earned more,1,1.0,0.0,excellent,bottom_quartile
1234,1897225,0,3.0,0,1,0.0,0,1,0,0,0,1,0,0,0,0,0,0,2,1.5,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,20.0,5.0,2,0,1,0,0,0,republican,democrat,i earned more,0,1.0,1.0,excellent,bottom_quartile
1235,1898671,0,3.0,0,1,4.5,0,0,0,0,0,0,0,1,0,0,0,0,1,54.0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,14.0,20.0,0,1,0,0,1,0,no preference,democrat,i earned more,0,1.0,1.0,excellent,top_quartile
1236,1900391,1,3.0,1,0,0.0,0,0,0,0,1,0,0,1,0,1,0,0,3,14.0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,27.0,4.0,1,1,0,0,0,1,no preference,other,partner earned more,0,1.0,0.0,excellent,second_quartile
1237,1901531,0,3.0,0,1,2.0,0,0,0,0,0,0,0,0,0,1,0,0,1,26.0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,32.0,9.0,2,1,1,0,0,0,no preference,democrat,partner earned more,0,1.0,0.0,excellent,third_quartile
1238,1902385,1,0.0,0,1,3.0,0,1,0,0,0,0,0,0,0,0,0,0,1,21.0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,21.0,5.0,0,1,0,0,1,0,republican,democrat,partner earned more,0,1.0,0.0,excellent,third_quartile
1239,1904661,0,11.0,0,0,4.5,0,0,0,1,0,0,0,0,0,0,0,0,1,39.0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,32.0,2.0,2,1,1,0,0,0,democrat,democrat,i earned more,1,1.0,1.0,excellent,top_quartile
1240,1905431,0,9.0,0,1,1.0,1,0,0,0,0,0,0,0,0,1,0,0,2,16.0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,32.0,0.0,2,1,1,0,0,0,democrat,republican,i earned more,0,1.0,1.0,excellent,second_quartile
1241,1906461,1,0.0,0,1,0.0,0,0,1,0,0,0,0,0,1,0,0,0,2,32.0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,19.0,1.0,0,0,0,0,1,0,"another party, please specify",republican,partner earned more,0,1.0,0.0,good,top_quartile
1242,1907225,1,0.0,0,1,2.0,0,0,0,0,0,0,0,0,0,1,1,0,2,3.75,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,22.0,4.0,3,0,0,1,0,0,"another party, please specify",other,i earned more,0,1.0,1.0,good,bottom_quartile
1243,1908381,4,1.0,0,1,2.0,0,1,0,0,0,0,0,0,0,0,0,0,1,18.0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,20.0,12.0,1,1,0,0,0,1,republican,republican,i earned more,1,1.0,1.0,excellent,third_quartile
1244,1910205,1,1.0,0,1,0.0,0,0,0,0,0,0,1,1,0,0,0,0,2,4.5,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,17.0,7.0,3,1,0,1,0,0,democrat,democrat,i earned more,1,1.0,1.0,good,bottom_quartile
1245,1912446,0,8.0,0,1,5.0,0,0,0,0,1,0,0,0,0,1,0,0,2,21.0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,28.0,8.0,2,1,1,0,0,0,republican,democrat,i earned more,0,1.0,1.0,excellent,third_quartile
1246,1914291,1,1.0,0,1,0.0,0,0,1,0,0,0,0,1,1,0,0,0,3,15.0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,18.0,2.0,1,1,0,0,0,1,democrat,democrat,partner earned more,1,1.0,0.0,excellent,second_quartile
1247,1915281,0,1.0,0,0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,2,16.0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,14.0,5.0,0,1,0,0,1,0,republican,republican,i earned more,1,1.0,1.0,excellent,second_quartile
1248,1918441,1,0.0,0,1,2.0,0,0,0,0,0,0,0,1,0,0,0,0,1,14.0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,34.0,5.0,2,1,1,0,0,0,democrat,democrat,i earned more,1,1.0,1.0,excellent,second_quartile
1249,1919431,1,5.0,1,1,3.0,0,1,0,0,0,0,0,0,0,0,0,0,1,18.0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,29.0,4.0,3,1,0,1,0,0,democrat,democrat,i earned more,1,1.0,1.0,fair,third_quartile
1250,1922632,0,6.0,0,1,4.0,0,0,0,0,0,0,0,0,0,1,0,0,1,37.0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,26.0,5.0,3,1,0,1,0,0,democrat,democrat,i earned more,1,1.0,1.0,excellent,top_quartile
1251,1924581,0,26.0,0,1,4.0,0,0,0,0,0,1,0,0,0,0,0,0,1,2.5,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,58.0,1.0,0,1,0,0,1,0,no preference,republican,i earned more,0,1.0,1.0,fair,bottom_quartile
1252,1925511,0,0.0,1,1,5.0,0,0,1,0,0,0,0,1,0,0,0,0,2,38.0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,17.0,2.0,3,0,0,1,0,0,republican,republican,partner earned more,1,1.0,0.0,excellent,top_quartile
1253,1926366,0,1.0,0,1,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,17.0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,24.0,5.0,2,1,1,0,0,0,democrat,democrat,partner earned more,1,1.0,0.0,good,second_quartile
1254,1928351,0,0.0,0,1,3.0,0,0,1,0,1,0,0,1,1,0,0,0,4,21.0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,18.0,0.0,1,1,0,0,0,1,democrat,democrat,partner earned more,1,1.0,0.0,good,third_quartile
1255,1929641,0,0.0,0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,52.0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,16.0,8.0,3,1,0,1,0,0,republican,republican,i earned more,1,1.0,1.0,excellent,top_quartile
1256,1930531,0,3.0,0,1,1.0,0,0,0,1,0,0,0,0,0,0,0,0,1,37.0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,20.0,4.0,3,1,0,1,0,0,independent,democrat,i earned more,0,1.0,1.0,excellent,top_quartile
1257,1932416,0,5.0,0,1,4.0,0,0,0,0,0,1,1,0,0,0,0,0,2,21.0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,25.0,5.0,1,1,0,0,0,1,democrat,democrat,we earned about the same amount,1,0.0,,excellent,third_quartile
1258,1933576,0,1.0,0,1,2.0,0,0,0,0,0,1,0,0,0,0,0,0,1,15.0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,45.0,1.0,3,1,0,1,0,0,no preference,democrat,i earned more,0,1.0,1.0,good,second_quartile
1259,1935281,1,2.0,0,1,0.0,0,0,0,0,0,0,0,1,0,1,0,0,2,16.0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,17.0,10.0,0,0,0,0,1,0,democrat,democrat,partner earned more,1,1.0,0.0,good,second_quartile
1260,1936281,0,1.0,0,1,0.0,0,0,1,1,0,0,0,0,0,1,0,0,3,13.0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,19.0,0.0,2,1,1,0,0,0,republican,republican,we earned about the same amount,1,0.0,,good,second_quartile
1261,1942291,1,5.0,0,1,2.0,0,0,0,0,0,0,0,0,0,1,0,0,1,12.0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,21.0,6.0,0,1,0,0,1,0,democrat,democrat,partner earned more,1,1.0,0.0,excellent,second_quartile
1262,1944641,0,1.0,0,0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,1,52.0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,15.0,1.0,2,1,1,0,0,0,republican,republican,partner earned more,1,1.0,0.0,good,top_quartile
1263,1947301,0,0.0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,15.0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,19.0,2.0,2,1,1,0,0,0,republican,democrat,partner earned more,0,1.0,0.0,excellent,second_quartile
1264,1950461,2,2.0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,1,22.0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,29.0,2.0,1,1,0,0,0,1,independent,republican,i earned more,0,1.0,1.0,excellent,third_quartile
1265,1952535,0,11.0,0,1,3.0,0,0,0,0,0,1,1,1,0,0,0,0,3,8.0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,35.0,1.0,2,1,1,0,0,0,democrat,democrat,partner earned more,1,1.0,0.0,good,bottom_quartile
1266,1953441,1,1.0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,13.0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,35.0,3.0,2,0,1,0,0,0,no preference,republican,i earned more,0,1.0,1.0,excellent,second_quartile
1267,1954621,0,16.0,0,0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,2,16.0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,51.0,0.0,0,0,0,0,1,0,democrat,democrat,we earned about the same amount,1,0.0,,excellent,second_quartile
1268,1958331,2,2.0,0,0,0.0,0,0,0,0,0,0,1,1,0,0,0,0,2,20.0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,17.0,5.0,1,1,0,0,0,1,republican,republican,i earned more,1,1.0,1.0,excellent,third_quartile
1269,1959311,1,1.0,0,1,3.0,0,0,1,0,0,1,0,0,0,0,0,0,2,17.0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,19.0,3.0,0,1,0,0,1,0,independent,democrat,i earned more,0,1.0,1.0,good,second_quartile
1270,1960361,2,0.0,0,1,4.0,0,0,1,0,0,0,0,1,0,0,0,0,2,24.0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,14.0,0.0,0,1,0,0,1,0,republican,republican,i earned more,1,1.0,1.0,poor,third_quartile
1271,1963361,2,1.0,1,0,1.0,0,0,1,0,1,0,0,1,0,0,0,0,3,20.0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,21.0,4.0,1,1,0,0,0,1,republican,republican,i earned more,1,1.0,1.0,excellent,third_quartile
1272,1964531,0,1.0,0,1,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,38.0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,19.0,5.0,2,1,1,0,0,0,republican,republican,i earned more,1,1.0,1.0,excellent,top_quartile
1273,1965401,0,9.0,0,0,3.0,0,0,0,0,0,0,1,1,0,0,0,0,2,16.0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,28.0,1.0,3,1,0,1,0,0,democrat,democrat,i earned more,1,1.0,1.0,good,second_quartile
1274,1966581,0,2.0,0,1,0.0,0,1,0,0,0,0,0,1,0,0,0,0,2,27.0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,34.0,1.0,2,1,1,0,0,0,independent,democrat,partner earned more,0,1.0,0.0,excellent,third_quartile
1275,1967711,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,58.0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,16.0,2.0,3,1,0,1,0,0,democrat,democrat,we earned about the same amount,1,0.0,,good,top_quartile
1276,1969416,0,6.0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,27.0,3.0,1,1,0,0,0,1,republican,republican,partner earned more,1,1.0,0.0,excellent,second_quartile
1277,1970216,0,1.0,0,1,1.0,0,0,0,0,0,0,1,1,0,0,0,0,2,5.0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,12.0,2.0,0,1,0,0,1,0,democrat,democrat,i earned more,1,1.0,1.0,fair,bottom_quartile
1278,1972476,0,12.0,0,0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,1,24.0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,28.0,3.0,0,1,0,0,1,0,no preference,democrat,partner earned more,0,1.0,0.0,fair,third_quartile
1279,1974466,0,3.0,1,1,1.0,0,0,0,0,0,0,1,1,0,0,0,0,2,11.0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,39.0,0.0,3,1,0,1,0,0,democrat,democrat,partner earned more,1,1.0,0.0,excellent,second_quartile
1280,1975205,2,4.0,0,1,0.0,0,0,0,0,0,0,1,1,0,0,0,0,2,4.0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,16.0,2.0,2,1,1,0,0,0,democrat,republican,we earned about the same amount,0,0.0,,excellent,bottom_quartile
1281,1977621,0,20.0,0,1,10.5,0,0,0,0,0,0,0,0,0,1,0,0,1,39.0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,27.0,2.0,0,1,0,0,1,0,democrat,republican,i earned more,0,1.0,1.0,excellent,top_quartile
1282,1978511,0,6.0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,34.0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,22.0,2.0,0,0,0,0,1,0,republican,republican,i earned more,1,1.0,1.0,good,top_quartile
1283,1982391,3,5.0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,24.0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,20.0,6.0,2,0,1,0,0,0,no preference,democrat,i earned more,0,1.0,1.0,excellent,third_quartile
1284,1984436,1,2.0,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,8.0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,37.0,1.0,3,0,0,1,0,0,republican,republican,partner earned more,1,1.0,0.0,good,bottom_quartile
1285,1985391,0,9.0,0,1,2.0,0,0,0,1,0,0,0,0,0,0,0,0,1,12.0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,27.0,3.0,1,1,0,0,0,1,republican,republican,i earned more,1,1.0,1.0,excellent,second_quartile
1286,1986571,0,0.0,0,1,4.0,0,0,0,0,0,0,1,1,0,0,0,0,2,45.0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,17.0,,1,1,0,0,0,1,republican,republican,partner earned more,1,1.0,0.0,excellent,top_quartile
1287,1989521,0,1.0,1,0,1.0,0,0,1,0,0,0,0,1,0,0,0,0,2,39.0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,9.0,7.0,0,1,0,0,1,0,democrat,democrat,i earned more,1,1.0,1.0,excellent,top_quartile
1288,1990566,0,3.0,0,0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,2,21.0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,40.0,6.0,1,1,0,0,0,1,democrat,democrat,i earned more,1,1.0,1.0,excellent,third_quartile
1289,1992601,0,4.0,0,1,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,43.0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,16.0,0.0,0,1,0,0,1,0,democrat,democrat,i earned more,1,1.0,1.0,excellent,top_quartile
1290,1993565,2,2.0,0,1,1.0,0,0,0,0,0,0,0,0,0,1,0,0,1,40.0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,21.0,15.0,0,0,0,0,1,0,democrat,democrat,partner earned more,1,1.0,0.0,good,top_quartile
1291,1995622,1,1.0,0,1,1.0,0,0,0,0,0,0,0,0,0,1,0,0,1,25.0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,40.0,1.0,0,1,0,0,1,0,democrat,democrat,refused,1,,,,third_quartile
1292,1998801,0,9.0,1,0,7.0,0,1,0,0,0,0,0,0,0,1,0,0,2,60.0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,25.0,1.0,1,1,0,0,0,1,democrat,democrat,i earned more,1,1.0,1.0,excellent,top_quartile
1293,1999591,0,0.0,0,0,1.0,0,1,0,0,0,0,0,1,1,0,0,0,3,45.0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,18.0,0.0,1,1,0,0,0,1,independent,republican,partner earned more,0,1.0,0.0,good,top_quartile
1294,2000641,0,2.0,0,1,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,25.0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,43.0,2.0,3,1,0,1,0,0,democrat,democrat,partner earned more,1,1.0,0.0,excellent,third_quartile
1295,2002381,2,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,26.0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,16.0,10.0,0,1,0,0,1,0,no preference,democrat,i earned more,0,1.0,1.0,excellent,third_quartile
1296,2003516,0,2.0,0,1,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,40.0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,15.0,0.0,1,1,0,0,0,1,democrat,democrat,we earned about the same amount,1,0.0,,excellent,top_quartile
1297,2009245,0,2.0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,9.0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,21.0,6.0,3,1,0,1,0,0,independent,republican,partner earned more,0,1.0,0.0,excellent,bottom_quartile
1298,2013526,0,2.0,0,1,1.0,0,1,0,0,0,0,0,1,0,1,0,0,3,25.0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,32.0,0.0,2,1,1,0,0,0,democrat,democrat,we earned about the same amount,1,0.0,,excellent,third_quartile
1299,2015255,0,4.0,0,1,2.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.75,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,9.0,0.0,2,0,1,0,0,0,independent,democrat,partner earned more,0,1.0,0.0,fair,bottom_quartile
1300,2016761,0,1.0,0,0,0.0,0,0,0,0,0,0,1,1,0,1,0,0,3,60.0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,21.0,0.0,0,1,0,0,1,0,republican,republican,partner earned more,1,1.0,0.0,excellent,top_quartile
1301,2017286,0,4.0,0,0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,2,5.75,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,28.0,5.0,2,0,1,0,0,0,no preference,democrat,i earned more,0,1.0,1.0,excellent,bottom_quartile
1302,2018495,0,6.0,0,1,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.15,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,49.0,0.0,1,1,0,0,0,1,democrat,democrat,partner earned more,1,1.0,0.0,good,bottom_quartile
1303,2020261,0,3.0,0,0,1.0,0,0,0,1,1,0,0,1,0,0,0,0,3,12.0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,18.0,2.0,3,0,0,1,0,0,no preference,republican,partner earned more,0,1.0,0.0,good,second_quartile
1304,2023291,0,1.0,0,0,0.0,0,0,1,1,0,1,0,0,0,0,0,0,3,14.0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,19.0,0.0,0,1,0,0,1,0,independent,republican,i earned more,0,1.0,1.0,good,second_quartile
1305,2025423,0,0.0,0,1,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.05,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,42.0,0.0,0,0,0,0,1,0,democrat,democrat,we earned about the same amount,1,0.0,,excellent,bottom_quartile
1306,2026446,0,7.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,18.0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,31.0,,0,1,0,0,1,0,democrat,democrat,partner earned more,1,1.0,0.0,excellent,third_quartile
1307,2027521,2,3.0,0,0,4.0,0,1,1,1,0,0,0,0,0,0,0,0,3,27.0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,29.0,0.0,0,1,0,0,1,0,democrat,republican,i earned more,0,1.0,1.0,excellent,third_quartile
1308,2028576,0,1.0,0,0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,1,20.0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,42.0,0.0,0,1,0,0,1,0,democrat,democrat,partner earned more,1,1.0,0.0,excellent,third_quartile
1309,2029496,0,4.0,0,1,1.0,0,0,0,0,0,0,1,1,0,1,0,0,3,21.0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,33.0,0.0,0,1,0,0,1,0,independent,republican,i earned more,0,1.0,1.0,excellent,third_quartile
1310,2030381,2,1.0,0,0,3.0,0,0,1,0,0,1,0,0,0,0,0,0,2,21.0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,15.0,6.0,0,0,0,0,1,0,no preference,republican,i earned more,0,1.0,1.0,fair,third_quartile
1311,2031541,0,4.0,1,1,1.0,0,0,0,0,0,0,0,1,0,1,0,0,2,36.0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,23.0,1.0,2,1,1,0,0,0,democrat,democrat,i earned more,1,1.0,1.0,good,top_quartile
1312,2032535,0,2.0,0,1,0.0,0,0,0,0,0,0,1,1,0,0,0,0,2,8.0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,44.0,4.0,3,1,0,1,0,0,no preference,republican,i earned more,0,1.0,1.0,good,bottom_quartile
1313,2033463,1,1.0,0,1,1.0,0,1,0,0,0,0,0,1,0,1,0,0,3,5.75,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,45.0,0.0,0,1,0,0,1,0,republican,republican,i earned more,1,1.0,1.0,excellent,bottom_quartile
1314,2034526,1,7.0,0,1,1.0,1,0,0,0,0,1,1,0,0,0,0,0,3,6.0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,23.0,0.0,0,1,0,0,1,0,independent,democrat,i earned more,0,1.0,1.0,good,bottom_quartile
1315,2036461,0,9.0,0,0,3.0,0,0,0,0,0,0,0,1,1,1,0,0,3,25.0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,25.0,0.0,0,1,0,0,1,0,independent,republican,i earned more,0,1.0,1.0,excellent,third_quartile
1316,2037441,0,5.0,0,0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,1,26.0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,23.0,0.0,3,1,0,1,0,0,independent,democrat,we earned about the same amount,0,0.0,,excellent,third_quartile
1317,2038275,0,2.0,0,1,2.0,0,0,0,0,0,0,0,1,0,1,0,0,2,7.5,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,25.0,6.0,3,1,0,1,0,0,no preference,democrat,i earned more,0,1.0,1.0,excellent,bottom_quartile
1318,2039531,0,2.0,0,0,5.0,0,1,0,0,1,0,0,1,1,1,0,0,5,16.0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,41.0,0.0,3,1,0,1,0,0,democrat,democrat,we earned about the same amount,1,0.0,,excellent,second_quartile
1319,2040821,0,5.0,0,1,4.0,0,0,0,1,0,0,0,0,0,0,0,0,1,59.0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,28.0,0.0,3,1,0,1,0,0,"another party, please specify",republican,partner earned more,0,1.0,0.0,good,top_quartile
1320,2041791,0,2.0,0,0,1.0,0,1,0,0,0,0,0,0,0,1,0,1,3,62.0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,22.0,0.0,1,1,0,0,0,1,democrat,democrat,i earned more,1,1.0,1.0,excellent,top_quartile
1321,2045781,0,1.0,0,1,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1,59.0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,24.0,1.0,0,0,0,0,1,0,no preference,other,i earned more,0,1.0,1.0,excellent,top_quartile
