,caseid_new,children_in_hh,age_difference,race_gap,religious_gap,edu_gap,met_online,met_at_work,met_at_school,met_at_church,met_travel,met_social,met_party,met_f_and_f,met_as_neighbors,met_public_space,met_offline_dating,met_other,how_met_count,relationship_len,partner_deceased,married_w1_married,married_w1_not married,age_gap_bin_0 to 3,age_gap_bin_11 to 20,age_gap_bin_4 to 5,age_gap_bin_6 to 10,age_gap_bin_>=20,same_sex_couple_different sex couple,same_sex_couple_same-sex couple,edu_gap_bin_0 to 2,edu_gap_bin_3 to 4,edu_gap_bin_5 to 6,edu_gap_bin_>6,parental_approval_approve,parental_approval_dont_approve,relationship_quality_w1_excellent,relationship_quality_w1_fair,relationship_quality_w1_good,relationship_quality_w1_poor,relationship_quality_w1_very poor,age_when_met,family_size,region,metro,region_midwest,region_northeast,region_south,region_west,partner_political,resondent_political,income_gap_raw,same_political,income_gap,respondent_earn_more,relationship_quality_w1,relationship_len_cat
384,612291,0,3.0,0,1,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,10.0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,23.0,0.0,1,1,0,0,0,1,republican,democrat,partner earned more,0,1.0,0.0,excellent,second_quartile
385,613781,0,0.0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,60.0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,23.0,5.0,0,1,0,0,1,0,republican,republican,partner earned more,1,1.0,0.0,excellent,top_quartile
386,615255,0,4.0,1,1,1.0,0,1,0,0,0,0,0,1,0,0,0,0,2,4.0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,22.0,2.0,1,1,0,0,0,1,no preference,republican,partner earned more,0,1.0,0.0,good,bottom_quartile
387,617501,0,5.0,0,1,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,19.0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,36.0,5.0,1,1,0,0,0,1,republican,republican,partner earned more,1,1.0,0.0,excellent,third_quartile
388,619451,2,0.0,0,1,1.0,1,0,0,0,0,1,0,0,0,0,0,0,2,10.0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,40.0,0.0,0,1,0,0,1,0,republican,republican,partner earned more,1,1.0,0.0,excellent,second_quartile
389,620565,0,2.0,0,0,3.0,0,0,0,0,0,0,0,0,0,1,0,0,1,16.0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,45.0,3.0,0,1,0,0,1,0,no preference,democrat,partner earned more,0,1.0,0.0,excellent,second_quartile
390,622641,0,8.0,0,0,1.0,0,1,0,0,0,0,0,1,0,0,0,0,2,45.0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,23.0,0.0,3,1,0,1,0,0,independent,democrat,partner earned more,0,1.0,0.0,poor,top_quartile
391,623493,1,6.0,1,1,4.0,1,0,0,0,0,0,1,0,0,0,0,0,2,0.75,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,48.0,2.0,1,1,0,0,0,1,democrat,republican,partner earned more,0,1.0,0.0,fair,bottom_quartile
392,624536,0,1.0,0,0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,1,36.0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,22.0,0.0,1,1,0,0,0,1,independent,democrat,we earned about the same amount,0,0.0,,good,top_quartile
393,626255,0,1.0,0,1,0.0,0,0,1,0,0,0,0,1,1,0,0,0,3,10.0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,20.0,50.0,2,1,1,0,0,0,republican,republican,partner earned more,1,1.0,0.0,excellent,second_quartile
394,627533,0,16.0,1,0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.15,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,53.0,0.0,1,1,0,0,0,1,democrat,democrat,partner earned more,1,1.0,0.0,good,bottom_quartile
395,628841,0,1.0,0,1,2.0,0,0,1,1,0,0,0,0,0,0,0,1,3,72.0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,9.0,0.0,2,1,1,0,0,0,no preference,republican,partner earned more,0,1.0,0.0,good,top_quartile
396,630534,0,1.0,0,0,0.0,0,0,0,0,0,1,1,1,0,0,0,0,3,28.0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,24.0,3.0,3,1,0,1,0,0,democrat,democrat,i earned more,1,1.0,1.0,poor,third_quartile
397,632473,0,5.0,0,1,1.0,0,0,0,0,0,0,1,1,1,1,0,0,4,21.0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,12.0,30.0,1,1,0,0,0,1,republican,republican,i earned more,1,1.0,1.0,good,third_quartile
398,633631,0,2.0,0,0,2.0,0,0,0,0,0,0,0,1,0,1,0,0,2,19.0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,49.0,1.0,1,0,0,0,0,1,independent,democrat,i earned more,0,1.0,1.0,good,third_quartile
399,635411,1,3.0,0,1,1.0,0,0,0,1,0,0,0,1,0,1,0,0,3,21.0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,25.0,6.0,1,1,0,0,0,1,republican,republican,partner earned more,1,1.0,0.0,excellent,third_quartile
400,636631,0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,52.0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,15.0,3.0,2,1,1,0,0,0,no preference,democrat,i earned more,0,1.0,1.0,excellent,top_quartile
401,639211,4,2.0,1,1,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,5.0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,14.0,0.0,1,1,0,0,0,1,republican,republican,we earned about the same amount,1,0.0,,good,bottom_quartile
402,640596,0,1.0,0,0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,1,9.0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,56.0,0.0,1,1,0,0,0,1,democrat,democrat,partner earned more,1,1.0,0.0,good,bottom_quartile
403,645922,0,,0,1,,0,0,1,0,0,0,0,0,0,0,0,0,1,81.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,16.0,20.0,2,1,1,0,0,0,refused,democrat,i earned more,0,1.0,1.0,excellent,top_quartile
404,646613,0,3.0,1,1,3.0,0,0,0,0,0,0,1,1,0,0,0,0,2,1.5,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,60.0,4.0,3,1,0,1,0,0,democrat,democrat,partner earned more,1,1.0,0.0,excellent,bottom_quartile
405,648586,0,12.0,0,1,2.0,0,0,0,0,0,0,0,1,0,0,0,0,1,26.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,37.0,1.0,2,1,1,0,0,0,democrat,democrat,i earned more,1,1.0,1.0,good,third_quartile
406,650616,0,14.0,0,0,2.0,0,1,0,0,0,1,0,0,0,1,0,0,3,25.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,41.0,0.0,2,0,1,0,0,0,no preference,democrat,partner earned more,0,1.0,0.0,fair,third_quartile
407,651701,0,2.0,0,1,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1,55.0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,20.0,0.0,0,0,0,0,1,0,republican,republican,i earned more,1,1.0,1.0,excellent,top_quartile
408,652271,0,2.0,0,1,1.0,0,0,1,0,0,0,1,1,0,0,0,0,3,14.0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,18.0,20.0,2,1,1,0,0,0,independent,republican,partner earned more,0,1.0,0.0,excellent,second_quartile
409,653573,0,41.0,1,1,4.0,0,0,0,0,0,1,0,1,0,0,0,0,2,26.0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,36.0,25.0,0,1,0,0,1,0,independent,democrat,i earned more,0,1.0,1.0,good,third_quartile
410,654431,1,11.0,0,0,4.0,0,0,0,1,0,0,1,0,0,0,0,0,2,22.0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,26.0,0.0,2,1,1,0,0,0,democrat,democrat,i earned more,1,1.0,1.0,good,third_quartile
411,655505,0,6.0,1,1,0.0,0,0,0,0,0,0,0,1,0,1,0,0,2,2.5,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,47.0,2.0,2,1,1,0,0,0,democrat,other,i earned more,0,1.0,1.0,fair,bottom_quartile
412,656225,0,0.0,0,1,3.0,0,0,1,0,0,0,0,1,0,0,0,0,2,9.0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,16.0,2.0,1,1,0,0,0,1,independent,democrat,partner earned more,0,1.0,0.0,good,bottom_quartile
413,657761,0,1.0,0,1,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,61.0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,19.0,2.0,0,0,0,0,1,0,independent,republican,partner earned more,0,1.0,0.0,excellent,top_quartile
414,658356,1,11.0,0,1,3.0,0,1,0,0,0,0,0,1,1,0,0,0,3,22.0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,18.0,12.0,2,1,1,0,0,0,democrat,democrat,we earned about the same amount,1,0.0,,good,third_quartile
415,660391,0,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,11.0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,33.0,0.0,2,1,1,0,0,0,democrat,democrat,partner earned more,1,1.0,0.0,good,second_quartile
416,661466,0,6.0,0,1,3.0,0,0,0,0,0,0,0,1,1,0,0,0,2,25.0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,26.0,0.0,3,1,0,1,0,0,democrat,democrat,partner earned more,1,1.0,0.0,good,third_quartile
417,663872,0,2.0,0,0,5.0,0,1,0,0,0,0,0,0,0,0,0,0,1,66.0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,21.0,9.0,3,1,0,1,0,0,republican,republican,partner earned more,1,1.0,0.0,excellent,top_quartile
418,664501,2,1.0,0,1,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,28.0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,27.0,0.0,2,1,1,0,0,0,democrat,democrat,partner earned more,1,1.0,0.0,good,third_quartile
419,665256,0,6.0,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,9.0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,21.0,2.0,1,1,0,0,0,1,independent,democrat,partner earned more,0,1.0,0.0,excellent,bottom_quartile
420,666686,0,3.0,1,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,15.0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,57.0,2.0,0,1,0,0,1,0,democrat,democrat,partner earned more,1,1.0,0.0,excellent,second_quartile
421,667321,0,6.0,0,1,1.0,0,0,0,0,0,0,0,1,1,0,0,0,2,10.0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,26.0,3.0,2,1,1,0,0,0,democrat,democrat,i earned more,1,1.0,1.0,good,second_quartile
422,668501,0,8.0,0,1,3.0,0,0,0,0,0,0,0,0,0,1,0,0,1,34.0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,21.0,0.0,2,1,1,0,0,0,independent,democrat,refused,0,,,excellent,top_quartile
423,669511,1,3.0,1,1,1.0,0,1,0,0,1,0,1,0,0,0,0,0,3,30.0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,24.0,0.0,2,0,1,0,0,0,democrat,republican,we earned about the same amount,0,0.0,,good,top_quartile
424,670721,0,4.0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,54.0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,23.0,9.0,3,0,0,1,0,0,republican,republican,i earned more,1,1.0,1.0,excellent,top_quartile
425,671481,0,1.0,0,0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,1,24.0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,29.0,2.0,2,0,1,0,0,0,republican,republican,partner earned more,1,1.0,0.0,excellent,third_quartile
426,672681,0,1.0,0,1,0.0,0,0,1,0,0,1,0,0,0,0,0,0,2,53.0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,17.0,0.0,0,1,0,0,1,0,democrat,democrat,we earned about the same amount,1,0.0,,excellent,top_quartile
427,673371,2,0.0,0,0,0.0,0,0,1,0,0,0,1,1,0,0,0,0,3,26.0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,15.0,3.0,3,1,0,1,0,0,democrat,democrat,partner earned more,1,1.0,0.0,excellent,third_quartile
428,675671,0,2.0,0,1,7.0,0,0,1,0,0,1,0,1,0,0,0,0,3,54.0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,17.0,8.0,1,1,0,0,0,1,republican,republican,i earned more,1,1.0,1.0,excellent,top_quartile
429,677226,0,2.0,0,0,3.0,0,0,0,1,0,0,0,1,0,0,0,0,2,11.0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,14.0,5.0,2,1,1,0,0,0,democrat,republican,i earned more,0,1.0,1.0,excellent,second_quartile
430,680225,0,3.0,0,1,0.0,0,0,1,0,0,0,0,1,1,0,0,0,3,5.05,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,22.0,10.0,3,0,0,1,0,0,democrat,democrat,i earned more,1,1.0,1.0,excellent,bottom_quartile
431,686266,0,1.0,1,1,3.0,0,0,0,0,0,0,1,1,0,0,0,0,2,6.0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,19.0,4.0,0,1,0,0,1,0,republican,republican,we earned about the same amount,1,0.0,,excellent,bottom_quartile
432,689556,0,2.0,1,1,1.0,0,0,0,0,0,0,1,1,0,0,0,0,2,19.0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,41.0,0.0,1,1,0,0,0,1,democrat,democrat,partner earned more,1,1.0,0.0,good,third_quartile
433,690195,0,6.0,0,0,4.0,0,0,0,0,1,0,0,0,0,1,0,0,2,0.75,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,19.0,2.0,1,1,0,0,0,1,republican,republican,partner earned more,1,1.0,0.0,good,bottom_quartile
434,692321,3,6.0,0,1,0.0,0,1,0,0,0,0,1,0,0,0,0,0,2,13.0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,24.0,20.0,0,0,0,0,1,0,republican,republican,we earned about the same amount,1,0.0,,good,second_quartile
435,693365,0,6.0,0,1,0.0,0,0,0,0,0,1,0,0,0,1,0,0,2,7.5,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,34.0,1.0,1,1,0,0,0,1,no preference,democrat,partner earned more,0,1.0,0.0,excellent,bottom_quartile
436,696413,0,2.0,0,0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,2,1.45,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,41.0,0.0,0,1,0,0,1,0,republican,republican,i earned more,1,1.0,1.0,excellent,bottom_quartile
437,697396,0,15.0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,13.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,31.0,0.0,0,1,0,0,1,0,no preference,republican,i earned more,0,1.0,1.0,good,second_quartile
438,698271,0,9.0,0,1,1.0,1,1,0,0,0,0,0,1,0,0,0,0,3,14.0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,18.0,0.0,2,1,1,0,0,0,no preference,democrat,i earned more,0,1.0,1.0,good,second_quartile
439,700396,0,0.0,1,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,2,25.0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,18.0,0.0,0,1,0,0,1,0,democrat,democrat,i earned more,1,1.0,1.0,excellent,third_quartile
440,701496,0,4.0,0,1,0.0,0,0,0,0,0,1,1,0,0,0,0,0,2,15.0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,38.0,4.0,1,1,0,0,0,1,democrat,democrat,partner earned more,1,1.0,0.0,excellent,second_quartile
441,703215,0,1.0,1,1,1.0,0,0,0,0,0,0,1,1,0,1,0,0,3,9.0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,18.0,4.0,1,1,0,0,0,1,no preference,other,partner earned more,0,1.0,0.0,excellent,bottom_quartile
442,704331,0,2.0,1,1,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,13.0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,24.0,0.0,0,1,0,0,1,0,democrat,democrat,i earned more,1,1.0,1.0,excellent,second_quartile
443,706306,0,4.0,1,1,1.0,0,0,0,0,0,0,1,1,0,0,0,0,2,6.5,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,28.0,3.0,1,1,0,0,0,1,democrat,democrat,partner earned more,1,1.0,0.0,good,bottom_quartile
444,709205,0,8.0,0,0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,2,0.05,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,20.0,0.0,1,1,0,0,0,1,democrat,republican,partner earned more,0,1.0,0.0,good,bottom_quartile
445,711676,0,2.0,0,0,1.0,0,0,0,0,0,0,1,1,0,0,0,0,2,29.0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,43.0,0.0,1,1,0,0,0,1,democrat,democrat,we earned about the same amount,1,0.0,,excellent,third_quartile
446,712403,0,6.0,0,1,1.0,0,0,0,0,0,0,1,1,0,0,0,0,2,6.0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,34.0,20.0,0,1,0,0,1,0,democrat,democrat,i earned more,1,1.0,1.0,poor,bottom_quartile
447,714533,0,9.0,0,0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,1,9.0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,50.0,0.0,0,1,0,0,1,0,republican,republican,partner earned more,1,1.0,0.0,excellent,bottom_quartile
448,715631,0,10.0,0,0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,1,33.0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,35.0,6.0,0,1,0,0,1,0,republican,republican,partner earned more,1,1.0,0.0,good,top_quartile
449,717491,0,3.0,0,1,4.0,0,0,0,0,0,0,1,1,0,0,0,0,2,20.0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,33.0,5.0,0,1,0,0,1,0,republican,democrat,partner earned more,0,1.0,0.0,excellent,third_quartile
450,718255,0,11.0,0,1,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,6.5,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,24.0,3.0,1,1,0,0,0,1,independent,democrat,partner earned more,0,1.0,0.0,excellent,bottom_quartile
451,719606,0,18.0,0,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,1,37.0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,23.0,3.0,0,1,0,0,1,0,democrat,democrat,i earned more,1,1.0,1.0,excellent,top_quartile
452,721305,0,6.0,0,1,0.0,0,1,0,0,0,0,0,0,0,1,0,0,2,6.5,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,27.0,3.0,0,1,0,0,1,0,democrat,democrat,i earned more,1,1.0,1.0,excellent,bottom_quartile
453,722225,0,2.0,0,1,2.0,0,0,0,0,0,0,0,1,0,1,0,0,2,1.75,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,22.0,9.0,3,1,0,1,0,0,democrat,democrat,partner earned more,1,1.0,0.0,good,bottom_quartile
454,723325,0,4.0,0,1,4.0,0,1,0,0,0,0,0,1,0,0,0,0,2,5.05,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,32.0,0.0,3,1,0,1,0,0,independent,democrat,i earned more,0,1.0,1.0,excellent,bottom_quartile
455,724301,0,69.0,1,1,0.0,0,0,0,0,0,0,1,1,0,1,0,0,3,13.0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,22.0,2.0,0,1,0,0,1,0,democrat,democrat,i earned more,1,1.0,1.0,excellent,second_quartile
456,725421,2,5.0,0,0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1,19.0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,28.0,0.0,2,0,1,0,0,0,democrat,democrat,i earned more,1,1.0,1.0,excellent,third_quartile
457,726441,2,1.0,0,1,3.0,0,0,1,0,0,0,0,1,0,0,0,0,2,31.0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,16.0,15.0,2,1,1,0,0,0,republican,republican,i earned more,1,1.0,1.0,excellent,top_quartile
458,727261,0,1.0,1,1,3.0,0,0,0,0,0,0,0,1,0,0,0,0,1,6.5,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,24.0,1.0,1,1,0,0,0,1,no preference,republican,partner earned more,0,1.0,0.0,excellent,bottom_quartile
459,729486,0,4.0,0,1,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,26.0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,27.0,5.0,2,1,1,0,0,0,democrat,democrat,i earned more,1,1.0,1.0,excellent,third_quartile
460,731431,0,1.0,0,1,0.0,0,0,0,0,0,0,1,0,0,0,0,1,2,27.0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,21.0,0.0,2,0,1,0,0,0,no preference,republican,i earned more,0,1.0,1.0,excellent,third_quartile
461,733315,0,5.0,0,1,3.0,0,1,0,0,0,0,0,0,0,1,0,0,2,16.0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,16.0,0.0,0,1,0,0,1,0,democrat,democrat,i earned more,1,1.0,1.0,good,second_quartile
462,734541,0,1.0,0,1,0.0,0,0,0,0,0,0,0,1,0,1,0,0,2,22.0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,37.0,5.0,3,1,0,1,0,0,independent,republican,i earned more,0,1.0,1.0,good,third_quartile
463,735751,0,4.0,0,0,0.0,0,1,0,0,0,0,0,1,0,1,0,0,3,60.0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,15.0,0.0,1,1,0,0,0,1,republican,republican,partner earned more,1,1.0,0.0,good,top_quartile
464,737741,0,1.0,0,0,0.0,0,0,0,1,0,1,0,0,1,0,0,0,3,64.0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,14.0,0.0,2,1,1,0,0,0,republican,republican,we earned about the same amount,1,0.0,,excellent,top_quartile
465,738561,0,1.0,0,1,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,18.0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,10.0,15.0,2,1,1,0,0,0,independent,republican,partner earned more,0,1.0,0.0,fair,third_quartile
466,740205,0,0.0,0,1,1.0,0,0,0,0,0,0,0,1,1,0,0,0,2,6.0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,13.0,5.0,1,1,0,0,0,1,no preference,democrat,partner earned more,0,1.0,0.0,fair,bottom_quartile
467,741351,1,5.0,0,1,1.0,0,0,0,0,0,0,0,0,0,1,0,0,1,10.0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,30.0,10.0,1,0,0,0,0,1,republican,republican,i earned more,1,1.0,1.0,excellent,second_quartile
468,742246,0,0.0,0,1,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,13.0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,14.0,2.0,0,1,0,0,1,0,republican,republican,partner earned more,1,1.0,0.0,excellent,second_quartile
469,744391,0,5.0,0,1,0.0,0,0,0,1,0,0,0,0,0,0,0,1,2,26.0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,18.0,0.0,0,1,0,0,1,0,republican,republican,partner earned more,1,1.0,0.0,good,third_quartile
470,745435,0,8.0,1,1,0.0,1,0,0,0,0,0,0,0,0,0,1,0,2,,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,42.0,,1,1,0,0,0,1,no preference,republican,i earned more,0,1.0,1.0,good,top_quartile
471,746481,0,2.0,0,1,5.0,0,0,1,0,0,1,0,0,0,0,0,0,2,38.0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,15.0,6.0,0,0,0,0,1,0,no preference,republican,partner earned more,0,1.0,0.0,excellent,top_quartile
472,747281,1,0.0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,12.0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,16.0,10.0,1,1,0,0,0,1,independent,republican,i earned more,0,1.0,1.0,excellent,second_quartile
473,748371,4,3.0,1,0,4.0,0,1,0,0,0,0,0,0,0,0,0,0,1,18.0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,21.0,0.0,2,1,1,0,0,0,republican,republican,i earned more,1,1.0,1.0,excellent,third_quartile
474,749566,0,14.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,14.0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,47.0,3.0,1,1,0,0,0,1,independent,democrat,i earned more,0,1.0,1.0,excellent,second_quartile
475,750561,0,1.0,0,1,2.0,0,0,0,0,0,0,0,1,0,1,0,0,2,43.0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,18.0,6.0,0,1,0,0,1,0,republican,republican,partner earned more,1,1.0,0.0,excellent,top_quartile
476,752271,0,18.0,1,1,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,13.0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,19.0,5.0,1,1,0,0,0,1,republican,republican,partner earned more,1,1.0,0.0,excellent,second_quartile
477,754281,1,0.0,0,1,0.0,0,0,1,1,0,0,0,0,0,0,0,0,2,15.0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,15.0,5.0,2,1,1,0,0,0,republican,republican,partner earned more,1,1.0,0.0,excellent,second_quartile
