caseid_new,relationship_len,partner_deceased,relationship_quality_w1
1918441,14,0,excellent
1919431,18,0,fair
1922632,37,1,excellent
1924581,2.5,0,fair
1925511,38,0,excellent
1926366,17,0,good
1928351,21,0,good
1929641,52,0,excellent
1930531,37,0,excellent
1932416,21,0,excellent
1933576,15,0,good
1935281,16,0,good
1936281,13,0,good
1942291,12,0,excellent
1944641,52,0,good
1947301,15,0,excellent
1950461,22,0,excellent
1952535,8,0,good
1953441,13,0,excellent
1954621,16,0,excellent
1958331,20,0,excellent
1959311,17,0,good
1960361,24,0,poor
1963361,20,0,excellent
1964531,38,0,excellent
1965401,16,0,good
1966581,27,0,excellent
1967711,58,0,good
1969416,13,0,excellent
1970216,5,0,fair
1972476,24,0,fair
1974466,11,0,excellent
1975205,4,0,excellent
1977621,39,0,excellent
1978511,34,0,good
1982391,24,0,excellent
1984436,8,0,good
1985391,12,0,excellent
1986571,45,0,excellent
1989521,39,0,excellent
1990566,21,0,excellent
1992601,43,1,excellent
1993565,40,0,good
1995622,25,0,
1998801,60,0,excellent
1999591,45,0,good
2000641,25,0,excellent
2002381,26,0,excellent
2003516,40,0,excellent
2009245,9,0,excellent
2013526,25,0,excellent
2015255,0.75,0,fair
2016761,60,0,excellent
2017286,5.75,0,excellent
2018495,0.15,0,good
2020261,12,0,good
2023291,14,0,good
2025423,0.05,0,excellent
2026446,18,0,excellent
2027521,27,0,excellent
2028576,20,0,excellent
2029496,21,0,excellent
2030381,21,0,fair
2031541,36,0,good
2032535,8,0,good
2033463,5.75,0,excellent
2034526,6,0,good
2036461,25,0,excellent
2037441,26,0,excellent
2038275,7.5,0,excellent
2039531,16,0,excellent
2040821,59,0,good
2041791,62,0,excellent
2045781,59,0,excellent
2047493,0.45,0,good
2049245,2.5,0,excellent
2052541,38,0,good
2053443,0.15,0,excellent
2055481,29,0,excellent
2059581,47,0,excellent
2062511,21,0,excellent
2063205,6,0,excellent
2064651,54,0,excellent
2065431,25,0,excellent
2066551,14,0,excellent
2067411,26,0,excellent
2068206,11,0,excellent
2069261,12,0,good
2070361,16,0,excellent
2071506,12,0,excellent
2072195,0.75,0,excellent
2073466,30,0,fair
2075404,6.5,0,excellent
2076271,10,0,excellent
2077215,4.5,0,poor
2078631,51,0,good
2079721,56,0,good
2080896,63,0,excellent
2083271,13,0,excellent
2084411,,0,
2086556,35,0,excellent
2088471,18,0,excellent
2089361,22,0,excellent
2091581,31,0,excellent
2092496,17,0,excellent
2093501,37,0,excellent
2095281,12,0,fair
2096536,20,0,excellent
2097411,19,0,excellent
2098515,21,0,good
2099831,61,0,excellent
2100743,45,0,good
2101416,9,0,excellent
2103296,19,0,good
2105421,20,0,excellent
2107491,26,0,excellent
2108781,65,0,excellent
2109285,0.75,0,good
2110451,14,0,fair
2111623,17,0,fair
2112291,12,0,excellent
2114411,20,0,excellent
2117621,44,0,excellent
2118245,4,0,fair
2119791,55,0,good
2120526,20,0,good
2121436,10,0,excellent
2124215,2.5,0,fair
2125215,1.5,0,fair
2127441,27,0,excellent
2128441,14,0,excellent
2130225,6.5,0,excellent
2131426,19,0,excellent
2134466,15,0,good
2137436,8,0,fair
2140561,35,0,good
2142591,46,0,excellent
2143405,7.5,0,good
2144501,32,0,good
2145295,5,0,good
2146361,21,0,good
2147491,14,0,excellent
2149736,36,0,excellent
2150511,38,0,excellent
2151631,47,0,good
2153601,43,0,excellent
2154365,13,0,fair
2155561,44,0,excellent
2156394,29,0,fair
2159315,4,0,good
2160635,28,0,fair
2161732,60,0,fair
2162822,61,1,excellent
2163291,20,0,excellent
2164622,42,1,good
2165591,36,0,excellent
2167261,14,0,good
2168301,17,0,excellent
2169386,15,0,excellent
2170641,51,0,good
2171371,11,0,excellent
2172526,35,0,good
2173235,11,0,excellent
2175365,10,0,fair
2176301,16,0,excellent
2177596,15,0,excellent
2178396,16,0,good
2179636,18,0,excellent
2180411,18,0,excellent
2181421,29,0,good
2183361,11,0,excellent
2184591,35,0,good
2187416,21,0,excellent
2188581,32,0,excellent
2190381,11,0,excellent
2192852,11,0,excellent
2193195,5.75,0,excellent
2194621,39,0,excellent
2195781,63,0,excellent
2196501,34,0,good
2197361,28,0,good
2198686,28,0,good
2199575,5.75,0,fair
2200651,51,0,excellent
2201486,24,0,excellent
2203446,12,0,good
2204281,16,0,excellent
2205832,59,0,excellent
2206256,9,0,good
2207591,43,0,excellent
2208621,41,0,good
2209421,20,0,excellent
2211311,10,0,excellent
2212616,2.5,0,good
2218261,11,0,excellent
2219255,0.45,0,
2220321,19,0,good
2221291,13,0,excellent
2222425,6.5,0,excellent
2223581,47,0,good
2224215,9,0,excellent
2226231,12,0,excellent
2227296,0.75,0,good
2228436,16,0,good
2229421,27,0,good
2230711,56,0,good
2232496,27,0,excellent
2235561,40,1,excellent
2237225,9,0,excellent
2238361,16,0,excellent
2242616,14,0,excellent
2246691,52,0,excellent
2247501,22,0,fair
2249411,23,0,excellent
2250596,8,0,good
2252496,13,0,excellent
2256431,29,0,good
2260661,37,0,excellent
2266405,4,0,poor
2268411,15,0,good
2270851,71,0,excellent
2272671,53,0,excellent
2273691,44,0,poor
2274225,3.5,0,excellent
2276244,0.75,0,excellent
2277506,19,0,very poor
2278553,18,0,fair
2280655,,0,good
2281616,35,0,good
2282431,15,0,good
2285351,15,0,good
2286421,20,0,good
2287554,12,0,fair
2288511,28,0,excellent
2289671,47,0,good
2290306,13,0,excellent
2292275,9,0,excellent
2294411,18,0,good
2296531,43,0,excellent
2297221,9,0,excellent
2298381,14,0,poor
2299651,42,0,good
2300541,32,0,excellent
2302541,34,0,good
2303465,17,0,good
2304511,25,0,good
2305481,16,0,fair
2306401,,0,excellent
2307264,5,0,excellent
2309591,45,0,excellent
2310431,31,0,excellent
2311205,2.5,0,good
2312496,13,0,excellent
2314732,13,0,excellent
2317486,28,0,good
2318566,25,0,excellent
2321421,29,0,excellent
2322215,6.5,0,excellent
2323671,45,0,excellent
2327642,47,1,fair
2328561,39,0,excellent
2330376,4,0,excellent
2333551,22,0,excellent
2334456,19,0,excellent
2335586,21,0,excellent
2337554,37,0,poor
2338195,4.5,0,excellent
2339381,11,0,excellent
2342326,17,0,excellent
2343271,12,0,excellent
2344281,9,0,excellent
2347261,16,0,excellent
2349521,38,0,excellent
2350195,5.45,0,excellent
2352296,16,0,good
2353373,5,0,excellent
2354381,18,0,excellent
2355521,18,0,excellent
2356606,19,0,excellent
2358331,15,0,good
2361411,12,0,excellent
2363391,15,0,good
2364441,9,0,excellent
2365386,14,0,excellent
2366361,14,0,excellent
2367561,43,0,good
2368446,12,0,good
2370396,21,0,good
2371312,1.5,0,good
2372802,38,0,excellent
2373376,9,0,good
2374284,3.5,0,good
2376421,29,0,excellent
2377541,26,0,excellent
2379611,19,0,excellent
2380466,12,0,good
2381381,21,0,good
2382301,16,0,good
2388281,10,0,good
2389501,13,0,excellent
2390491,25,0,good
2393341,13,0,good
2394813,,0,fair
2395381,15,0,fair
2397281,15,0,excellent
2398492,8,0,good
2401544,25,0,very poor
2402351,19,0,fair
2403491,19,0,excellent
2405331,14,0,excellent
2406541,28,0,excellent
2408506,37,0,good
2409671,52,0,excellent
2412491,28,0,excellent
2413411,20,0,good
2414511,18,0,fair
2416571,42,0,excellent
2422533,0.05,0,good
2423613,5,0,excellent
2425596,16,0,fair
2427431,19,0,excellent
2428344,7,0,fair
2429371,21,0,excellent
2430446,17,0,excellent
2431491,29,0,good
2433651,30,0,good
2434421,11,0,excellent
2435561,38,0,excellent
2437651,50,0,excellent
2438411,9,0,excellent
2439205,2.15,0,good
2440651,33,0,excellent
2442581,49,0,excellent
2449225,6,0,excellent
2451281,15,0,excellent
2453455,6.5,0,excellent
2457561,35,0,good
2460536,6.5,0,excellent
2461521,31,0,excellent
2462533,5.75,0,excellent
2463495,8,0,fair
2464481,13,0,excellent
2465606,15,0,good
2466445,25,0,excellent
2468481,27,0,excellent
2470335,6.5,0,excellent
2471586,,0,excellent
2472495,5.75,0,good
2473591,15,0,excellent
2478401,24,0,excellent
2479313,10,0,good
2480586,26,0,excellent
2482586,21,0,fair
2483563,23,0,excellent
2485465,6.5,0,good
2486245,6.5,0,excellent
2487583,13,0,excellent
2488453,18,0,excellent
2489561,26,0,good
2490501,32,0,excellent
2491261,15,0,good
2492401,19,0,excellent
2494291,10,0,excellent
2496271,13,0,good
2497286,5,0,fair
2499671,59,0,excellent
2500281,9,0,excellent
2501285,9,0,excellent
2502671,54,0,excellent
2503411,26,0,good
2504476,18,0,good
2505436,26,0,excellent
2506506,22,0,good
2507563,41,0,excellent
2508414,0.15,0,good
2510361,21,0,good
2512476,9,0,good
2514683,24,0,excellent
2515245,1.5,0,poor
2516782,62,0,excellent
2517611,44,0,excellent
2518321,15,0,excellent
2519493,13,0,good
2520291,14,0,fair
2524351,19,0,fair
2526551,35,0,excellent
2527611,14,0,excellent
2528285,0.45,0,good
2529781,47,0,good
2530373,5.05,0,good
2532553,17,0,fair
2533411,28,0,excellent
2534481,35,0,good
2536634,24,0,poor
2538381,8,0,good
2539331,14,0,fair
2541912,25,0,excellent
2542495,21,0,good
2543495,2.5,0,good
2544491,33,0,excellent
2547395,2.5,0,fair
2548661,47,0,excellent
2549605,1.15,0,excellent
2550291,15,0,excellent
2554441,26,0,good
2555255,9,0,excellent
2557351,18,0,good
2558261,12,0,excellent
2559361,22,0,excellent
2561493,5.75,0,excellent
2562645,13,0,excellent
2564501,19,0,excellent
2565561,37,0,excellent
2566692,7.5,0,excellent
2567461,25,0,good
2568441,10,0,excellent
2569551,40,0,excellent
2570381,25,0,excellent
2577576,12,0,excellent
2581443,1.75,0,good
2582441,19,0,good
2583291,10,0,good
2585571,39,0,excellent
2588496,15,0,good
2589535,6.5,0,excellent
2591556,10,1,excellent
2594431,14,0,good
2595533,15,0,excellent
2596391,22,0,excellent
2597631,9,0,excellent
2598385,0.15,0,good
2600415,2.5,0,excellent
2602436,16,0,good
2603411,23,0,excellent
2605456,14,0,excellent
2606331,17,0,excellent
2607495,14,0,good
2608691,56,0,excellent
2609225,7.5,0,excellent
2611571,33,0,excellent
2613456,20,0,excellent
2614361,10,0,excellent
2615546,10,0,good
2616381,19,0,excellent
2617245,7.5,0,excellent
2618441,18,0,excellent
2619511,31,0,excellent
2620791,67,0,excellent
2621593,37,0,good
2622321,17,0,good
2624575,2.5,0,fair
2625586,15,0,excellent
2629351,23,0,excellent
2630582,44,0,good
2631603,9,0,good
2632351,15,0,fair
2633215,1.15,0,excellent
2634401,25,0,excellent
2635305,5.45,0,fair
2637661,56,0,excellent
2638581,26,0,poor
2640441,20,0,excellent
2641401,15,0,good
2642411,27,0,good
2643741,61,0,excellent
2645415,1.5,0,good
2648596,37,0,excellent
2649375,23,0,excellent
2650431,10,0,excellent
2651661,28,0,good
2652493,5.75,0,good
2654745,22,0,excellent
2655275,5.75,0,good
2656616,24,0,excellent
2657451,24,0,excellent
2660401,19,0,good
2662482,13,1,excellent
2664241,12,0,excellent
2666271,6.5,0,excellent
2667431,28,0,excellent
2668501,20,0,excellent
2670301,14,0,good
2672556,15,0,excellent
2673591,30,0,good
2677431,32,0,good
2678485,10,0,good
2679701,32,0,excellent
2681396,24,0,excellent
2682456,20,0,excellent
2683531,18,0,good
2684336,5.15,0,good
2686633,28,0,good
2687386,4,0,good
2688461,25,0,excellent
2690361,18,0,excellent
2692511,35,0,excellent
2695451,34,0,good
2697631,41,0,excellent
2698556,24,0,good
2700391,19,0,excellent
2702381,9,0,excellent
2703281,16,0,excellent
2704721,40,0,poor
2705406,16,0,good
2707494,9,0,good
2710455,13,0,excellent
2711361,12,0,fair
2712505,35,0,excellent
2713461,25,0,excellent
2714781,58,1,excellent
2716696,20,0,good
2717481,15,1,fair
2719291,14,0,good
2722205,2.75,0,excellent
2723611,46,0,excellent
2724356,14,0,good
2725295,6.5,0,excellent
2726401,16,0,good
2729365,15,0,good
2730501,32,0,excellent
2732375,2.5,0,fair
2733643,27,0,excellent
2735421,19,0,good
2736284,15,0,fair
2737331,15,0,excellent
2739513,5,0,good
2740543,31,0,good
2741471,36,0,good
2744281,16,0,excellent
2745305,9,0,fair
2746506,5,0,good
2747491,38,0,good
2749481,11,0,excellent
2751461,31,0,excellent
2753551,39,0,excellent
2754692,47,0,fair
2756231,11,0,fair
2757531,38,0,good
2758456,11,0,excellent
2759424,7.5,0,excellent
2762355,18,0,excellent
2763486,21,0,excellent
2764561,28,0,excellent
2765291,20,0,excellent
2766495,19,0,excellent
2768761,58,0,excellent
2769621,43,0,excellent
2771331,10,0,excellent
2773391,12,0,good
2775495,27,0,excellent
2776351,21,0,excellent
2777215,6.5,0,excellent
2778431,27,0,excellent
2780461,33,0,good
2781773,17,0,good
2783571,43,0,excellent
2784335,13,0,good
2785271,11,0,excellent
2786666,28,0,excellent
2788351,13,0,excellent
2789491,5.15,0,good
2791391,7,0,good
2792381,19,0,excellent
2793416,7.5,0,excellent
2794335,5.15,0,fair
2795343,2.5,0,fair
2796782,55,1,excellent
2797496,34,0,excellent
2798711,59,0,good
2799525,18,0,good
2800266,14,0,excellent
2802655,46,0,excellent
2803531,40,0,good
2806576,7.5,0,good
2808495,25,0,excellent
2809516,9,0,excellent
2810195,5.15,0,excellent
2811741,49,0,excellent
2812441,33,0,excellent
2813321,12,0,good
2814495,7.5,0,good
2817571,28,0,good
2818471,28,0,good
2819881,63,0,excellent
2820571,41,0,excellent
2822526,22,0,excellent
2824553,22,0,excellent
2825881,4.75,0,excellent
2826321,23,0,good
2828511,23,0,excellent
2832291,16,0,excellent
2833505,9,0,good
2834301,18,0,good
2836511,38,0,excellent
2839411,29,0,excellent
2840371,25,0,good
2841235,7,0,excellent
2842781,57,0,excellent
2843431,26,0,excellent
2844291,7,0,good
2845381,9,0,excellent
2846315,7.5,0,good
2847371,20,0,excellent
2848761,59,0,excellent
2850731,26,0,excellent
2852225,6.5,0,good
2853301,14,0,excellent
2854401,9,0,good
2855671,54,0,excellent
2857341,2.45,0,good
2859286,11,0,excellent
2861215,5.75,0,good
2863466,16,0,fair
2866471,28,0,good
2868606,29,0,excellent
2869721,25,0,excellent
2871516,9,0,excellent
2872503,20,0,excellent
2874421,20,0,excellent
2876526,13,0,fair
2877411,23,0,fair
2878781,29,0,excellent
2880391,18,0,excellent
2881561,47,0,good
2883461,17,0,good
2884681,51,0,good
2885256,14,0,good
2887261,14,0,good
2890236,5.5,0,good
2891361,1.75,0,excellent
2892291,,0,excellent
2893255,5.15,0,excellent
2895566,41,0,excellent
2897401,15,0,excellent
2898641,40,0,excellent
2901465,0.05,0,excellent
2902291,11,0,excellent
2903453,15,0,excellent
2904546,17,0,excellent
2905436,15,0,fair
2906325,7.5,0,good
2907761,54,1,excellent
2908413,5.15,0,excellent
2910801,65,0,excellent
2913266,13,0,excellent
2915356,3.5,0,good
2917751,58,0,good
2918525,10,0,excellent
2919505,27,0,good
2920513,11,0,excellent
2923486,24,0,excellent
2924471,29,0,excellent
2925235,10,0,excellent
2926403,1.5,0,excellent
2928503,1.5,0,fair
2929295,18,0,excellent
2931391,18,0,excellent
2932541,33,0,good
2934316,16,0,good
2935476,12,0,excellent
2936265,6.5,0,excellent
2937511,36,0,excellent
2939601,45,0,poor
2940495,1.45,0,good
2941421,28,0,very poor
2942506,26,0,good
2943451,29,0,good
2944772,66,0,excellent
2945701,27,0,excellent
2947543,18,0,excellent
2948394,22,0,poor
2949755,19,0,excellent
2950445,6.5,0,fair
2958495,12,0,fair
2959235,2.5,0,good
2961446,14,0,excellent
2962421,7.5,0,good
2963351,19,0,excellent
2964195,7,0,good
2965291,16,0,excellent
2967381,14,0,excellent
2968566,34,0,excellent
2969211,10,0,good
2970391,22,0,excellent
2971315,0.75,0,good
2972195,6.5,0,excellent
2973265,14,0,fair
2974271,17,0,excellent
2975453,3.5,0,excellent
2976481,33,0,good
2977341,13,0,good
2978391,21,0,excellent
2979633,0.75,0,excellent
2980466,17,0,excellent
2982581,24,0,excellent
2983365,0.75,0,fair
2984311,14,0,good
2985453,18,0,fair
2986301,6,0,very poor
2987583,46,0,good
2988441,15,0,fair
2989771,59,0,excellent
2990611,39,0,good
2991315,4,0,fair
2992381,19,0,good
2995451,34,0,excellent
2997563,6,0,good
3000751,60,0,excellent
3004285,0.45,0,fair
3005451,11,0,excellent
3006481,30,0,good
3007443,5,0,good
3008511,28,0,excellent
3009346,11,0,excellent
3010291,17,0,excellent
3012503,5.75,0,excellent
3013891,69,0,excellent
3014445,5.15,0,good
3015621,47,0,excellent
3016311,18,0,good
3021321,20,0,excellent
3022245,6.5,0,fair
3023281,11,0,good
3024391,21,0,good
3025406,4.5,0,good
3026461,35,0,good
3027506,13,0,excellent
3028411,27,0,good
3029471,23,0,good
3030281,9,0,excellent
3031421,17,0,excellent
3035195,0.45,0,good
3037375,6.5,0,excellent
3038731,39,0,excellent
3039731,23,0,excellent
3041271,16,0,excellent
3042661,39,0,excellent
3043445,2.45,0,good
3044225,2.5,0,fair
3046291,17,0,good
3047205,3.5,0,excellent
3048341,22,0,excellent
3049611,45,0,good
3050761,56,0,excellent
3052421,22,0,excellent
3055331,18,0,excellent
3056401,27,0,excellent
3057321,14,0,excellent
3060291,16,0,excellent
3062505,0.75,0,fair
3063561,26,1,good
3064321,15,0,excellent
3066491,7.5,0,excellent
3068681,56,0,good
3069521,32,0,excellent
3070361,13,0,excellent
3071566,38,0,excellent
3072336,9,0,good
3073301,11,0,excellent
3076341,17,0,excellent
3077584,39,0,poor
3078205,5.75,0,fair
3079225,4.5,0,excellent
3081821,57,0,good
3083461,15,0,excellent
3084662,45,1,good
3085491,10,0,excellent
3089355,6.5,0,excellent
3090271,9,0,excellent
3091591,38,1,excellent
3092431,25,0,excellent
3095381,19,0,excellent
3097321,14,0,excellent
3098574,42,0,good
3099405,2.5,0,fair
3100236,4,0,excellent
3101251,12,0,excellent
3102591,45,0,fair
3105381,20,0,good
3107281,16,0,excellent
3111281,12,0,excellent
3112501,24,0,fair
3113531,18,0,good
3115366,37,0,excellent
3116381,25,0,excellent
3117445,9,0,fair
3119215,5.5,0,fair
3121421,9,0,excellent
3124406,7,0,fair
3126421,21,0,good
3127401,24,0,excellent
3128383,7.5,0,fair
3129215,5.75,0,excellent
3130391,23,0,fair
3131481,27,0,good
3132476,27,0,excellent
3133366,5.45,0,excellent
3134461,31,0,good
3135555,41,0,good
3136526,31,0,good
3137621,51,0,good
3140275,9,0,good
3141525,17,0,fair
3142344,15,0,good
3144606,17,0,excellent
3145421,22,0,excellent
3146671,44,0,excellent
3148455,6.5,0,excellent
3149823,6.5,0,excellent
3150431,30,0,good
3151641,51,0,excellent
3152471,34,0,fair
3155321,18,0,excellent
3156215,6.5,0,excellent
3157321,16,0,excellent
3158551,39,0,excellent
3159331,20,0,excellent
3160406,11,0,good
3161361,10,0,good
3162441,13,0,excellent
3164325,11,0,fair
3167563,9,0,excellent
3168236,4,0,excellent
3169695,4,1,fair
3170471,22,0,excellent
3172341,14,0,good
3173761,49,1,excellent
3175641,52,0,good
3176561,45,0,excellent
3178671,37,0,excellent
3179681,55,0,good
3180591,18,0,excellent
3181623,31,0,excellent
3182513,5.45,0,excellent
3184401,22,0,fair
3186481,35,0,excellent
3187491,19,0,excellent
3188345,9,0,fair
3190285,7.5,0,good
3194231,10,0,excellent
3198566,7,0,good
3200215,5.45,0,fair
3201581,31,0,excellent
3202821,66,0,excellent
3206366,9,0,excellent
3207281,9,0,excellent
3208691,53,0,excellent
3209205,6.5,0,good
3210466,14,0,good
3211225,5,0,excellent
3212361,11,0,fair
3213692,59,0,excellent
3215271,13,0,good
3217235,5.05,0,good
3223501,38,0,good
3224241,11,0,good
3225411,28,0,excellent
3226271,10,0,excellent
3227752,7.5,0,good
3229381,27,0,excellent
3230225,0.05,0,excellent
3231331,20,0,excellent
3234391,27,0,excellent
3235281,13,0,excellent
3237261,10,0,excellent
3238445,9,0,excellent
3239721,58,0,good
3241291,16,0,excellent
3242205,7.5,0,good
3244431,29,0,fair
3245543,12,0,excellent
3246381,21,0,excellent
3250561,38,0,excellent
3251692,0.75,0,fair
3253415,5,0,excellent
3255515,11,0,good
3259601,18,0,excellent
3261401,27,0,good
3262471,21,0,good
3263446,32,0,excellent
3266586,,0,
3267411,26,0,excellent
3268461,32,0,good
3269401,20,0,good
3271461,30,0,excellent
3272545,6.5,0,good
3273445,5.15,0,excellent
3275291,16,0,excellent
3276561,45,0,good
3277771,36,0,excellent
3280562,0.45,0,good
3281506,25,0,excellent
3284593,38,0,excellent
3285411,20,0,poor
3286396,14,0,excellent
3287256,7,0,good
3289441,21,0,excellent
3291591,17,0,excellent
3292772,16,0,excellent
3293496,11,0,excellent
3298555,14,0,fair
3300751,46,0,excellent
3301411,22,0,excellent
3303271,14,0,good
3304235,1.5,0,good
3306371,24,0,excellent
3307375,15,0,excellent
3308311,14,0,excellent
3309481,35,0,excellent
3310241,11,0,excellent
3312261,10,0,excellent
3314235,9,0,good
3315411,29,0,good
3317401,29,0,excellent
3319473,21,0,fair
3321401,27,0,good
3322441,30,0,excellent
3324701,35,0,good
3327431,18,0,good
3328441,30,0,good
3329285,9,0,good
3330732,60,0,excellent
3332271,14,0,excellent
3333215,0.05,0,fair
3335321,12,0,excellent
3336706,37,0,good
3338241,12,0,excellent
3339456,26,0,excellent
3343651,53,0,excellent
3344521,39,0,good
3345295,13,0,excellent
3348643,17,0,excellent
3349375,6.5,0,good
3351401,16,0,fair
3354341,16,0,excellent
3355301,13,0,excellent
3356271,12,0,good
3357661,46,0,excellent
3358441,12,0,excellent
3359801,60,0,good
3361453,15,0,excellent
3362591,24,0,excellent
3363561,30,0,excellent
3364501,25,0,good
3365741,63,0,good
3366306,11,0,excellent
3367605,29,0,good
3369591,43,0,good
3373441,15,0,good
3374456,17,0,excellent
3378341,12,0,excellent
3380321,18,0,good
3381802,65,0,excellent
3382804,30,0,good
3383301,16,0,excellent
3384581,21,0,excellent
3385711,16,0,excellent
3387391,22,0,excellent
3389606,43,0,good
3390511,28,0,good
3391295,0.15,0,excellent
3392501,39,0,excellent
3395401,9,0,good
3396426,17,0,good
3397265,6.5,0,good
3399561,24,0,excellent
3401521,31,0,excellent
3404321,19,0,good
3406281,13,0,excellent
3407281,17,0,excellent
3408205,2.5,0,fair
3409311,7.5,0,good
3410265,4,0,excellent
3411281,9,0,good
3413541,14,0,good
3414471,22,0,fair
3415791,45,0,excellent
3416225,9,0,good
3418301,13,0,good
3419225,2.5,0,good
3420501,29,0,good
3424583,8,1,fair
3425351,13,0,excellent
3427495,5.05,0,good
3429421,27,0,excellent
3431211,9,0,excellent
3432215,6.5,0,excellent
3434741,62,0,good
3435511,24,0,good
3436321,14,0,excellent
3439471,27,0,excellent
3443611,49,0,excellent
3444456,9,0,excellent
3445416,22,0,excellent
3446513,14,0,fair
3450311,22,0,excellent
3453341,15,0,good
3454546,14,0,fair
3458581,20,0,good
3460195,3.75,0,fair
3461275,11,0,good
3462371,14,0,good
3464376,11,0,good
3468741,61,0,excellent
3469346,5,0,good
3472321,16,0,excellent
3475471,34,0,excellent
3476445,1.5,0,good
3477401,26,0,good
3478535,6.5,0,excellent
3479321,14,0,excellent
3480226,5,0,excellent
3483611,49,0,excellent
3484361,11,0,excellent
3485543,16,0,good
3486341,23,0,excellent
3487661,50,0,excellent
3488485,25,0,excellent
3490381,20,0,excellent
3491361,25,0,good
3492545,28,0,excellent
3494271,12,0,excellent
3496531,20,0,excellent
3497476,23,0,good
3498401,13,0,excellent
3500381,20,0,excellent
3501661,54,0,good
3505551,31,0,excellent
3506651,45,0,excellent
3508351,12,0,excellent
3509291,15,0,excellent
3511271,10,0,excellent
3512195,5.75,0,excellent
3513671,55,0,excellent
3515561,34,0,excellent
3516641,49,0,excellent
3517255,5,0,fair
3518553,30,0,good
3520375,1.5,0,good
3521541,30,0,excellent
3524281,15,0,good
3526335,0.15,0,excellent
3528551,31,0,excellent
3530391,24,0,good
3532465,6.5,0,good
3535676,16,0,excellent
3536365,0.15,0,fair
3537861,28,0,excellent
3540311,20,0,excellent
3541521,37,0,excellent
3543225,9,0,excellent
3547415,0.75,0,excellent
3548505,25,0,good
3549425,0.15,0,good
3550861,37,0,excellent
3551483,12,0,excellent
3552321,17,0,excellent
3553445,6.5,0,good
3554671,52,0,excellent
3555205,0.05,0,excellent
3557522,,0,excellent
3558553,19,0,excellent
3559361,12,0,excellent
3561443,5.5,0,fair
3563881,42,0,excellent
3564591,39,0,excellent
3565245,11,0,excellent
3566493,6,0,excellent
3568193,5.45,0,excellent
3569311,19,0,excellent
3571246,8,0,fair
3576651,54,0,good
3577445,33,0,good
3579571,21,0,good
3582506,31,0,excellent
3583571,45,0,excellent
3584485,5,0,excellent
3586365,0.75,0,good
3588486,23,0,good
3591375,7.5,0,good
3592266,10,0,fair
3593355,20,0,excellent
3594441,32,0,fair
3596326,7.5,0,good
3598491,37,0,excellent
3599411,29,0,good
3600205,9,0,excellent
3601366,20,0,excellent
3602451,28,0,excellent
3603451,,0,excellent
3604311,18,0,excellent
3605511,28,0,excellent
3606295,11,0,good
3607516,16,0,excellent
3609351,17,0,excellent
3610311,17,0,excellent
3611361,9,0,excellent
3613386,13,0,good
3615423,5.45,0,excellent
3616701,59,0,excellent
3617411,24,0,excellent
3618561,42,0,excellent
3619411,16,0,good
3622666,13,0,good
3623351,16,0,excellent
3625311,21,0,excellent
3626301,19,0,excellent
3628296,14,0,excellent
3630791,63,0,good
3632653,48,0,good
3634581,24,0,good
3635255,2.5,0,good
3638371,1.75,0,poor
3639315,9,0,excellent
3643584,40,0,excellent
3644396,11,0,good
3645255,5.75,0,excellent
3646495,12,0,good
3647521,29,0,excellent
3649511,29,0,fair
3650431,20,0,excellent
3651501,37,0,fair
3657561,24,0,poor
3658711,56,0,excellent
3659523,31,0,excellent
3660426,13,0,good
3661281,8,0,poor
3662912,13,0,excellent
3663613,15,0,excellent
3665205,2.5,0,excellent
3666235,0.15,0,excellent
3667552,38,0,good
3668296,9,0,excellent
3671501,37,0,good
3673441,15,0,excellent
3674446,14,0,good
3676534,1.5,0,fair
3678386,25,0,excellent
3679261,11,0,good
3681446,13,0,excellent
3682731,,0,excellent
3683281,9,0,good
3684471,27,0,excellent
3686291,18,0,good
3688703,10,0,good
3689341,17,0,excellent
3690466,18,0,good
3693711,48,0,excellent
3695346,6,0,fair
3700581,25,0,excellent
3701251,14,0,excellent
3702371,16,0,good
3703801,59,0,excellent
3705411,23,0,excellent
3706401,9,0,good
3707656,30,0,excellent
3710375,4,0,fair
3711551,26,0,good
3713335,5.45,0,poor
3715435,1.5,0,poor
3716301,22,0,excellent
3717601,36,0,excellent
3718681,19,0,poor
3719281,13,0,excellent
3720492,5.75,0,excellent
3723591,41,0,fair
3724331,10,0,excellent
3725655,6,0,good
3727751,47,0,good
3728652,45,0,excellent
3731315,5.45,0,excellent
3732301,13,0,good
3733373,0.05,0,fair
3734661,52,0,fair
3735326,23,0,fair
3736501,32,0,good
3737521,28,0,excellent
3741436,,0,good
3742576,13,0,good
3743291,9,0,excellent
3744371,18,0,excellent
3745286,15,0,good
3746371,27,0,good
3747351,20,0,excellent
3749361,16,0,excellent
3752802,5,0,excellent
3754601,47,0,excellent
3756501,,0,excellent
3757616,22,0,excellent
3760235,5.15,0,good
3761321,22,0,excellent
3763501,0.75,0,excellent
3765215,3.45,0,excellent
3766424,9,0,good
3767711,60,0,excellent
3768361,15,0,good
3769215,6.5,0,good
3770411,22,0,good
3772281,10,0,fair
3773233,11,0,excellent
3774591,47,0,good
3777631,32,0,excellent
3778515,6.5,0,good
3779621,50,0,good
3782331,15,0,excellent
3784205,6.5,0,good
3787205,5.05,0,excellent
3788441,11,0,good
3789451,30,0,excellent
3790321,15,0,excellent
