,caseid_new,married_w1,children_in_hh,age_difference,age_gap_bin_0_to_3,age_gap_bin_4_to_5,age_gap_bin_6_to_10,age_gap_bin_11_to_20,age_gap_bin_>=20,race_gap,religious_gap,same_sex_couple,parental_approval,edu_gap,edu_gap_bin_0_to_2,edu_gap_bin_3_to_4,edu_gap_bin_5_to_6,edu_gap_bin_>6,met_online,met_at_work,met_at_school,met_at_church,met_travel,met_social,met_party,met_f_and_f,met_as_neighbors,met_public_space,met_offline_dating,met_other,how_met_count,relationship_len,partner_deceased,relationship_quality_w1_excellent,relationship_quality_w1_fair,relationship_quality_w1_good,relationship_quality_w1_poor,relationship_quality_w1_very poor
573,898456,0,0,0.0,1,0,0,0,0,0,1,1,1,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,14.0,0,1,0,0,0,0
574,899246,0,0,9.0,0,0,1,0,0,0,0,0,0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,6.5,0,0,1,0,0,0
575,900391,1,1,4.0,0,1,0,0,0,1,0,0,1,1.0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,3,17.0,0,1,0,0,0,0
576,901691,1,0,9.0,0,0,1,0,0,0,1,0,0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,44.0,0,1,0,0,0,0
577,902521,0,0,11.0,0,0,0,1,0,1,0,0,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,11.0,0,1,0,0,0,0
578,903206,0,1,0.0,1,0,0,0,0,0,0,1,0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,8.0,0,1,0,0,0,0
579,904751,1,0,7.0,0,0,1,0,0,0,0,0,0,4.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,27.0,0,1,0,0,0,0
580,905491,1,0,3.0,1,0,0,0,0,0,0,0,1,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,24.0,0,1,0,0,0,0
581,906593,0,0,19.0,0,0,0,1,0,1,1,0,0,2.0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,3,0.45,0,0,1,0,0,0
582,907301,1,0,2.0,1,0,0,0,0,1,1,0,1,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,13.0,0,1,0,0,0,0
583,909792,0,0,20.0,0,0,0,1,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,10.0,1,1,0,0,0,0
584,910521,1,0,1.0,1,0,0,0,0,0,0,0,0,4.0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,3,15.0,0,0,1,0,0,0
585,918235,0,0,1.0,1,0,0,0,0,0,1,0,1,0.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,1.15,0,0,0,1,0,0
586,919582,1,0,14.0,0,0,0,1,0,1,1,0,0,6.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,27.0,1,1,0,0,0,0
587,922591,1,0,1.0,1,0,0,0,0,1,1,0,0,4.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,3,29.0,0,1,0,0,0,0
588,923466,0,0,1.0,1,0,0,0,0,1,1,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,21.0,0,0,0,1,0,0
589,924602,0,0,3.0,1,0,0,0,0,0,1,0,0,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,45.0,0,0,0,1,0,0
590,926551,1,0,7.0,0,0,1,0,0,0,1,0,1,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,30.0,0,1,0,0,0,0
591,928523,0,0,3.0,1,0,0,0,0,0,1,0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.05,0,1,0,0,0,0
592,932566,0,0,6.0,0,0,1,0,0,0,1,1,1,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5.45,0,1,0,0,0,0
593,934261,1,1,9.0,0,0,1,0,0,0,1,0,1,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,10.0,0,1,0,0,0,0
594,935521,1,1,13.0,0,0,0,1,0,1,1,0,1,3.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,11.0,0,0,0,1,0,0
595,939441,1,0,1.0,1,0,0,0,0,0,0,0,0,4.0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,3,32.0,0,0,1,0,0,0
596,942656,1,0,15.0,0,0,0,1,0,0,0,1,0,0.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,30.0,0,1,0,0,0,0
597,943441,1,2,6.0,0,0,1,0,0,0,1,0,1,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,18.0,0,1,0,0,0,0
598,944531,1,1,3.0,1,0,0,0,0,0,0,0,1,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,18.0,0,1,0,0,0,0
599,945665,0,1,11.0,0,0,0,1,0,0,1,0,0,1.0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,3,27.0,0,1,0,0,0,0
600,946371,1,2,7.0,0,0,1,0,0,1,0,0,1,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,24.0,0,0,0,1,0,0
601,948531,1,0,7.0,0,0,1,0,0,0,1,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,31.0,1,1,0,0,0,0
602,951271,1,0,4.0,0,1,0,0,0,1,0,0,1,0.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,14.0,0,1,0,0,0,0
603,952371,1,0,8.0,0,0,1,0,0,0,1,0,0,4.0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,3,10.0,0,0,0,1,0,0
604,953681,1,0,8.0,0,0,1,0,0,0,1,0,0,3.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,40.0,0,1,0,0,0,0
605,954702,0,0,9.0,0,0,1,0,0,0,1,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,15.0,0,0,0,1,0,0
606,956591,1,0,2.0,1,0,0,0,0,0,1,0,1,1.0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,30.0,0,0,0,1,0,0
607,959381,1,0,5.0,0,1,0,0,0,0,0,0,1,5.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,15.0,0,0,0,1,0,0
608,960593,1,0,30.0,0,0,0,0,1,1,1,0,1,1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,12.0,0,0,0,1,0,0
609,963573,0,0,15.0,0,0,0,1,0,0,0,1,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,8.0,0,0,0,0,1,0
610,965575,0,0,17.0,0,0,0,1,0,0,1,1,0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,21.0,0,0,1,0,0,0
611,966351,1,2,1.0,1,0,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,26.0,0,0,0,1,0,0
612,967663,1,0,0.0,1,0,0,0,0,0,0,0,0,3.0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,3,50.0,0,0,0,1,0,0
613,971831,1,0,2.0,1,0,0,0,0,0,1,0,0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,60.0,0,1,0,0,0,0
614,972391,1,0,20.0,0,0,0,1,0,0,1,1,1,0.0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,3,12.0,0,1,0,0,0,0
615,973581,1,0,20.0,0,0,0,1,0,0,0,1,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0,0,1,0,0,0,0
616,974591,1,0,7.0,0,0,1,0,0,0,0,0,1,1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,30.0,0,1,0,0,0,0
617,976531,1,0,0.0,1,0,0,0,0,0,1,0,1,1.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,43.0,0,1,0,0,0,0
618,977741,1,0,4.0,0,1,0,0,0,0,0,0,0,0.0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,3,59.0,0,0,1,0,0,0
619,978651,1,0,4.0,0,1,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,53.0,0,1,0,0,0,0
620,979711,1,0,5.0,0,1,0,0,0,0,0,0,0,9.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,54.0,0,1,0,0,0,0
621,982591,1,0,12.0,0,0,0,1,0,0,1,0,1,4.5,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,3,9.0,0,1,0,0,0,0
622,983661,1,0,10.0,0,0,1,0,0,0,0,0,1,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,19.0,0,1,0,0,0,0
623,984451,1,0,7.0,0,0,1,0,0,0,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,33.0,0,0,0,1,0,0
624,985571,1,0,1.0,1,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,40.0,0,0,0,1,0,0
625,986481,1,0,2.0,1,0,0,0,0,0,1,0,1,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,38.0,0,0,0,1,0,0
626,987411,1,0,1.0,1,0,0,0,0,0,0,0,0,4.0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,24.0,0,1,0,0,0,0
627,989215,0,2,2.0,1,0,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,11.0,0,1,0,0,0,0
628,990636,0,0,1.0,1,0,0,0,0,0,1,1,0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,28.0,0,1,0,0,0,0
629,991466,0,0,2.0,1,0,0,0,0,0,1,0,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,11.0,0,0,0,1,0,0
630,992341,1,0,2.0,1,0,0,0,0,0,1,0,1,0.0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,3,14.0,0,0,0,1,0,0
631,995656,1,0,5.0,0,1,0,0,0,0,1,1,0,4.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,17.0,0,0,0,1,0,0
632,998391,1,1,6.0,0,0,1,0,0,0,0,0,1,3.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,14.0,0,1,0,0,0,0
633,999231,1,2,4.0,0,1,0,0,0,0,1,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,9.0,0,0,0,1,0,0
634,1000561,1,0,2.0,1,0,0,0,0,0,1,0,1,0.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,39.0,0,1,0,0,0,0
635,1001791,1,0,1.0,1,0,0,0,0,1,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,58.0,0,0,0,1,0,0
636,1003291,1,2,2.0,1,0,0,0,0,0,1,0,1,0.0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,3,15.0,0,1,0,0,0,0
637,1004741,1,0,2.0,1,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,62.0,0,0,0,1,0,0
638,1005421,1,1,0.0,1,0,0,0,0,0,1,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,27.0,0,0,1,0,0,0
639,1006611,1,0,4.0,0,1,0,0,0,0,1,0,0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,30.0,0,1,0,0,0,0
640,1008275,1,0,5.0,0,1,0,0,0,0,1,0,1,4.0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,10.0,0,1,0,0,0,0
641,1009361,1,0,2.0,1,0,0,0,0,1,1,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,12.0,0,1,0,0,0,0
642,1010732,1,0,5.0,0,1,0,0,0,0,1,0,0,4.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,51.0,1,0,0,1,0,0
643,1011511,1,0,6.0,0,0,1,0,0,0,1,0,1,0.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,19.0,0,1,0,0,0,0
644,1013451,1,0,6.0,0,0,1,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,26.0,0,1,0,0,0,0
645,1015371,1,0,3.0,1,0,0,0,0,0,1,0,1,1.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,21.0,0,1,0,0,0,0
646,1017606,1,0,2.0,1,0,0,0,0,1,1,1,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,37.0,0,1,0,0,0,0
647,1018641,1,0,2.0,1,0,0,0,0,0,1,0,0,1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,49.0,0,0,0,1,0,0
648,1021791,1,0,2.0,1,0,0,0,0,0,1,0,0,0.0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,4,64.0,0,0,0,1,0,0
649,1022721,1,0,3.0,1,0,0,0,0,0,1,0,0,4.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,45.0,0,1,0,0,0,0
650,1023721,1,0,1.0,1,0,0,0,0,0,1,0,0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,59.0,0,1,0,0,0,0
651,1024643,0,0,8.0,0,0,1,0,0,0,0,0,0,3.0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,3,21.0,0,1,0,0,0,0
652,1026381,1,0,6.0,0,0,1,0,0,0,1,0,1,4.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,12.0,0,0,0,1,0,0
653,1029571,1,0,0.0,1,0,0,0,0,0,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,43.0,1,1,0,0,0,0
654,1030441,1,0,0.0,1,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,29.0,0,1,0,0,0,0
655,1031721,1,0,2.0,1,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,21.0,0,1,0,0,0,0
656,1033811,1,0,17.0,0,0,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,43.0,0,1,0,0,0,0
657,1034483,0,3,9.0,0,0,1,0,0,0,1,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,22.0,0,1,0,0,0,0
658,1035596,0,0,8.0,0,0,1,0,0,0,1,1,0,1.0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,3,24.0,0,1,0,0,0,0
659,1036721,1,0,10.0,0,0,1,0,0,0,0,0,0,4.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,21.0,0,1,0,0,0,0
660,1037633,0,0,1.0,1,0,0,0,0,0,1,0,0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5.75,0,0,0,1,0,0
661,1038241,0,2,1.0,1,0,0,0,0,0,1,0,0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,15.0,0,0,1,0,0,0
662,1039481,1,1,2.0,1,0,0,0,0,0,1,0,1,1.0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,36.0,0,1,0,0,0,0
663,1040361,1,0,4.0,0,1,0,0,0,1,1,0,1,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,9.0,0,1,0,0,0,0
664,1041291,1,0,0.0,1,0,0,0,0,0,0,0,1,1.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,10.0,0,1,0,0,0,0
665,1043811,1,0,4.0,0,1,0,0,0,0,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,65.0,0,1,0,0,0,0
666,1044601,1,0,0.0,1,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,47.0,0,1,0,0,0,0
667,1045611,1,0,6.0,0,0,1,0,0,0,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,3,50.0,0,1,0,0,0,0
668,1046321,1,0,4.0,0,1,0,0,0,0,1,0,1,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,16.0,0,1,0,0,0,0
669,1048266,0,0,3.0,1,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,7.5,0,1,0,0,0,0
670,1050395,0,0,3.0,1,0,0,0,0,0,0,1,0,2.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,15.0,0,0,0,1,0,0
671,1052595,0,0,21.0,0,0,0,0,1,1,1,1,0,3.0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,21.0,0,1,0,0,0,0
672,1057782,1,0,1.0,1,0,0,0,0,0,1,0,0,2.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,48.0,0,0,0,0,0,0
673,1058195,0,3,4.0,0,1,0,0,0,0,0,0,1,4.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.45,0,0,0,1,0,0
674,1059286,0,0,1.0,1,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,3,13.0,0,1,0,0,0,0
675,1061491,1,0,7.0,0,0,1,0,0,0,0,0,0,2.0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,38.0,0,1,0,0,0,0
676,1062551,1,0,2.0,1,0,0,0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,32.0,0,1,0,0,0,0
677,1064496,0,0,0.0,1,0,0,0,0,0,0,0,0,2.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.5,0,0,0,1,0,0
678,1069616,0,0,1.0,1,0,0,0,0,1,0,1,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,10.0,0,1,0,0,0,0
679,1073351,1,2,5.0,0,1,0,0,0,0,0,0,0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,14.0,0,0,0,1,0,0
680,1074381,1,2,3.0,1,0,0,0,0,0,1,0,1,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,29.0,0,0,0,1,0,0
681,1075832,1,0,2.0,1,0,0,0,0,0,0,0,0,7.5,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,2,70.0,0,0,1,0,0,0
682,1076291,1,0,2.0,1,0,0,0,0,0,1,0,1,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,15.0,0,1,0,0,0,0
683,1078631,1,0,18.0,0,0,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,32.0,0,1,0,0,0,0
684,1079255,0,0,1.0,1,0,0,0,0,0,1,0,1,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,7.5,0,1,0,0,0,0
685,1080831,1,0,1.0,1,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,60.0,0,1,0,0,0,0
686,1083446,0,0,6.0,0,0,1,0,0,0,0,1,1,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,22.0,0,1,0,0,0,0
687,1084706,0,0,26.0,0,0,0,0,1,0,0,1,0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,21.0,0,1,0,0,0,0
688,1085626,0,0,13.0,0,0,0,1,0,0,0,1,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,10.0,0,0,0,1,0,0
689,1087551,1,0,2.0,1,0,0,0,0,0,1,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,40.0,0,1,0,0,0,0
690,1090535,0,0,2.0,1,0,0,0,0,0,1,1,1,3.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,8.0,0,1,0,0,0,0
691,1091712,0,0,7.0,0,0,1,0,0,0,0,0,0,1.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,9.0,0,1,0,0,0,0
692,1092291,1,1,1.0,1,0,0,0,0,0,1,0,1,3.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,12.0,0,1,0,0,0,0
693,1093441,1,0,1.0,1,0,0,0,0,0,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,12.0,0,1,0,0,0,0
694,1094453,0,0,5.0,0,1,0,0,0,0,1,0,1,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,19.0,0,0,0,1,0,0
695,1096341,1,2,4.0,0,1,0,0,0,0,0,0,1,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,15.0,0,1,0,0,0,0
696,1097281,1,1,1.0,1,0,0,0,0,0,0,0,1,1.0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,10.0,0,1,0,0,0,0
697,1098406,0,0,10.0,0,0,1,0,0,0,1,1,1,0.0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,4,9.0,0,0,0,1,0,0
698,1099651,1,0,3.0,1,0,0,0,0,0,1,0,0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,50.0,0,1,0,0,0,0
699,1100361,1,2,2.0,1,0,0,0,0,0,0,0,1,8.0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,2,20.0,0,1,0,0,0,0
700,1101471,1,0,4.0,0,1,0,0,0,0,0,0,1,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,34.0,0,0,0,1,0,0
701,1103641,1,0,12.0,0,0,0,1,0,0,1,0,0,0.0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,36.0,0,1,0,0,0,0
702,1104541,1,0,2.0,1,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,39.0,0,1,0,0,0,0
703,1105706,0,0,3.0,1,0,0,0,0,0,1,1,0,0.0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,3,25.0,0,0,0,1,0,0
704,1106521,1,0,3.0,1,0,0,0,0,0,1,0,1,0.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,37.0,0,0,0,0,1,0
705,1109341,1,2,2.0,1,0,0,0,0,0,0,0,1,2.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,20.0,0,1,0,0,0,0
706,1110421,1,2,4.0,0,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,27.0,0,1,0,0,0,0
707,1111291,1,0,12.0,0,0,0,1,0,1,0,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6.0,0,0,1,0,0,0
708,1112651,1,0,4.0,0,1,0,0,0,0,0,0,0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.0,0,1,0,0,0,0
709,1113205,0,1,0.0,1,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,9.0,0,1,0,0,0,0
710,1114781,1,0,1.0,1,0,0,0,0,0,0,0,0,10.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,49.0,0,1,0,0,0,0
711,1115241,1,1,3.0,1,0,0,0,0,0,1,0,1,3.0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,11.0,0,1,0,0,0,0
712,1118711,1,0,0.0,1,0,0,0,0,0,1,0,0,1.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,38.0,0,1,0,0,0,0
713,1119781,1,0,6.0,0,0,1,0,0,0,0,1,0,4.5,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,2,50.0,0,1,0,0,0,0
714,1121235,0,0,11.0,0,0,0,1,0,0,0,0,0,2.0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,4,2.75,0,0,0,1,0,0
715,1123532,1,0,3.0,1,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,37.0,0,1,0,0,0,0
716,1124611,1,0,4.0,0,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,47.0,0,1,0,0,0,0
717,1127351,1,1,4.0,0,1,0,0,0,0,1,0,1,3.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,19.0,0,1,0,0,0,0
718,1130254,1,3,2.0,1,0,0,0,0,0,1,0,1,0.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,10.0,0,0,1,0,0,0
719,1131421,1,2,0.0,1,0,0,0,0,1,0,0,1,1.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,19.0,0,0,0,1,0,0
720,1133286,0,4,7.0,0,0,1,0,0,0,1,0,0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15.0,0,0,1,0,0,0
721,1134571,1,0,1.0,1,0,0,0,0,0,0,1,1,4.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,43.0,0,1,0,0,0,0
722,1135451,1,3,13.0,0,0,0,1,0,0,1,0,1,8.0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,2,18.0,0,0,0,1,0,0
723,1136341,1,0,5.0,0,1,0,0,0,0,0,0,1,4.0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,4,11.0,0,1,0,0,0,0
724,1137461,1,0,7.0,0,0,1,0,0,0,1,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,29.0,0,0,0,1,0,0
725,1138226,1,0,1.0,1,0,0,0,0,0,0,0,1,2.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,9.0,0,1,0,0,0,0
726,1140623,0,0,4.0,0,1,0,0,0,1,0,0,0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6.0,0,1,0,0,0,0
727,1144612,1,0,11.0,0,0,0,1,0,0,0,0,0,4.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,19.0,1,1,0,0,0,0
728,1145473,0,0,1.0,1,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,9.0,0,0,0,1,0,0
729,1146742,0,0,1.0,1,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,4,6.5,0,0,0,1,0,0
730,1147471,1,0,2.0,1,0,0,0,0,0,0,0,1,1.0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,3,36.0,0,1,0,0,0,0
731,1148571,1,2,7.0,0,0,1,0,0,0,0,0,0,3.0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,14.0,0,0,1,0,0,0
