,caseid_new,married_w1,children_in_hh,age_difference,age_gap_bin_0_to_3,age_gap_bin_4_to_5,age_gap_bin_6_to_10,age_gap_bin_11_to_20,age_gap_bin_>=20,race_gap,religious_gap,same_sex_couple,parental_approval,edu_gap,edu_gap_bin_0_to_2,edu_gap_bin_3_to_4,edu_gap_bin_5_to_6,edu_gap_bin_>6,met_online,met_at_work,met_at_school,met_at_church,met_travel,met_social,met_party,met_f_and_f,met_as_neighbors,met_public_space,met_offline_dating,met_other,how_met_count,relationship_len,partner_deceased,relationship_quality_w1_excellent,relationship_quality_w1_fair,relationship_quality_w1_good,relationship_quality_w1_poor,relationship_quality_w1_very poor
1647,2544491,1,1,0.0,1,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,33.0,0,1,0,0,0,0
1648,2547395,0,0,2.0,1,0,0,0,0,1,1,0,1,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2.5,0,0,1,0,0,0
1649,2548661,1,0,1.0,1,0,0,0,0,0,0,0,1,3.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,47.0,0,1,0,0,0,0
1650,2549605,0,0,2.0,1,0,0,0,0,0,1,0,0,7.0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,1.15,0,1,0,0,0,0
1651,2550291,1,1,3.0,1,0,0,0,0,0,0,0,1,4.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15.0,0,1,0,0,0,0
1652,2554441,1,0,7.0,0,0,1,0,0,0,0,0,1,1.0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,3,26.0,0,0,0,1,0,0
1653,2555255,0,0,2.0,1,0,0,0,0,0,1,0,1,4.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,9.0,0,1,0,0,0,0
1654,2557351,1,0,0.0,1,0,0,0,0,0,0,1,1,0.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,18.0,0,0,0,1,0,0
1655,2558261,1,1,1.0,1,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,12.0,0,1,0,0,0,0
1656,2559361,1,0,3.0,1,0,0,0,0,0,1,0,1,0.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,22.0,0,1,0,0,0,0
1657,2561493,0,2,26.0,0,0,0,0,1,0,1,0,1,0.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,5.75,0,1,0,0,0,0
1658,2562645,0,0,8.0,0,0,1,0,0,0,0,0,0,1.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,13.0,0,1,0,0,0,0
1659,2564501,1,2,3.0,1,0,0,0,0,1,1,0,1,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,19.0,0,1,0,0,0,0
1660,2565561,1,0,5.0,0,1,0,0,0,0,1,0,0,2.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,37.0,0,1,0,0,0,0
1661,2566692,0,0,4.0,0,1,0,0,0,0,1,0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,7.5,0,1,0,0,0,0
1662,2567461,1,3,2.0,1,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,4,25.0,0,0,0,1,0,0
1663,2568441,1,0,3.0,1,0,0,0,0,0,0,0,1,3.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,10.0,0,1,0,0,0,0
1664,2569551,1,0,3.0,1,0,0,0,0,0,1,0,1,3.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,40.0,0,1,0,0,0,0
1665,2570381,1,2,1.0,1,0,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,25.0,0,1,0,0,0,0
1666,2577576,0,0,1.0,1,0,0,0,0,0,0,0,0,1.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,12.0,0,1,0,0,0,0
1667,2581443,0,0,1.0,1,0,0,0,0,0,0,0,0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.75,0,0,0,1,0,0
1668,2582441,1,2,2.0,1,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,3,19.0,0,0,0,1,0,0
1669,2583291,1,0,2.0,1,0,0,0,0,0,0,0,1,4.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,10.0,0,0,0,1,0,0
1670,2585571,1,0,0.0,1,0,0,0,0,0,1,0,0,0.0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,39.0,0,1,0,0,0,0
1671,2588496,0,0,8.0,0,0,1,0,0,0,1,0,0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,15.0,0,0,0,1,0,0
1672,2589535,0,0,17.0,0,0,0,1,0,0,0,1,1,3.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6.5,0,1,0,0,0,0
1673,2591556,0,0,5.0,0,1,0,0,0,1,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,10.0,1,1,0,0,0,0
1674,2594431,1,0,7.0,0,0,1,0,0,0,1,0,1,0.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,14.0,0,0,0,1,0,0
1675,2595533,1,0,2.0,1,0,0,0,0,1,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,3,15.0,0,1,0,0,0,0
1676,2596391,1,0,3.0,1,0,0,0,0,1,1,0,1,0.0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,3,22.0,0,1,0,0,0,0
1677,2597631,1,0,9.0,0,0,1,0,0,0,1,0,0,1.0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,3,9.0,0,1,0,0,0,0
1678,2598385,0,0,5.0,0,1,0,0,0,0,0,0,0,1.0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,3,0.15,0,0,0,1,0,0
1679,2600415,0,0,1.0,1,0,0,0,0,0,1,1,1,4.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2.5,0,1,0,0,0,0
1680,2602436,0,0,4.0,0,1,0,0,0,0,1,1,1,4.0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,4,16.0,0,0,0,1,0,0
1681,2603411,1,2,4.0,0,1,0,0,0,0,1,0,1,2.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,23.0,0,1,0,0,0,0
1682,2605456,1,0,2.0,1,0,0,0,0,0,1,1,1,3.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,14.0,0,1,0,0,0,0
1683,2606331,1,2,0.0,1,0,0,0,0,0,1,0,1,1.0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,17.0,0,1,0,0,0,0
1684,2607495,0,0,1.0,1,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,14.0,0,0,0,1,0,0
1685,2608691,1,0,0.0,1,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,3,56.0,0,1,0,0,0,0
1686,2609225,0,1,7.0,0,0,1,0,0,0,0,0,1,2.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,7.5,0,1,0,0,0,0
1687,2611571,1,0,10.0,0,0,1,0,0,1,1,0,0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,33.0,0,1,0,0,0,0
1688,2613456,1,0,10.0,0,0,1,0,0,1,0,0,1,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,0,1,0,0,0,0
1689,2614361,1,0,6.0,0,0,1,0,0,0,1,0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,10.0,0,1,0,0,0,0
1690,2615546,0,0,7.0,0,0,1,0,0,1,1,1,0,7.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,10.0,0,0,0,1,0,0
1691,2616381,1,0,2.0,1,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,3,19.0,0,1,0,0,0,0
1692,2617245,0,0,2.0,1,0,0,0,0,0,0,0,1,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,7.5,0,1,0,0,0,0
1693,2618441,1,0,16.0,0,0,0,1,0,0,1,0,1,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,18.0,0,1,0,0,0,0
1694,2619511,1,0,3.0,1,0,0,0,0,0,0,0,1,3.0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,3,31.0,0,1,0,0,0,0
1695,2620791,1,0,1.0,1,0,0,0,0,0,0,0,0,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,67.0,0,1,0,0,0,0
1696,2621593,0,0,11.0,0,0,0,1,0,0,1,0,1,3.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,37.0,0,0,0,1,0,0
1697,2622321,1,1,2.0,1,0,0,0,0,1,0,0,1,1.0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,17.0,0,0,0,1,0,0
1698,2624575,0,0,15.0,0,0,0,1,0,1,0,1,0,4.0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2.5,0,0,1,0,0,0
1699,2625586,0,0,10.0,0,0,1,0,0,1,0,1,0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,15.0,0,1,0,0,0,0
1700,2629351,1,1,2.0,1,0,0,0,0,0,1,0,1,0.0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,3,23.0,0,1,0,0,0,0
1701,2630582,0,0,2.0,1,0,0,0,0,0,1,0,0,3.0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,44.0,0,0,0,1,0,0
1702,2631603,0,0,10.0,0,0,1,0,0,0,1,0,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,9.0,0,0,0,1,0,0
1703,2632351,1,0,4.0,0,1,0,0,0,0,1,0,1,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,15.0,0,0,1,0,0,0
1704,2633215,0,1,4.0,0,1,0,0,0,0,1,0,1,1.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,1.15,0,1,0,0,0,0
1705,2634401,1,2,1.0,1,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,25.0,0,1,0,0,0,0
1706,2635305,0,0,4.0,0,1,0,0,0,1,1,0,0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,5.45,0,0,1,0,0,0
1707,2637661,1,0,0.0,1,0,0,0,0,0,0,0,0,3.0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,56.0,0,1,0,0,0,0
1708,2638581,1,0,1.0,1,0,0,0,0,0,1,0,0,0.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,26.0,0,0,0,0,1,0
1709,2640441,1,1,6.0,0,0,1,0,0,0,1,0,1,4.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,20.0,0,1,0,0,0,0
1710,2641401,1,2,0.0,1,0,0,0,0,0,1,0,1,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,15.0,0,0,0,1,0,0
1711,2642411,1,0,1.0,1,0,0,0,0,0,1,0,1,3.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,27.0,0,0,0,1,0,0
1712,2643741,1,0,1.0,1,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,61.0,0,1,0,0,0,0
1713,2645415,0,0,6.0,0,0,1,0,0,0,1,0,1,1.0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1.5,0,0,0,1,0,0
1714,2648596,0,0,5.0,0,1,0,0,0,0,1,1,0,3.0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,3,37.0,0,1,0,0,0,0
1715,2649375,1,0,1.0,1,0,0,0,0,1,1,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,23.0,0,1,0,0,0,0
1716,2650431,1,0,5.0,0,1,0,0,0,0,1,0,1,8.0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,10.0,0,1,0,0,0,0
1717,2651661,1,0,1.0,1,0,0,0,0,0,0,0,0,2.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,28.0,0,0,0,1,0,0
1718,2652493,0,0,2.0,1,0,0,0,0,0,1,0,1,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5.75,0,0,0,1,0,0
1719,2654745,0,0,14.0,0,0,0,1,0,1,1,1,0,6.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,22.0,0,1,0,0,0,0
1720,2655275,0,0,2.0,1,0,0,0,0,1,1,1,0,2.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5.75,0,0,0,1,0,0
1721,2656616,0,0,6.0,0,0,1,0,0,0,1,1,0,4.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,24.0,0,1,0,0,0,0
1722,2657451,1,0,5.0,0,1,0,0,0,0,1,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,24.0,0,1,0,0,0,0
1723,2660401,1,0,9.0,0,0,1,0,0,0,0,0,1,2.0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,3,19.0,0,0,0,1,0,0
1724,2662482,1,1,26.0,0,0,0,0,1,0,1,0,0,5.5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,13.0,1,1,0,0,0,0
1725,2664241,1,0,0.0,1,0,0,0,0,0,1,0,1,3.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,12.0,0,1,0,0,0,0
1726,2666271,0,1,4.0,0,1,0,0,0,0,1,0,1,0.0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,3,6.5,0,1,0,0,0,0
1727,2667431,1,0,4.0,0,1,0,0,0,0,0,0,1,2.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,28.0,0,1,0,0,0,0
1728,2668501,1,2,8.0,0,0,1,0,0,0,0,0,1,0.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,20.0,0,1,0,0,0,0
1729,2670301,1,2,1.0,1,0,0,0,0,1,1,0,1,0.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,14.0,0,0,0,1,0,0
1730,2672556,1,0,0.0,1,0,0,0,0,0,1,0,0,1.0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,15.0,0,1,0,0,0,0
1731,2673591,1,0,3.0,1,0,0,0,0,0,0,0,1,4.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,30.0,0,0,0,1,0,0
1732,2677431,1,2,1.0,1,0,0,0,0,1,1,0,1,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,0,0,1,0,0
1733,2678485,0,0,3.0,1,0,0,0,0,1,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,10.0,0,0,0,1,0,0
1734,2679701,1,0,7.0,0,0,1,0,0,0,1,0,0,5.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,32.0,0,1,0,0,0,0
1735,2681396,0,2,15.0,0,0,0,1,0,0,1,0,1,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,24.0,0,1,0,0,0,0
1736,2682456,1,0,9.0,0,0,1,0,0,0,1,1,1,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,20.0,0,1,0,0,0,0
1737,2683531,1,0,11.0,0,0,0,1,0,0,0,0,1,2.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,18.0,0,0,0,1,0,0
1738,2684336,0,0,1.0,1,0,0,0,0,0,0,0,0,6.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2,5.15,0,0,0,1,0,0
1739,2686633,0,0,13.0,0,0,0,1,0,1,1,0,0,13.5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,28.0,0,0,0,1,0,0
1740,2687386,0,0,5.0,0,1,0,0,0,0,1,0,1,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4.0,0,0,0,1,0,0
1741,2688461,1,2,0.0,1,0,0,0,0,0,1,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,25.0,0,1,0,0,0,0
1742,2690361,1,0,2.0,1,0,0,0,0,0,1,0,1,0.0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,3,18.0,0,1,0,0,0,0
1743,2692511,1,0,2.0,1,0,0,0,0,0,1,0,1,2.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,35.0,0,1,0,0,0,0
1744,2695451,1,1,2.0,1,0,0,0,0,1,0,0,1,0.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,34.0,0,0,0,1,0,0
1745,2697631,1,0,16.0,0,0,0,1,0,0,1,0,0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,41.0,0,1,0,0,0,0
1746,2698556,0,0,1.0,1,0,0,0,0,0,1,1,0,3.0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,3,24.0,0,0,0,1,0,0
1747,2700391,1,3,2.0,1,0,0,0,0,1,0,0,1,0.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,19.0,0,1,0,0,0,0
1748,2702381,1,0,2.0,1,0,0,0,0,0,0,0,1,2.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,9.0,0,1,0,0,0,0
1749,2703281,1,0,1.0,1,0,0,0,0,0,1,0,1,4.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,16.0,0,1,0,0,0,0
1750,2704721,1,0,16.0,0,0,0,1,0,0,0,0,0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,40.0,0,0,0,0,1,0
1751,2705406,0,0,2.0,1,0,0,0,0,1,1,1,0,6.0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,3,16.0,0,0,0,1,0,0
1752,2707494,1,0,5.0,0,1,0,0,0,1,1,1,0,2.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,9.0,0,0,0,1,0,0
1753,2710455,0,0,4.0,0,1,0,0,0,0,1,0,1,3.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,13.0,0,1,0,0,0,0
1754,2711361,1,0,9.0,0,0,1,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,12.0,0,0,1,0,0,0
1755,2712505,1,0,9.0,0,0,1,0,0,0,1,0,0,4.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,35.0,0,1,0,0,0,0
1756,2713461,1,1,0.0,1,0,0,0,0,0,1,0,1,1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,25.0,0,1,0,0,0,0
1757,2714781,1,0,1.0,1,0,0,0,0,0,1,0,0,3.0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,3,58.0,1,1,0,0,0,0
1758,2716696,0,0,14.0,0,0,0,1,0,0,0,0,0,4.0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,20.0,0,0,0,1,0,0
1759,2717481,1,2,7.0,0,0,1,0,0,0,1,0,1,2.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,15.0,1,0,1,0,0,0
1760,2719291,1,0,4.0,0,1,0,0,0,0,1,0,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,14.0,0,0,0,1,0,0
1761,2722205,0,0,9.0,0,0,1,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,2.75,0,1,0,0,0,0
1762,2723611,1,0,0.0,1,0,0,0,0,1,1,0,0,1.0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,3,46.0,0,1,0,0,0,0
1763,2724356,0,0,1.0,1,0,0,0,0,0,1,1,0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,14.0,0,0,0,1,0,0
1764,2725295,0,0,8.0,0,0,1,0,0,0,1,0,1,0.0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,6.5,0,1,0,0,0,0
1765,2726401,1,1,1.0,1,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,16.0,0,0,0,1,0,0
1766,2729365,1,0,7.0,0,0,1,0,0,0,1,1,1,3.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,15.0,0,0,0,1,0,0
1767,2730501,1,0,0.0,1,0,0,0,0,0,0,0,1,4.0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,32.0,0,1,0,0,0,0
1768,2732375,0,1,8.0,0,0,1,0,0,0,1,0,1,4.5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2.5,0,0,1,0,0,0
1769,2733643,0,0,16.0,0,0,0,1,0,0,1,1,1,7.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,27.0,0,1,0,0,0,0
1770,2735421,1,1,2.0,1,0,0,0,0,0,1,0,1,1.0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,3,19.0,0,0,0,1,0,0
1771,2736284,1,0,1.0,1,0,0,0,0,0,1,0,0,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,15.0,0,0,1,0,0,0
1772,2737331,1,0,1.0,1,0,0,0,0,1,1,0,1,5.0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,4,15.0,0,1,0,0,0,0
1773,2739513,0,0,4.0,0,1,0,0,0,1,1,0,0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5.0,0,0,0,1,0,0
1774,2740543,0,1,0.0,1,0,0,0,0,0,1,0,0,1.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,31.0,0,0,0,1,0,0
1775,2741471,1,0,2.0,1,0,0,0,0,0,1,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,36.0,0,0,0,1,0,0
1776,2744281,1,1,1.0,1,0,0,0,0,1,1,0,1,0.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,16.0,0,1,0,0,0,0
1777,2745305,0,3,24.0,0,0,0,0,1,0,1,0,0,0.0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,3,9.0,0,0,1,0,0,0
1778,2746506,0,0,5.0,0,1,0,0,0,0,1,0,1,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5.0,0,0,0,1,0,0
1779,2747491,1,0,5.0,0,1,0,0,0,0,1,0,0,1.0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,38.0,0,0,0,1,0,0
1780,2749481,1,2,14.0,0,0,0,1,0,1,1,0,1,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,11.0,0,1,0,0,0,0
1781,2751461,1,1,0.0,1,0,0,0,0,0,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,31.0,0,1,0,0,0,0
1782,2753551,1,0,1.0,1,0,0,0,0,0,1,0,1,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,39.0,0,1,0,0,0,0
1783,2754692,1,0,14.0,0,0,0,1,0,1,1,0,0,8.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2,47.0,0,0,1,0,0,0
1784,2756231,1,0,4.0,0,1,0,0,0,0,1,0,0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,11.0,0,0,1,0,0,0
1785,2757531,1,1,2.0,1,0,0,0,0,0,0,0,1,5.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2,38.0,0,0,0,1,0,0
1786,2758456,0,0,2.0,1,0,0,0,0,0,1,1,1,3.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,11.0,0,1,0,0,0,0
1787,2759424,0,2,1.0,1,0,0,0,0,1,1,0,1,8.0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,2,7.5,0,1,0,0,0,0
1788,2762355,0,0,3.0,1,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,18.0,0,1,0,0,0,0
1789,2763486,0,0,10.0,0,0,1,0,0,0,0,1,0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,21.0,0,1,0,0,0,0
1790,2764561,1,0,7.0,0,0,1,0,0,0,0,0,1,0.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,28.0,0,1,0,0,0,0
1791,2765291,1,2,0.0,1,0,0,0,0,0,1,0,1,3.0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,20.0,0,1,0,0,0,0
1792,2766495,0,0,4.0,0,1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3,19.0,0,1,0,0,0,0
1793,2768761,1,0,1.0,1,0,0,0,0,0,1,0,0,0.0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,58.0,0,1,0,0,0,0
1794,2769621,1,0,4.0,0,1,0,0,0,1,1,0,0,6.5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,43.0,0,1,0,0,0,0
1795,2771331,1,0,2.0,1,0,0,0,0,0,1,0,1,1.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,10.0,0,1,0,0,0,0
1796,2773391,1,1,6.0,0,0,1,0,0,1,1,0,1,4.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,12.0,0,0,0,1,0,0
1797,2775495,0,0,7.0,0,0,1,0,0,0,1,1,0,2.0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,4,27.0,0,1,0,0,0,0
1798,2776351,1,1,2.0,1,0,0,0,0,0,1,0,1,4.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,21.0,0,1,0,0,0,0
1799,2777215,0,1,1.0,1,0,0,0,0,0,1,0,1,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6.5,0,1,0,0,0,0
1800,2778431,1,2,0.0,1,0,0,0,0,0,1,0,1,0.0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,3,27.0,0,1,0,0,0,0
1801,2780461,1,0,1.0,1,0,0,0,0,0,1,0,1,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,33.0,0,0,0,1,0,0
1802,2781773,0,0,32.0,0,0,0,0,1,0,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,17.0,0,0,0,1,0,0
1803,2783571,1,0,1.0,1,0,0,0,0,0,0,0,1,5.0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,3,43.0,0,1,0,0,0,0
