,caseid_new,relationship_len,partner_deceased,relationship_quality_w1,category
660,1037633,5.75,0,good,bottom_quartile
661,1038241,15.0,0,fair,second_quartile
662,1039481,36.0,0,excellent,top_quartile
663,1040361,9.0,0,excellent,bottom_quartile
664,1041291,10.0,0,excellent,second_quartile
665,1043811,65.0,0,excellent,top_quartile
666,1044601,47.0,0,excellent,top_quartile
667,1045611,50.0,0,excellent,top_quartile
668,1046321,16.0,0,excellent,second_quartile
669,1048266,7.5,0,excellent,bottom_quartile
670,1050395,15.0,0,good,second_quartile
671,1052595,21.0,0,excellent,third_quartile
672,1057782,48.0,0,,top_quartile
673,1058195,0.45,0,good,bottom_quartile
674,1059286,13.0,0,excellent,second_quartile
675,1061491,38.0,0,excellent,top_quartile
676,1062551,32.0,0,excellent,top_quartile
677,1064496,1.5,0,good,bottom_quartile
678,1069616,10.0,0,excellent,second_quartile
679,1073351,14.0,0,good,second_quartile
680,1074381,29.0,0,good,third_quartile
681,1075832,70.0,0,fair,top_quartile
682,1076291,15.0,0,excellent,second_quartile
683,1078631,32.0,0,excellent,top_quartile
684,1079255,7.5,0,excellent,bottom_quartile
685,1080831,60.0,0,excellent,top_quartile
686,1083446,22.0,0,excellent,third_quartile
687,1084706,21.0,0,excellent,third_quartile
688,1085626,10.0,0,good,second_quartile
689,1087551,40.0,0,excellent,top_quartile
690,1090535,8.0,0,excellent,bottom_quartile
691,1091712,9.0,0,excellent,bottom_quartile
692,1092291,12.0,0,excellent,second_quartile
693,1093441,12.0,0,excellent,second_quartile
694,1094453,19.0,0,good,third_quartile
695,1096341,15.0,0,excellent,second_quartile
696,1097281,10.0,0,excellent,second_quartile
697,1098406,9.0,0,good,bottom_quartile
698,1099651,50.0,0,excellent,top_quartile
699,1100361,20.0,0,excellent,third_quartile
700,1101471,34.0,0,good,top_quartile
701,1103641,36.0,0,excellent,top_quartile
702,1104541,39.0,0,excellent,top_quartile
703,1105706,25.0,0,good,third_quartile
704,1106521,37.0,0,poor,top_quartile
705,1109341,20.0,0,excellent,third_quartile
706,1110421,27.0,0,excellent,third_quartile
707,1111291,6.0,0,fair,bottom_quartile
708,1112651,53.0,0,excellent,top_quartile
709,1113205,9.0,0,excellent,bottom_quartile
710,1114781,49.0,0,excellent,top_quartile
711,1115241,11.0,0,excellent,second_quartile
712,1118711,38.0,0,excellent,top_quartile
713,1119781,50.0,0,excellent,top_quartile
714,1121235,2.75,0,good,bottom_quartile
715,1123532,37.0,0,excellent,top_quartile
716,1124611,47.0,0,excellent,top_quartile
717,1127351,19.0,0,excellent,third_quartile
718,1130254,10.0,0,fair,second_quartile
719,1131421,19.0,0,good,third_quartile
720,1133286,15.0,0,fair,second_quartile
721,1134571,43.0,0,excellent,top_quartile
722,1135451,18.0,0,good,third_quartile
723,1136341,11.0,0,excellent,second_quartile
724,1137461,29.0,0,good,third_quartile
725,1138226,9.0,0,excellent,bottom_quartile
726,1140623,6.0,0,excellent,bottom_quartile
727,1144612,19.0,1,excellent,third_quartile
728,1145473,9.0,0,good,bottom_quartile
729,1146742,6.5,0,good,bottom_quartile
730,1147471,36.0,0,excellent,top_quartile
731,1148571,14.0,0,fair,second_quartile
732,1149591,49.0,0,fair,top_quartile
733,1152556,33.0,0,excellent,top_quartile
734,1153741,60.0,0,excellent,top_quartile
735,1154421,21.0,0,excellent,third_quartile
736,1155496,33.0,0,good,top_quartile
737,1157671,47.0,0,excellent,top_quartile
738,1160731,60.0,0,excellent,top_quartile
739,1162493,4.0,0,good,bottom_quartile
740,1163761,64.0,0,good,top_quartile
741,1164235,5.75,0,excellent,bottom_quartile
742,1166341,18.0,0,excellent,third_quartile
743,1169771,66.0,0,excellent,top_quartile
744,1170601,18.0,0,fair,third_quartile
745,1171561,20.0,1,excellent,third_quartile
746,1173661,15.0,0,excellent,second_quartile
747,1177285,1.45,0,excellent,bottom_quartile
748,1179591,49.0,0,excellent,top_quartile
749,1180271,16.0,0,fair,second_quartile
750,1181656,18.0,0,excellent,third_quartile
751,1183831,70.0,0,excellent,top_quartile
752,1184501,37.0,0,good,top_quartile
753,1185644,27.0,0,excellent,third_quartile
754,1187235,6.5,0,excellent,bottom_quartile
755,1188821,66.0,0,fair,top_quartile
756,1189486,25.0,0,good,third_quartile
757,1193586,12.0,0,good,second_quartile
758,1198411,27.0,0,fair,third_quartile
759,1199541,40.0,0,very poor,top_quartile
760,1200626,19.0,0,excellent,third_quartile
761,1202681,55.0,0,excellent,top_quartile
762,1203431,25.0,0,excellent,third_quartile
763,1204395,6.5,0,good,bottom_quartile
764,1205802,52.0,0,excellent,top_quartile
765,1206512,27.0,0,good,third_quartile
766,1207731,58.0,0,fair,top_quartile
767,1208205,5.45,0,excellent,bottom_quartile
768,1209621,33.0,0,excellent,top_quartile
769,1210536,9.0,0,excellent,bottom_quartile
770,1213771,55.0,0,excellent,top_quartile
771,1214546,9.0,0,good,bottom_quartile
772,1216365,17.0,0,good,second_quartile
773,1217341,12.0,0,fair,second_quartile
774,1219921,75.0,0,excellent,top_quartile
775,1220631,34.0,0,excellent,top_quartile
776,1222671,54.0,0,good,top_quartile
777,1223621,36.0,0,excellent,top_quartile
778,1225585,0.15,0,excellent,bottom_quartile
779,1226651,48.0,0,good,top_quartile
780,1228415,0.45,0,excellent,bottom_quartile
781,1232501,34.0,0,good,top_quartile
782,1233501,39.0,0,excellent,top_quartile
783,1234331,20.0,0,good,third_quartile
784,1235316,17.0,0,good,second_quartile
785,1240456,15.0,0,good,second_quartile
786,1241521,34.0,0,excellent,top_quartile
787,1243681,55.0,0,excellent,top_quartile
788,1249671,52.0,0,excellent,top_quartile
789,1250456,7.5,0,excellent,bottom_quartile
790,1252476,11.0,0,excellent,second_quartile
791,1253471,10.0,0,excellent,second_quartile
792,1254703,13.0,0,excellent,second_quartile
793,1255801,65.0,0,excellent,top_quartile
794,1256565,10.0,0,good,second_quartile
795,1257371,21.0,0,excellent,third_quartile
796,1258751,59.0,0,excellent,top_quartile
797,1260536,19.0,0,excellent,third_quartile
798,1261401,20.0,0,excellent,third_quartile
799,1262421,13.0,0,good,second_quartile
800,1263261,9.0,0,excellent,bottom_quartile
801,1265752,64.0,0,excellent,top_quartile
802,1266516,17.0,0,good,second_quartile
803,1267401,27.0,0,excellent,third_quartile
804,1269411,15.0,0,excellent,second_quartile
805,1270636,41.0,0,excellent,top_quartile
806,1271456,20.0,0,good,third_quartile
807,1273236,9.0,0,excellent,bottom_quartile
808,1274576,22.0,0,excellent,third_quartile
809,1275585,4.45,0,fair,bottom_quartile
810,1277421,29.0,0,excellent,third_quartile
811,1278541,32.0,1,excellent,top_quartile
812,1279296,4.0,0,fair,bottom_quartile
813,1280305,7.5,0,excellent,bottom_quartile
814,1281395,7.0,0,fair,bottom_quartile
815,1283621,42.0,0,excellent,top_quartile
816,1284701,58.0,0,excellent,top_quartile
817,1285703,37.0,0,good,top_quartile
818,1286415,9.0,0,excellent,bottom_quartile
819,1287613,7.5,0,good,bottom_quartile
820,1289291,20.0,0,excellent,third_quartile
821,1290401,12.0,0,excellent,second_quartile
822,1291771,56.0,0,excellent,top_quartile
823,1294631,47.0,0,excellent,top_quartile
824,1297901,75.0,0,excellent,top_quartile
825,1298581,21.0,0,excellent,third_quartile
826,1299356,11.0,0,excellent,second_quartile
827,1301626,42.0,0,excellent,top_quartile
828,1302415,4.5,0,excellent,bottom_quartile
829,1303571,34.0,0,excellent,top_quartile
830,1305741,62.0,0,excellent,top_quartile
831,1306381,12.0,0,excellent,second_quartile
832,1307306,9.0,0,excellent,bottom_quartile
833,1308821,67.0,0,excellent,top_quartile
834,1310523,3.75,0,excellent,bottom_quartile
835,1312301,15.0,0,excellent,second_quartile
836,1313431,26.0,0,excellent,third_quartile
837,1314201,7.5,0,excellent,bottom_quartile
838,1315536,8.0,0,excellent,bottom_quartile
839,1316391,22.0,0,fair,third_quartile
840,1320215,10.0,0,excellent,second_quartile
841,1323596,18.0,0,excellent,third_quartile
842,1325391,29.0,0,excellent,third_quartile
843,1326451,24.0,0,excellent,third_quartile
844,1327693,20.0,0,excellent,third_quartile
845,1328713,44.0,0,excellent,top_quartile
846,1329235,7.5,0,good,bottom_quartile
847,1330251,9.0,0,excellent,bottom_quartile
848,1332405,6.5,0,excellent,bottom_quartile
849,1333711,57.0,0,excellent,top_quartile
850,1334261,9.0,0,excellent,bottom_quartile
851,1335363,5.75,0,good,bottom_quartile
852,1340556,34.0,0,good,top_quartile
853,1341511,37.0,0,excellent,top_quartile
854,1345356,9.0,0,excellent,bottom_quartile
855,1348345,0.15,0,good,bottom_quartile
856,1349311,11.0,0,excellent,second_quartile
857,1352771,59.0,0,excellent,top_quartile
858,1354291,15.0,0,excellent,second_quartile
859,1356751,63.0,0,excellent,top_quartile
860,1358455,7.5,0,excellent,bottom_quartile
861,1361771,57.0,0,excellent,top_quartile
862,1363253,11.0,0,good,second_quartile
863,1364533,2.5,0,good,bottom_quartile
864,1366341,17.0,0,excellent,second_quartile
865,1367841,62.0,0,excellent,top_quartile
866,1368545,0.75,0,excellent,bottom_quartile
867,1369721,22.0,0,excellent,third_quartile
868,1370453,11.0,0,fair,second_quartile
869,1371681,57.0,0,excellent,top_quartile
870,1372391,23.0,0,excellent,third_quartile
871,1373663,1.5,0,fair,bottom_quartile
872,1374731,56.0,0,excellent,top_quartile
873,1375681,41.0,0,good,top_quartile
874,1376386,9.0,0,good,bottom_quartile
875,1377811,66.0,0,excellent,top_quartile
876,1378732,59.0,0,fair,top_quartile
877,1379291,13.0,0,excellent,second_quartile
878,1380606,29.0,0,excellent,third_quartile
879,1381205,5.75,0,excellent,bottom_quartile
880,1382546,9.0,0,good,bottom_quartile
881,1383671,51.0,0,excellent,top_quartile
882,1384431,18.0,0,excellent,third_quartile
883,1386291,14.0,0,excellent,second_quartile
884,1387255,6.5,0,good,bottom_quartile
885,1388606,9.0,0,excellent,bottom_quartile
886,1392612,13.0,0,fair,second_quartile
887,1393286,15.0,0,excellent,second_quartile
888,1394385,9.0,0,good,bottom_quartile
889,1396626,7.0,0,good,bottom_quartile
890,1398431,20.0,0,fair,third_quartile
891,1401456,25.0,0,good,third_quartile
892,1402461,30.0,0,good,top_quartile
893,1403571,42.0,0,excellent,top_quartile
894,1405701,36.0,0,excellent,top_quartile
895,1408531,45.0,0,fair,top_quartile
896,1409551,40.0,0,excellent,top_quartile
897,1410441,24.0,0,excellent,third_quartile
898,1411661,46.0,0,excellent,top_quartile
899,1412495,11.0,0,good,second_quartile
900,1413821,9.0,0,good,bottom_quartile
901,1416791,63.0,0,excellent,top_quartile
902,1418265,9.0,0,excellent,bottom_quartile
903,1421401,23.0,0,good,third_quartile
904,1422621,45.0,0,excellent,top_quartile
905,1425271,14.0,0,excellent,second_quartile
906,1426355,7.5,0,excellent,bottom_quartile
907,1427636,28.0,0,excellent,third_quartile
908,1428631,44.0,0,excellent,top_quartile
909,1430681,19.0,0,excellent,third_quartile
910,1433533,43.0,0,good,top_quartile
911,1434421,18.0,0,good,third_quartile
912,1435285,0.05,0,good,bottom_quartile
913,1437591,44.0,0,good,top_quartile
914,1438781,59.0,0,excellent,top_quartile
915,1439225,1.5,0,excellent,bottom_quartile
916,1440573,2.75,0,excellent,bottom_quartile
917,1445491,18.0,0,excellent,third_quartile
918,1446561,34.0,0,excellent,top_quartile
919,1447506,5.75,0,good,bottom_quartile
920,1449706,22.0,0,excellent,third_quartile
921,1450553,5.45,0,good,bottom_quartile
922,1451501,36.0,0,good,top_quartile
923,1453663,5.05,0,good,bottom_quartile
924,1454411,20.0,0,good,third_quartile
925,1456556,18.0,0,good,third_quartile
926,1458801,67.0,0,excellent,top_quartile
927,1459321,13.0,0,excellent,second_quartile
928,1461341,17.0,0,excellent,second_quartile
929,1463856,0.15,0,excellent,bottom_quartile
930,1464431,20.0,0,excellent,third_quartile
931,1465371,22.0,0,excellent,third_quartile
932,1466245,13.0,0,good,second_quartile
933,1467541,26.0,0,excellent,third_quartile
934,1468606,41.0,0,good,top_quartile
935,1469225,5.45,0,excellent,bottom_quartile
936,1472491,32.0,0,excellent,top_quartile
937,1473421,20.0,0,excellent,third_quartile
938,1474566,31.0,0,good,top_quartile
939,1475711,53.0,0,excellent,top_quartile
940,1476271,14.0,0,good,second_quartile
941,1477205,6.5,0,excellent,bottom_quartile
942,1478566,42.0,0,excellent,top_quartile
943,1479275,0.15,0,good,bottom_quartile
944,1480621,48.0,0,excellent,top_quartile
945,1482336,14.0,0,excellent,second_quartile
946,1484521,41.0,0,good,top_quartile
947,1485791,,0,excellent,top_quartile
948,1488486,14.0,0,excellent,second_quartile
949,1490563,9.0,0,good,bottom_quartile
950,1491391,21.0,0,excellent,third_quartile
951,1492642,9.0,0,excellent,bottom_quartile
952,1493501,34.0,0,good,top_quartile
953,1494381,20.0,0,excellent,third_quartile
954,1495643,14.0,0,good,second_quartile
955,1496621,51.0,0,excellent,top_quartile
956,1497641,42.0,0,good,top_quartile
957,1498471,32.0,0,excellent,top_quartile
958,1500551,12.0,0,excellent,second_quartile
959,1505246,15.0,0,fair,second_quartile
960,1506761,31.0,0,excellent,top_quartile
961,1507475,0.15,1,good,bottom_quartile
962,1509726,35.0,1,good,top_quartile
963,1511571,43.0,1,excellent,top_quartile
964,1512761,64.0,0,excellent,top_quartile
965,1513511,35.0,0,poor,top_quartile
966,1514561,39.0,0,excellent,top_quartile
967,1515601,43.0,0,excellent,top_quartile
968,1516441,18.0,0,excellent,third_quartile
969,1517771,54.0,0,excellent,top_quartile
970,1518501,20.0,0,excellent,third_quartile
971,1519266,0.15,0,good,bottom_quartile
972,1520271,16.0,0,very poor,second_quartile
973,1521461,34.0,0,good,top_quartile
974,1522341,14.0,0,good,second_quartile
975,1523526,17.0,0,excellent,second_quartile
976,1524351,15.0,0,excellent,second_quartile
977,1525665,15.0,0,good,second_quartile
978,1527295,5.75,0,excellent,bottom_quartile
979,1529205,1.5,0,excellent,bottom_quartile
980,1530311,15.0,0,excellent,second_quartile
981,1531821,46.0,0,excellent,top_quartile
982,1532631,34.0,0,good,top_quartile
983,1534361,9.0,0,excellent,bottom_quartile
984,1536831,68.0,0,excellent,top_quartile
985,1537541,18.0,0,excellent,third_quartile
986,1538731,59.0,0,excellent,top_quartile
987,1540693,3.5,0,excellent,bottom_quartile
988,1541384,5.45,0,excellent,bottom_quartile
989,1544581,12.0,0,good,second_quartile
990,1546505,13.0,0,excellent,second_quartile
991,1547271,11.0,0,excellent,second_quartile
992,1549701,30.0,0,excellent,top_quartile
993,1550851,69.0,0,excellent,top_quartile
994,1551231,2.05,0,good,bottom_quartile
995,1552386,1.75,0,good,bottom_quartile
996,1553205,0.05,0,good,bottom_quartile
997,1554466,20.0,0,excellent,third_quartile
998,1555195,5.75,0,good,bottom_quartile
999,1558251,11.0,0,excellent,second_quartile
1000,1559571,15.0,0,excellent,second_quartile
1001,1560702,53.0,0,excellent,top_quartile
1002,1563713,5.15,0,excellent,bottom_quartile
1003,1564453,5.75,0,good,bottom_quartile
1004,1565636,30.0,0,good,top_quartile
1005,1567444,12.0,0,excellent,second_quartile
1006,1568251,9.0,0,good,bottom_quartile
1007,1569351,20.0,0,excellent,third_quartile
1008,1570286,13.0,0,excellent,second_quartile
1009,1571463,1.5,0,fair,bottom_quartile
1010,1573641,46.0,0,excellent,top_quartile
1011,1574481,16.0,0,excellent,second_quartile
1012,1575691,59.0,0,excellent,top_quartile
1013,1577546,9.0,0,excellent,bottom_quartile
1014,1579693,30.0,0,good,top_quartile
1015,1580691,24.0,0,excellent,third_quartile
1016,1582653,5.75,0,excellent,bottom_quartile
1017,1584491,26.0,0,excellent,third_quartile
1018,1585543,5.15,0,fair,bottom_quartile
1019,1586641,20.0,0,excellent,third_quartile
1020,1587316,10.0,0,fair,second_quartile
1021,1588416,9.0,0,good,bottom_quartile
1022,1589361,26.0,0,good,third_quartile
1023,1590491,10.0,0,excellent,second_quartile
1024,1591601,20.0,0,good,third_quartile
1025,1592631,25.0,0,good,third_quartile
1026,1593301,9.0,0,excellent,bottom_quartile
1027,1594842,68.0,0,excellent,top_quartile
1028,1595371,14.0,0,excellent,second_quartile
1029,1597546,36.0,0,excellent,top_quartile
1030,1599291,9.0,0,good,bottom_quartile
1031,1600711,56.0,0,excellent,top_quartile
1032,1601511,37.0,0,excellent,top_quartile
1033,1602401,17.0,0,very poor,second_quartile
1034,1603265,7.5,0,excellent,bottom_quartile
1035,1605481,17.0,0,excellent,second_quartile
1036,1606456,14.0,0,excellent,second_quartile
1037,1608266,12.0,0,good,second_quartile
1038,1610771,59.0,0,good,top_quartile
1039,1611503,9.0,0,good,bottom_quartile
1040,1612235,7.5,0,excellent,bottom_quartile
1041,1613271,11.0,0,excellent,second_quartile
1042,1615431,1.45,0,excellent,bottom_quartile
1043,1617575,1.5,0,excellent,bottom_quartile
1044,1619401,17.0,0,excellent,second_quartile
1045,1620371,13.0,0,very poor,second_quartile
1046,1621812,61.0,1,,top_quartile
1047,1622621,46.0,0,good,top_quartile
1048,1623351,19.0,0,good,third_quartile
1049,1624601,37.0,0,excellent,top_quartile
1050,1625871,66.0,0,fair,top_quartile
1051,1626891,68.0,0,excellent,top_quartile
1052,1627291,11.0,0,excellent,second_quartile
1053,1628461,27.0,0,excellent,third_quartile
1054,1629821,56.0,0,excellent,top_quartile
1055,1630551,21.0,0,good,third_quartile
1056,1631443,2.5,0,fair,bottom_quartile
1057,1632802,69.0,0,good,top_quartile
1058,1634672,53.0,0,fair,top_quartile
1059,1635436,9.0,0,good,bottom_quartile
1060,1637395,7.0,0,excellent,bottom_quartile
1061,1638721,21.0,0,excellent,third_quartile
1062,1639691,53.0,0,fair,top_quartile
1063,1641281,12.0,0,excellent,second_quartile
1064,1642351,15.0,0,excellent,second_quartile
1065,1643761,60.0,0,good,top_quartile
1066,1644245,13.0,0,excellent,second_quartile
1067,1645323,7.5,0,excellent,bottom_quartile
1068,1647511,28.0,0,excellent,third_quartile
1069,1648276,9.0,0,excellent,bottom_quartile
1070,1650205,7.5,0,fair,bottom_quartile
1071,1652451,20.0,0,excellent,third_quartile
1072,1653653,5.0,0,fair,bottom_quartile
1073,1654671,32.0,0,excellent,top_quartile
1074,1655555,3.5,0,good,bottom_quartile
1075,1657335,2.15,0,good,bottom_quartile
1076,1661682,7.5,0,excellent,bottom_quartile
1077,1664275,6.5,0,excellent,bottom_quartile
1078,1665713,17.0,0,excellent,second_quartile
1079,1667291,16.0,0,excellent,second_quartile
1080,1668241,12.0,0,good,second_quartile
1081,1669566,29.0,0,excellent,third_quartile
1082,1671291,14.0,0,excellent,second_quartile
1083,1672325,21.0,0,excellent,third_quartile
1084,1673321,5.0,0,poor,bottom_quartile
1085,1674621,,0,excellent,top_quartile
1086,1675641,33.0,0,fair,top_quartile
1087,1676566,19.0,0,excellent,third_quartile
1088,1677766,37.0,0,excellent,top_quartile
1089,1678601,48.0,0,excellent,top_quartile
1090,1681661,35.0,0,good,top_quartile
1091,1683821,49.0,0,good,top_quartile
1092,1685385,10.0,0,good,second_quartile
1093,1686502,26.0,1,good,third_quartile
1094,1687301,14.0,0,good,second_quartile
1095,1688541,29.0,0,excellent,third_quartile
1096,1689375,1.5,0,fair,bottom_quartile
1097,1691641,25.0,0,excellent,third_quartile
1098,1692566,12.0,0,fair,second_quartile
1099,1693481,33.0,0,excellent,top_quartile
1100,1697445,1.5,0,good,bottom_quartile
1101,1698641,51.0,0,excellent,top_quartile
1102,1699641,54.0,0,excellent,top_quartile
1103,1700416,7.5,0,good,bottom_quartile
1104,1703712,6.5,0,excellent,bottom_quartile
1105,1704403,0.15,0,good,bottom_quartile
1106,1705261,12.0,0,excellent,second_quartile
1107,1706351,22.0,0,excellent,third_quartile
1108,1707621,45.0,0,excellent,top_quartile
1109,1708231,10.0,0,excellent,second_quartile
1110,1709246,9.0,0,excellent,bottom_quartile
1111,1711502,12.0,0,fair,second_quartile
1112,1714741,59.0,0,excellent,top_quartile
1113,1715481,38.0,0,good,top_quartile
1114,1718291,11.0,0,excellent,second_quartile
1115,1719406,9.0,0,excellent,bottom_quartile
1116,1720621,48.0,0,excellent,top_quartile
1117,1721381,15.0,0,good,second_quartile
1118,1726685,50.0,0,excellent,top_quartile
1119,1728311,20.0,0,excellent,third_quartile
1120,1730361,25.0,0,good,third_quartile
1121,1735441,19.0,0,good,third_quartile
1122,1736721,21.0,0,excellent,third_quartile
1123,1738463,0.05,0,excellent,bottom_quartile
1124,1739511,31.0,0,excellent,top_quartile
1125,1740291,11.0,0,excellent,second_quartile
1126,1742351,21.0,0,good,third_quartile
1127,1743521,31.0,0,good,top_quartile
1128,1745446,19.0,0,fair,third_quartile
1129,1747381,24.0,0,excellent,third_quartile
1130,1748271,15.0,0,good,second_quartile
1131,1749592,10.0,0,excellent,second_quartile
1132,1750331,11.0,0,good,second_quartile
1133,1751291,13.0,0,excellent,second_quartile
1134,1752521,11.0,0,excellent,second_quartile
1135,1753471,27.0,0,poor,third_quartile
1136,1755306,13.0,0,excellent,second_quartile
1137,1756633,40.0,1,excellent,top_quartile
1138,1757781,31.0,0,excellent,top_quartile
1139,1759791,60.0,0,excellent,top_quartile
1140,1760353,2.15,0,excellent,bottom_quartile
1141,1762615,11.0,0,good,second_quartile
1142,1763881,69.0,1,excellent,top_quartile
1143,1764471,13.0,0,excellent,second_quartile
1144,1765521,33.0,0,excellent,top_quartile
1145,1767591,44.0,0,excellent,top_quartile
1146,1768436,13.0,1,excellent,second_quartile
1147,1771195,7.5,0,excellent,bottom_quartile
1148,1772413,9.0,0,excellent,bottom_quartile
1149,1774541,40.0,0,excellent,top_quartile
1150,1777513,11.0,0,good,second_quartile
1151,1778236,10.0,0,good,second_quartile
1152,1779551,19.0,0,excellent,third_quartile
1153,1781261,9.0,0,fair,bottom_quartile
1154,1784331,11.0,0,excellent,second_quartile
1155,1785761,55.0,0,excellent,top_quartile
1156,1786301,14.0,0,good,second_quartile
1157,1787296,9.0,0,excellent,bottom_quartile
1158,1788316,14.0,0,good,second_quartile
1159,1790623,17.0,0,fair,second_quartile
1160,1792311,18.0,0,good,third_quartile
1161,1793381,25.0,0,excellent,third_quartile
1162,1794351,22.0,0,excellent,third_quartile
1163,1795381,20.0,0,excellent,third_quartile
1164,1796621,,0,excellent,top_quartile
1165,1797541,42.0,0,good,top_quartile
1166,1798281,11.0,0,excellent,second_quartile
1167,1799441,22.0,0,excellent,third_quartile
1168,1800341,11.0,0,excellent,second_quartile
1169,1802445,0.75,0,excellent,bottom_quartile
1170,1803416,18.0,1,excellent,third_quartile
1171,1804235,7.5,0,excellent,bottom_quartile
1172,1805341,16.0,0,excellent,second_quartile
1173,1807331,9.0,0,good,bottom_quartile
1174,1808475,7.0,0,good,bottom_quartile
1175,1809246,11.0,0,fair,second_quartile
1176,1810601,43.0,1,good,top_quartile
1177,1812681,54.0,0,excellent,top_quartile
1178,1813483,18.0,0,good,third_quartile
1179,1814401,16.0,0,excellent,second_quartile
1180,1815601,48.0,0,good,top_quartile
1181,1817446,24.0,0,good,third_quartile
1182,1818371,21.0,0,excellent,third_quartile
1183,1819566,11.0,0,excellent,second_quartile
1184,1820763,41.0,0,good,top_quartile
1185,1821371,21.0,0,excellent,third_quartile
1186,1823706,11.0,0,excellent,second_quartile
1187,1825361,14.0,0,poor,second_quartile
1188,1828271,9.0,0,good,bottom_quartile
1189,1830561,16.0,0,excellent,second_quartile
1190,1831446,24.0,0,good,third_quartile
1191,1833581,17.0,0,excellent,second_quartile
1192,1834215,4.5,0,excellent,bottom_quartile
1193,1835645,20.0,0,excellent,third_quartile
1194,1836683,55.0,0,good,top_quartile
1195,1837415,6.0,0,good,bottom_quartile
1196,1839335,6.5,0,excellent,bottom_quartile
1197,1840205,5.45,0,good,bottom_quartile
1198,1841311,17.0,0,excellent,second_quartile
1199,1842506,10.0,0,excellent,second_quartile
1200,1843471,13.0,0,excellent,second_quartile
1201,1845451,34.0,0,excellent,top_quartile
1202,1846441,19.0,0,excellent,third_quartile
1203,1848513,11.0,0,good,second_quartile
1204,1850456,9.0,0,excellent,bottom_quartile
1205,1852461,20.0,0,excellent,third_quartile
1206,1853843,47.0,0,fair,top_quartile
1207,1854541,21.0,0,good,third_quartile
1208,1855236,10.0,0,good,second_quartile
1209,1857346,10.0,0,excellent,second_quartile
1210,1859701,58.0,0,excellent,top_quartile
1211,1860271,13.0,0,excellent,second_quartile
1212,1861603,25.0,0,excellent,third_quartile
1213,1862281,10.0,0,excellent,second_quartile
1214,1863321,10.0,0,excellent,second_quartile
1215,1864311,14.0,0,excellent,second_quartile
1216,1865296,2.15,0,good,bottom_quartile
1217,1866571,32.0,0,good,top_quartile
1218,1867521,31.0,0,excellent,top_quartile
1219,1868455,20.0,0,fair,third_quartile
1220,1869273,5.45,0,excellent,bottom_quartile
1221,1870406,19.0,0,good,third_quartile
1222,1871556,11.0,0,excellent,second_quartile
1223,1875531,35.0,0,excellent,top_quartile
1224,1879215,9.0,0,excellent,bottom_quartile
1225,1882315,0.05,0,good,bottom_quartile
1226,1883321,19.0,0,fair,third_quartile
1227,1885371,21.0,0,good,third_quartile
1228,1886461,13.0,0,fair,second_quartile
1229,1888561,40.0,0,good,top_quartile
1230,1890241,12.0,0,good,second_quartile
1231,1891561,32.0,0,good,top_quartile
1232,1892215,1.75,0,good,bottom_quartile
1233,1894396,7.5,0,excellent,bottom_quartile
1234,1897225,1.5,0,excellent,bottom_quartile
1235,1898671,54.0,0,excellent,top_quartile
1236,1900391,14.0,0,excellent,second_quartile
1237,1901531,26.0,0,excellent,third_quartile
1238,1902385,21.0,0,excellent,third_quartile
1239,1904661,39.0,0,excellent,top_quartile
1240,1905431,16.0,0,excellent,second_quartile
1241,1906461,32.0,0,good,top_quartile
1242,1907225,3.75,0,good,bottom_quartile
1243,1908381,18.0,0,excellent,third_quartile
1244,1910205,4.5,0,good,bottom_quartile
1245,1912446,21.0,0,excellent,third_quartile
1246,1914291,15.0,0,excellent,second_quartile
1247,1915281,16.0,0,excellent,second_quartile
1248,1918441,14.0,0,excellent,second_quartile
1249,1919431,18.0,0,fair,third_quartile
1250,1922632,37.0,1,excellent,top_quartile
1251,1924581,2.5,0,fair,bottom_quartile
1252,1925511,38.0,0,excellent,top_quartile
1253,1926366,17.0,0,good,second_quartile
1254,1928351,21.0,0,good,third_quartile
1255,1929641,52.0,0,excellent,top_quartile
1256,1930531,37.0,0,excellent,top_quartile
1257,1932416,21.0,0,excellent,third_quartile
1258,1933576,15.0,0,good,second_quartile
1259,1935281,16.0,0,good,second_quartile
1260,1936281,13.0,0,good,second_quartile
1261,1942291,12.0,0,excellent,second_quartile
1262,1944641,52.0,0,good,top_quartile
1263,1947301,15.0,0,excellent,second_quartile
1264,1950461,22.0,0,excellent,third_quartile
1265,1952535,8.0,0,good,bottom_quartile
1266,1953441,13.0,0,excellent,second_quartile
1267,1954621,16.0,0,excellent,second_quartile
1268,1958331,20.0,0,excellent,third_quartile
1269,1959311,17.0,0,good,second_quartile
1270,1960361,24.0,0,poor,third_quartile
1271,1963361,20.0,0,excellent,third_quartile
1272,1964531,38.0,0,excellent,top_quartile
1273,1965401,16.0,0,good,second_quartile
1274,1966581,27.0,0,excellent,third_quartile
1275,1967711,58.0,0,good,top_quartile
1276,1969416,13.0,0,excellent,second_quartile
1277,1970216,5.0,0,fair,bottom_quartile
1278,1972476,24.0,0,fair,third_quartile
1279,1974466,11.0,0,excellent,second_quartile
1280,1975205,4.0,0,excellent,bottom_quartile
1281,1977621,39.0,0,excellent,top_quartile
1282,1978511,34.0,0,good,top_quartile
1283,1982391,24.0,0,excellent,third_quartile
1284,1984436,8.0,0,good,bottom_quartile
1285,1985391,12.0,0,excellent,second_quartile
1286,1986571,45.0,0,excellent,top_quartile
