,caseid_new,relationship_len,partner_deceased,relationship_quality_w1,category
1287,1989521,39.0,0,excellent,top_quartile
1288,1990566,21.0,0,excellent,third_quartile
1289,1992601,43.0,1,excellent,top_quartile
1290,1993565,40.0,0,good,top_quartile
1291,1995622,25.0,0,,third_quartile
1292,1998801,60.0,0,excellent,top_quartile
1293,1999591,45.0,0,good,top_quartile
1294,2000641,25.0,0,excellent,third_quartile
1295,2002381,26.0,0,excellent,third_quartile
1296,2003516,40.0,0,excellent,top_quartile
1297,2009245,9.0,0,excellent,bottom_quartile
1298,2013526,25.0,0,excellent,third_quartile
1299,2015255,0.75,0,fair,bottom_quartile
1300,2016761,60.0,0,excellent,top_quartile
1301,2017286,5.75,0,excellent,bottom_quartile
1302,2018495,0.15,0,good,bottom_quartile
1303,2020261,12.0,0,good,second_quartile
1304,2023291,14.0,0,good,second_quartile
1305,2025423,0.05,0,excellent,bottom_quartile
1306,2026446,18.0,0,excellent,third_quartile
1307,2027521,27.0,0,excellent,third_quartile
1308,2028576,20.0,0,excellent,third_quartile
1309,2029496,21.0,0,excellent,third_quartile
1310,2030381,21.0,0,fair,third_quartile
1311,2031541,36.0,0,good,top_quartile
1312,2032535,8.0,0,good,bottom_quartile
1313,2033463,5.75,0,excellent,bottom_quartile
1314,2034526,6.0,0,good,bottom_quartile
1315,2036461,25.0,0,excellent,third_quartile
1316,2037441,26.0,0,excellent,third_quartile
1317,2038275,7.5,0,excellent,bottom_quartile
1318,2039531,16.0,0,excellent,second_quartile
1319,2040821,59.0,0,good,top_quartile
1320,2041791,62.0,0,excellent,top_quartile
1321,2045781,59.0,0,excellent,top_quartile
1322,2047493,0.45,0,good,bottom_quartile
1323,2049245,2.5,0,excellent,bottom_quartile
1324,2052541,38.0,0,good,top_quartile
1325,2053443,0.15,0,excellent,bottom_quartile
1326,2055481,29.0,0,excellent,third_quartile
1327,2059581,47.0,0,excellent,top_quartile
1328,2062511,21.0,0,excellent,third_quartile
1329,2063205,6.0,0,excellent,bottom_quartile
1330,2064651,54.0,0,excellent,top_quartile
1331,2065431,25.0,0,excellent,third_quartile
1332,2066551,14.0,0,excellent,second_quartile
1333,2067411,26.0,0,excellent,third_quartile
1334,2068206,11.0,0,excellent,second_quartile
1335,2069261,12.0,0,good,second_quartile
1336,2070361,16.0,0,excellent,second_quartile
1337,2071506,12.0,0,excellent,second_quartile
1338,2072195,0.75,0,excellent,bottom_quartile
1339,2073466,30.0,0,fair,top_quartile
1340,2075404,6.5,0,excellent,bottom_quartile
1341,2076271,10.0,0,excellent,second_quartile
1342,2077215,4.5,0,poor,bottom_quartile
1343,2078631,51.0,0,good,top_quartile
1344,2079721,56.0,0,good,top_quartile
1345,2080896,63.0,0,excellent,top_quartile
1346,2083271,13.0,0,excellent,second_quartile
1347,2084411,,0,,top_quartile
1348,2086556,35.0,0,excellent,top_quartile
1349,2088471,18.0,0,excellent,third_quartile
1350,2089361,22.0,0,excellent,third_quartile
1351,2091581,31.0,0,excellent,top_quartile
1352,2092496,17.0,0,excellent,second_quartile
1353,2093501,37.0,0,excellent,top_quartile
1354,2095281,12.0,0,fair,second_quartile
1355,2096536,20.0,0,excellent,third_quartile
1356,2097411,19.0,0,excellent,third_quartile
1357,2098515,21.0,0,good,third_quartile
1358,2099831,61.0,0,excellent,top_quartile
1359,2100743,45.0,0,good,top_quartile
1360,2101416,9.0,0,excellent,bottom_quartile
1361,2103296,19.0,0,good,third_quartile
1362,2105421,20.0,0,excellent,third_quartile
1363,2107491,26.0,0,excellent,third_quartile
1364,2108781,65.0,0,excellent,top_quartile
1365,2109285,0.75,0,good,bottom_quartile
1366,2110451,14.0,0,fair,second_quartile
1367,2111623,17.0,0,fair,second_quartile
1368,2112291,12.0,0,excellent,second_quartile
1369,2114411,20.0,0,excellent,third_quartile
1370,2117621,44.0,0,excellent,top_quartile
1371,2118245,4.0,0,fair,bottom_quartile
1372,2119791,55.0,0,good,top_quartile
1373,2120526,20.0,0,good,third_quartile
1374,2121436,10.0,0,excellent,second_quartile
1375,2124215,2.5,0,fair,bottom_quartile
1376,2125215,1.5,0,fair,bottom_quartile
1377,2127441,27.0,0,excellent,third_quartile
1378,2128441,14.0,0,excellent,second_quartile
1379,2130225,6.5,0,excellent,bottom_quartile
1380,2131426,19.0,0,excellent,third_quartile
1381,2134466,15.0,0,good,second_quartile
1382,2137436,8.0,0,fair,bottom_quartile
1383,2140561,35.0,0,good,top_quartile
1384,2142591,46.0,0,excellent,top_quartile
1385,2143405,7.5,0,good,bottom_quartile
1386,2144501,32.0,0,good,top_quartile
1387,2145295,5.0,0,good,bottom_quartile
1388,2146361,21.0,0,good,third_quartile
1389,2147491,14.0,0,excellent,second_quartile
1390,2149736,36.0,0,excellent,top_quartile
1391,2150511,38.0,0,excellent,top_quartile
1392,2151631,47.0,0,good,top_quartile
1393,2153601,43.0,0,excellent,top_quartile
1394,2154365,13.0,0,fair,second_quartile
1395,2155561,44.0,0,excellent,top_quartile
1396,2156394,29.0,0,fair,third_quartile
1397,2159315,4.0,0,good,bottom_quartile
1398,2160635,28.0,0,fair,third_quartile
1399,2161732,60.0,0,fair,top_quartile
1400,2162822,61.0,1,excellent,top_quartile
1401,2163291,20.0,0,excellent,third_quartile
1402,2164622,42.0,1,good,top_quartile
1403,2165591,36.0,0,excellent,top_quartile
1404,2167261,14.0,0,good,second_quartile
1405,2168301,17.0,0,excellent,second_quartile
1406,2169386,15.0,0,excellent,second_quartile
1407,2170641,51.0,0,good,top_quartile
1408,2171371,11.0,0,excellent,second_quartile
1409,2172526,35.0,0,good,top_quartile
1410,2173235,11.0,0,excellent,second_quartile
1411,2175365,10.0,0,fair,second_quartile
1412,2176301,16.0,0,excellent,second_quartile
1413,2177596,15.0,0,excellent,second_quartile
1414,2178396,16.0,0,good,second_quartile
1415,2179636,18.0,0,excellent,third_quartile
1416,2180411,18.0,0,excellent,third_quartile
1417,2181421,29.0,0,good,third_quartile
1418,2183361,11.0,0,excellent,second_quartile
1419,2184591,35.0,0,good,top_quartile
1420,2187416,21.0,0,excellent,third_quartile
1421,2188581,32.0,0,excellent,top_quartile
1422,2190381,11.0,0,excellent,second_quartile
1423,2192852,11.0,0,excellent,second_quartile
1424,2193195,5.75,0,excellent,bottom_quartile
1425,2194621,39.0,0,excellent,top_quartile
1426,2195781,63.0,0,excellent,top_quartile
1427,2196501,34.0,0,good,top_quartile
1428,2197361,28.0,0,good,third_quartile
1429,2198686,28.0,0,good,third_quartile
1430,2199575,5.75,0,fair,bottom_quartile
1431,2200651,51.0,0,excellent,top_quartile
1432,2201486,24.0,0,excellent,third_quartile
1433,2203446,12.0,0,good,second_quartile
1434,2204281,16.0,0,excellent,second_quartile
1435,2205832,59.0,0,excellent,top_quartile
1436,2206256,9.0,0,good,bottom_quartile
1437,2207591,43.0,0,excellent,top_quartile
1438,2208621,41.0,0,good,top_quartile
1439,2209421,20.0,0,excellent,third_quartile
1440,2211311,10.0,0,excellent,second_quartile
1441,2212616,2.5,0,good,bottom_quartile
1442,2218261,11.0,0,excellent,second_quartile
1443,2219255,0.45,0,,bottom_quartile
1444,2220321,19.0,0,good,third_quartile
1445,2221291,13.0,0,excellent,second_quartile
1446,2222425,6.5,0,excellent,bottom_quartile
1447,2223581,47.0,0,good,top_quartile
1448,2224215,9.0,0,excellent,bottom_quartile
1449,2226231,12.0,0,excellent,second_quartile
1450,2227296,0.75,0,good,bottom_quartile
1451,2228436,16.0,0,good,second_quartile
1452,2229421,27.0,0,good,third_quartile
1453,2230711,56.0,0,good,top_quartile
1454,2232496,27.0,0,excellent,third_quartile
1455,2235561,40.0,1,excellent,top_quartile
1456,2237225,9.0,0,excellent,bottom_quartile
1457,2238361,16.0,0,excellent,second_quartile
1458,2242616,14.0,0,excellent,second_quartile
1459,2246691,52.0,0,excellent,top_quartile
1460,2247501,22.0,0,fair,third_quartile
1461,2249411,23.0,0,excellent,third_quartile
1462,2250596,8.0,0,good,bottom_quartile
1463,2252496,13.0,0,excellent,second_quartile
1464,2256431,29.0,0,good,third_quartile
1465,2260661,37.0,0,excellent,top_quartile
1466,2266405,4.0,0,poor,bottom_quartile
1467,2268411,15.0,0,good,second_quartile
1468,2270851,71.0,0,excellent,top_quartile
1469,2272671,53.0,0,excellent,top_quartile
1470,2273691,44.0,0,poor,top_quartile
1471,2274225,3.5,0,excellent,bottom_quartile
1472,2276244,0.75,0,excellent,bottom_quartile
1473,2277506,19.0,0,very poor,third_quartile
1474,2278553,18.0,0,fair,third_quartile
1475,2280655,,0,good,top_quartile
1476,2281616,35.0,0,good,top_quartile
1477,2282431,15.0,0,good,second_quartile
1478,2285351,15.0,0,good,second_quartile
1479,2286421,20.0,0,good,third_quartile
1480,2287554,12.0,0,fair,second_quartile
1481,2288511,28.0,0,excellent,third_quartile
1482,2289671,47.0,0,good,top_quartile
1483,2290306,13.0,0,excellent,second_quartile
1484,2292275,9.0,0,excellent,bottom_quartile
1485,2294411,18.0,0,good,third_quartile
1486,2296531,43.0,0,excellent,top_quartile
1487,2297221,9.0,0,excellent,bottom_quartile
1488,2298381,14.0,0,poor,second_quartile
1489,2299651,42.0,0,good,top_quartile
1490,2300541,32.0,0,excellent,top_quartile
1491,2302541,34.0,0,good,top_quartile
1492,2303465,17.0,0,good,second_quartile
1493,2304511,25.0,0,good,third_quartile
1494,2305481,16.0,0,fair,second_quartile
1495,2306401,,0,excellent,top_quartile
1496,2307264,5.0,0,excellent,bottom_quartile
1497,2309591,45.0,0,excellent,top_quartile
1498,2310431,31.0,0,excellent,top_quartile
1499,2311205,2.5,0,good,bottom_quartile
1500,2312496,13.0,0,excellent,second_quartile
1501,2314732,13.0,0,excellent,second_quartile
1502,2317486,28.0,0,good,third_quartile
1503,2318566,25.0,0,excellent,third_quartile
1504,2321421,29.0,0,excellent,third_quartile
1505,2322215,6.5,0,excellent,bottom_quartile
1506,2323671,45.0,0,excellent,top_quartile
1507,2327642,47.0,1,fair,top_quartile
1508,2328561,39.0,0,excellent,top_quartile
1509,2330376,4.0,0,excellent,bottom_quartile
1510,2333551,22.0,0,excellent,third_quartile
1511,2334456,19.0,0,excellent,third_quartile
1512,2335586,21.0,0,excellent,third_quartile
1513,2337554,37.0,0,poor,top_quartile
1514,2338195,4.5,0,excellent,bottom_quartile
1515,2339381,11.0,0,excellent,second_quartile
1516,2342326,17.0,0,excellent,second_quartile
1517,2343271,12.0,0,excellent,second_quartile
1518,2344281,9.0,0,excellent,bottom_quartile
1519,2347261,16.0,0,excellent,second_quartile
1520,2349521,38.0,0,excellent,top_quartile
1521,2350195,5.45,0,excellent,bottom_quartile
1522,2352296,16.0,0,good,second_quartile
1523,2353373,5.0,0,excellent,bottom_quartile
1524,2354381,18.0,0,excellent,third_quartile
1525,2355521,18.0,0,excellent,third_quartile
1526,2356606,19.0,0,excellent,third_quartile
1527,2358331,15.0,0,good,second_quartile
1528,2361411,12.0,0,excellent,second_quartile
1529,2363391,15.0,0,good,second_quartile
1530,2364441,9.0,0,excellent,bottom_quartile
1531,2365386,14.0,0,excellent,second_quartile
1532,2366361,14.0,0,excellent,second_quartile
1533,2367561,43.0,0,good,top_quartile
1534,2368446,12.0,0,good,second_quartile
1535,2370396,21.0,0,good,third_quartile
1536,2371312,1.5,0,good,bottom_quartile
1537,2372802,38.0,0,excellent,top_quartile
1538,2373376,9.0,0,good,bottom_quartile
1539,2374284,3.5,0,good,bottom_quartile
1540,2376421,29.0,0,excellent,third_quartile
1541,2377541,26.0,0,excellent,third_quartile
1542,2379611,19.0,0,excellent,third_quartile
1543,2380466,12.0,0,good,second_quartile
1544,2381381,21.0,0,good,third_quartile
1545,2382301,16.0,0,good,second_quartile
1546,2388281,10.0,0,good,second_quartile
1547,2389501,13.0,0,excellent,second_quartile
1548,2390491,25.0,0,good,third_quartile
1549,2393341,13.0,0,good,second_quartile
1550,2394813,,0,fair,top_quartile
1551,2395381,15.0,0,fair,second_quartile
1552,2397281,15.0,0,excellent,second_quartile
1553,2398492,8.0,0,good,bottom_quartile
1554,2401544,25.0,0,very poor,third_quartile
1555,2402351,19.0,0,fair,third_quartile
1556,2403491,19.0,0,excellent,third_quartile
1557,2405331,14.0,0,excellent,second_quartile
1558,2406541,28.0,0,excellent,third_quartile
1559,2408506,37.0,0,good,top_quartile
1560,2409671,52.0,0,excellent,top_quartile
1561,2412491,28.0,0,excellent,third_quartile
1562,2413411,20.0,0,good,third_quartile
1563,2414511,18.0,0,fair,third_quartile
1564,2416571,42.0,0,excellent,top_quartile
1565,2422533,0.05,0,good,bottom_quartile
1566,2423613,5.0,0,excellent,bottom_quartile
1567,2425596,16.0,0,fair,second_quartile
1568,2427431,19.0,0,excellent,third_quartile
1569,2428344,7.0,0,fair,bottom_quartile
1570,2429371,21.0,0,excellent,third_quartile
1571,2430446,17.0,0,excellent,second_quartile
1572,2431491,29.0,0,good,third_quartile
1573,2433651,30.0,0,good,top_quartile
1574,2434421,11.0,0,excellent,second_quartile
1575,2435561,38.0,0,excellent,top_quartile
1576,2437651,50.0,0,excellent,top_quartile
1577,2438411,9.0,0,excellent,bottom_quartile
1578,2439205,2.15,0,good,bottom_quartile
1579,2440651,33.0,0,excellent,top_quartile
1580,2442581,49.0,0,excellent,top_quartile
1581,2449225,6.0,0,excellent,bottom_quartile
1582,2451281,15.0,0,excellent,second_quartile
1583,2453455,6.5,0,excellent,bottom_quartile
1584,2457561,35.0,0,good,top_quartile
1585,2460536,6.5,0,excellent,bottom_quartile
1586,2461521,31.0,0,excellent,top_quartile
1587,2462533,5.75,0,excellent,bottom_quartile
1588,2463495,8.0,0,fair,bottom_quartile
1589,2464481,13.0,0,excellent,second_quartile
1590,2465606,15.0,0,good,second_quartile
1591,2466445,25.0,0,excellent,third_quartile
1592,2468481,27.0,0,excellent,third_quartile
1593,2470335,6.5,0,excellent,bottom_quartile
1594,2471586,,0,excellent,top_quartile
1595,2472495,5.75,0,good,bottom_quartile
1596,2473591,15.0,0,excellent,second_quartile
1597,2478401,24.0,0,excellent,third_quartile
1598,2479313,10.0,0,good,second_quartile
1599,2480586,26.0,0,excellent,third_quartile
1600,2482586,21.0,0,fair,third_quartile
1601,2483563,23.0,0,excellent,third_quartile
1602,2485465,6.5,0,good,bottom_quartile
1603,2486245,6.5,0,excellent,bottom_quartile
1604,2487583,13.0,0,excellent,second_quartile
1605,2488453,18.0,0,excellent,third_quartile
1606,2489561,26.0,0,good,third_quartile
1607,2490501,32.0,0,excellent,top_quartile
1608,2491261,15.0,0,good,second_quartile
1609,2492401,19.0,0,excellent,third_quartile
1610,2494291,10.0,0,excellent,second_quartile
1611,2496271,13.0,0,good,second_quartile
1612,2497286,5.0,0,fair,bottom_quartile
1613,2499671,59.0,0,excellent,top_quartile
1614,2500281,9.0,0,excellent,bottom_quartile
1615,2501285,9.0,0,excellent,bottom_quartile
1616,2502671,54.0,0,excellent,top_quartile
1617,2503411,26.0,0,good,third_quartile
1618,2504476,18.0,0,good,third_quartile
1619,2505436,26.0,0,excellent,third_quartile
1620,2506506,22.0,0,good,third_quartile
1621,2507563,41.0,0,excellent,top_quartile
1622,2508414,0.15,0,good,bottom_quartile
1623,2510361,21.0,0,good,third_quartile
1624,2512476,9.0,0,good,bottom_quartile
1625,2514683,24.0,0,excellent,third_quartile
1626,2515245,1.5,0,poor,bottom_quartile
1627,2516782,62.0,0,excellent,top_quartile
1628,2517611,44.0,0,excellent,top_quartile
1629,2518321,15.0,0,excellent,second_quartile
1630,2519493,13.0,0,good,second_quartile
1631,2520291,14.0,0,fair,second_quartile
1632,2524351,19.0,0,fair,third_quartile
1633,2526551,35.0,0,excellent,top_quartile
1634,2527611,14.0,0,excellent,second_quartile
1635,2528285,0.45,0,good,bottom_quartile
1636,2529781,47.0,0,good,top_quartile
1637,2530373,5.05,0,good,bottom_quartile
1638,2532553,17.0,0,fair,second_quartile
1639,2533411,28.0,0,excellent,third_quartile
1640,2534481,35.0,0,good,top_quartile
1641,2536634,24.0,0,poor,third_quartile
1642,2538381,8.0,0,good,bottom_quartile
1643,2539331,14.0,0,fair,second_quartile
1644,2541912,25.0,0,excellent,third_quartile
1645,2542495,21.0,0,good,third_quartile
1646,2543495,2.5,0,good,bottom_quartile
1647,2544491,33.0,0,excellent,top_quartile
1648,2547395,2.5,0,fair,bottom_quartile
1649,2548661,47.0,0,excellent,top_quartile
1650,2549605,1.15,0,excellent,bottom_quartile
1651,2550291,15.0,0,excellent,second_quartile
1652,2554441,26.0,0,good,third_quartile
1653,2555255,9.0,0,excellent,bottom_quartile
1654,2557351,18.0,0,good,third_quartile
1655,2558261,12.0,0,excellent,second_quartile
1656,2559361,22.0,0,excellent,third_quartile
1657,2561493,5.75,0,excellent,bottom_quartile
1658,2562645,13.0,0,excellent,second_quartile
1659,2564501,19.0,0,excellent,third_quartile
1660,2565561,37.0,0,excellent,top_quartile
1661,2566692,7.5,0,excellent,bottom_quartile
1662,2567461,25.0,0,good,third_quartile
1663,2568441,10.0,0,excellent,second_quartile
1664,2569551,40.0,0,excellent,top_quartile
1665,2570381,25.0,0,excellent,third_quartile
1666,2577576,12.0,0,excellent,second_quartile
1667,2581443,1.75,0,good,bottom_quartile
1668,2582441,19.0,0,good,third_quartile
1669,2583291,10.0,0,good,second_quartile
1670,2585571,39.0,0,excellent,top_quartile
1671,2588496,15.0,0,good,second_quartile
1672,2589535,6.5,0,excellent,bottom_quartile
1673,2591556,10.0,1,excellent,second_quartile
1674,2594431,14.0,0,good,second_quartile
1675,2595533,15.0,0,excellent,second_quartile
1676,2596391,22.0,0,excellent,third_quartile
1677,2597631,9.0,0,excellent,bottom_quartile
1678,2598385,0.15,0,good,bottom_quartile
1679,2600415,2.5,0,excellent,bottom_quartile
1680,2602436,16.0,0,good,second_quartile
1681,2603411,23.0,0,excellent,third_quartile
1682,2605456,14.0,0,excellent,second_quartile
1683,2606331,17.0,0,excellent,second_quartile
1684,2607495,14.0,0,good,second_quartile
1685,2608691,56.0,0,excellent,top_quartile
1686,2609225,7.5,0,excellent,bottom_quartile
1687,2611571,33.0,0,excellent,top_quartile
1688,2613456,20.0,0,excellent,third_quartile
1689,2614361,10.0,0,excellent,second_quartile
1690,2615546,10.0,0,good,second_quartile
1691,2616381,19.0,0,excellent,third_quartile
1692,2617245,7.5,0,excellent,bottom_quartile
1693,2618441,18.0,0,excellent,third_quartile
1694,2619511,31.0,0,excellent,top_quartile
1695,2620791,67.0,0,excellent,top_quartile
1696,2621593,37.0,0,good,top_quartile
1697,2622321,17.0,0,good,second_quartile
1698,2624575,2.5,0,fair,bottom_quartile
1699,2625586,15.0,0,excellent,second_quartile
1700,2629351,23.0,0,excellent,third_quartile
1701,2630582,44.0,0,good,top_quartile
1702,2631603,9.0,0,good,bottom_quartile
1703,2632351,15.0,0,fair,second_quartile
1704,2633215,1.15,0,excellent,bottom_quartile
1705,2634401,25.0,0,excellent,third_quartile
1706,2635305,5.45,0,fair,bottom_quartile
1707,2637661,56.0,0,excellent,top_quartile
1708,2638581,26.0,0,poor,third_quartile
1709,2640441,20.0,0,excellent,third_quartile
1710,2641401,15.0,0,good,second_quartile
1711,2642411,27.0,0,good,third_quartile
1712,2643741,61.0,0,excellent,top_quartile
1713,2645415,1.5,0,good,bottom_quartile
1714,2648596,37.0,0,excellent,top_quartile
1715,2649375,23.0,0,excellent,third_quartile
1716,2650431,10.0,0,excellent,second_quartile
1717,2651661,28.0,0,good,third_quartile
1718,2652493,5.75,0,good,bottom_quartile
1719,2654745,22.0,0,excellent,third_quartile
1720,2655275,5.75,0,good,bottom_quartile
1721,2656616,24.0,0,excellent,third_quartile
1722,2657451,24.0,0,excellent,third_quartile
1723,2660401,19.0,0,good,third_quartile
1724,2662482,13.0,1,excellent,second_quartile
1725,2664241,12.0,0,excellent,second_quartile
1726,2666271,6.5,0,excellent,bottom_quartile
1727,2667431,28.0,0,excellent,third_quartile
1728,2668501,20.0,0,excellent,third_quartile
1729,2670301,14.0,0,good,second_quartile
1730,2672556,15.0,0,excellent,second_quartile
1731,2673591,30.0,0,good,top_quartile
1732,2677431,32.0,0,good,top_quartile
1733,2678485,10.0,0,good,second_quartile
1734,2679701,32.0,0,excellent,top_quartile
1735,2681396,24.0,0,excellent,third_quartile
1736,2682456,20.0,0,excellent,third_quartile
1737,2683531,18.0,0,good,third_quartile
1738,2684336,5.15,0,good,bottom_quartile
1739,2686633,28.0,0,good,third_quartile
1740,2687386,4.0,0,good,bottom_quartile
1741,2688461,25.0,0,excellent,third_quartile
1742,2690361,18.0,0,excellent,third_quartile
1743,2692511,35.0,0,excellent,top_quartile
1744,2695451,34.0,0,good,top_quartile
1745,2697631,41.0,0,excellent,top_quartile
1746,2698556,24.0,0,good,third_quartile
1747,2700391,19.0,0,excellent,third_quartile
1748,2702381,9.0,0,excellent,bottom_quartile
1749,2703281,16.0,0,excellent,second_quartile
1750,2704721,40.0,0,poor,top_quartile
1751,2705406,16.0,0,good,second_quartile
1752,2707494,9.0,0,good,bottom_quartile
1753,2710455,13.0,0,excellent,second_quartile
1754,2711361,12.0,0,fair,second_quartile
1755,2712505,35.0,0,excellent,top_quartile
1756,2713461,25.0,0,excellent,third_quartile
1757,2714781,58.0,1,excellent,top_quartile
1758,2716696,20.0,0,good,third_quartile
1759,2717481,15.0,1,fair,second_quartile
1760,2719291,14.0,0,good,second_quartile
1761,2722205,2.75,0,excellent,bottom_quartile
1762,2723611,46.0,0,excellent,top_quartile
1763,2724356,14.0,0,good,second_quartile
1764,2725295,6.5,0,excellent,bottom_quartile
1765,2726401,16.0,0,good,second_quartile
1766,2729365,15.0,0,good,second_quartile
1767,2730501,32.0,0,excellent,top_quartile
1768,2732375,2.5,0,fair,bottom_quartile
1769,2733643,27.0,0,excellent,third_quartile
1770,2735421,19.0,0,good,third_quartile
1771,2736284,15.0,0,fair,second_quartile
1772,2737331,15.0,0,excellent,second_quartile
1773,2739513,5.0,0,good,bottom_quartile
1774,2740543,31.0,0,good,top_quartile
1775,2741471,36.0,0,good,top_quartile
1776,2744281,16.0,0,excellent,second_quartile
1777,2745305,9.0,0,fair,bottom_quartile
1778,2746506,5.0,0,good,bottom_quartile
1779,2747491,38.0,0,good,top_quartile
1780,2749481,11.0,0,excellent,second_quartile
1781,2751461,31.0,0,excellent,top_quartile
1782,2753551,39.0,0,excellent,top_quartile
1783,2754692,47.0,0,fair,top_quartile
1784,2756231,11.0,0,fair,second_quartile
1785,2757531,38.0,0,good,top_quartile
1786,2758456,11.0,0,excellent,second_quartile
1787,2759424,7.5,0,excellent,bottom_quartile
1788,2762355,18.0,0,excellent,third_quartile
1789,2763486,21.0,0,excellent,third_quartile
1790,2764561,28.0,0,excellent,third_quartile
1791,2765291,20.0,0,excellent,third_quartile
1792,2766495,19.0,0,excellent,third_quartile
1793,2768761,58.0,0,excellent,top_quartile
1794,2769621,43.0,0,excellent,top_quartile
1795,2771331,10.0,0,excellent,second_quartile
1796,2773391,12.0,0,good,second_quartile
1797,2775495,27.0,0,excellent,third_quartile
1798,2776351,21.0,0,excellent,third_quartile
1799,2777215,6.5,0,excellent,bottom_quartile
1800,2778431,27.0,0,excellent,third_quartile
1801,2780461,33.0,0,good,top_quartile
1802,2781773,17.0,0,good,second_quartile
1803,2783571,43.0,0,excellent,top_quartile
1804,2784335,13.0,0,good,second_quartile
1805,2785271,11.0,0,excellent,second_quartile
1806,2786666,28.0,0,excellent,third_quartile
1807,2788351,13.0,0,excellent,second_quartile
1808,2789491,5.15,0,good,bottom_quartile
1809,2791391,7.0,0,good,bottom_quartile
1810,2792381,19.0,0,excellent,third_quartile
1811,2793416,7.5,0,excellent,bottom_quartile
1812,2794335,5.15,0,fair,bottom_quartile
1813,2795343,2.5,0,fair,bottom_quartile
1814,2796782,55.0,1,excellent,top_quartile
1815,2797496,34.0,0,excellent,top_quartile
1816,2798711,59.0,0,good,top_quartile
1817,2799525,18.0,0,good,third_quartile
1818,2800266,14.0,0,excellent,second_quartile
1819,2802655,46.0,0,excellent,top_quartile
1820,2803531,40.0,0,good,top_quartile
1821,2806576,7.5,0,good,bottom_quartile
1822,2808495,25.0,0,excellent,third_quartile
1823,2809516,9.0,0,excellent,bottom_quartile
1824,2810195,5.15,0,excellent,bottom_quartile
1825,2811741,49.0,0,excellent,top_quartile
1826,2812441,33.0,0,excellent,top_quartile
1827,2813321,12.0,0,good,second_quartile
1828,2814495,7.5,0,good,bottom_quartile
1829,2817571,28.0,0,good,third_quartile
1830,2818471,28.0,0,good,third_quartile
1831,2819881,63.0,0,excellent,top_quartile
1832,2820571,41.0,0,excellent,top_quartile
1833,2822526,22.0,0,excellent,third_quartile
1834,2824553,22.0,0,excellent,third_quartile
1835,2825881,4.75,0,excellent,bottom_quartile
1836,2826321,23.0,0,good,third_quartile
1837,2828511,23.0,0,excellent,third_quartile
1838,2832291,16.0,0,excellent,second_quartile
1839,2833505,9.0,0,good,bottom_quartile
1840,2834301,18.0,0,good,third_quartile
1841,2836511,38.0,0,excellent,top_quartile
1842,2839411,29.0,0,excellent,third_quartile
1843,2840371,25.0,0,good,third_quartile
1844,2841235,7.0,0,excellent,bottom_quartile
1845,2842781,57.0,0,excellent,top_quartile
1846,2843431,26.0,0,excellent,third_quartile
1847,2844291,7.0,0,good,bottom_quartile
1848,2845381,9.0,0,excellent,bottom_quartile
1849,2846315,7.5,0,good,bottom_quartile
1850,2847371,20.0,0,excellent,third_quartile
1851,2848761,59.0,0,excellent,top_quartile
1852,2850731,26.0,0,excellent,third_quartile
1853,2852225,6.5,0,good,bottom_quartile
1854,2853301,14.0,0,excellent,second_quartile
1855,2854401,9.0,0,good,bottom_quartile
1856,2855671,54.0,0,excellent,top_quartile
1857,2857341,2.45,0,good,bottom_quartile
1858,2859286,11.0,0,excellent,second_quartile
1859,2861215,5.75,0,good,bottom_quartile
1860,2863466,16.0,0,fair,second_quartile
1861,2866471,28.0,0,good,third_quartile
1862,2868606,29.0,0,excellent,third_quartile
1863,2869721,25.0,0,excellent,third_quartile
1864,2871516,9.0,0,excellent,bottom_quartile
1865,2872503,20.0,0,excellent,third_quartile
1866,2874421,20.0,0,excellent,third_quartile
1867,2876526,13.0,0,fair,second_quartile
1868,2877411,23.0,0,fair,third_quartile
1869,2878781,29.0,0,excellent,third_quartile
1870,2880391,18.0,0,excellent,third_quartile
1871,2881561,47.0,0,good,top_quartile
1872,2883461,17.0,0,good,second_quartile
1873,2884681,51.0,0,good,top_quartile
1874,2885256,14.0,0,good,second_quartile
1875,2887261,14.0,0,good,second_quartile
1876,2890236,5.5,0,good,bottom_quartile
1877,2891361,1.75,0,excellent,bottom_quartile
1878,2892291,,0,excellent,top_quartile
1879,2893255,5.15,0,excellent,bottom_quartile
1880,2895566,41.0,0,excellent,top_quartile
1881,2897401,15.0,0,excellent,second_quartile
1882,2898641,40.0,0,excellent,top_quartile
1883,2901465,0.05,0,excellent,bottom_quartile
1884,2902291,11.0,0,excellent,second_quartile
1885,2903453,15.0,0,excellent,second_quartile
1886,2904546,17.0,0,excellent,second_quartile
1887,2905436,15.0,0,fair,second_quartile
1888,2906325,7.5,0,good,bottom_quartile
1889,2907761,54.0,1,excellent,top_quartile
1890,2908413,5.15,0,excellent,bottom_quartile
1891,2910801,65.0,0,excellent,top_quartile
1892,2913266,13.0,0,excellent,second_quartile
1893,2915356,3.5,0,good,bottom_quartile
1894,2917751,58.0,0,good,top_quartile
1895,2918525,10.0,0,excellent,second_quartile
1896,2919505,27.0,0,good,third_quartile
1897,2920513,11.0,0,excellent,second_quartile
1898,2923486,24.0,0,excellent,third_quartile
1899,2924471,29.0,0,excellent,third_quartile
1900,2925235,10.0,0,excellent,second_quartile
1901,2926403,1.5,0,excellent,bottom_quartile
